"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89"
"49","Магаданская область","270680","16603","27549","226528","80318","33208","6066","3731","0","1704","0","162","6","0","0","0","0","0","3328","0","0","0","3636","0","864","3447","3649","0","0","0","0","0","2733","2733","0","0","152","0","15249","0","23","0","23","14890","760268","584757","0","175511","73570","58138","0","15432","344500","551013","332965","156624","506390","129289","0","145","0","10980","-1044","350131","17034","47636","10603","87549","7805","10454","12817","12758","0","59","62846","404078","191102","41","1117606","760851","929048","214346","47787","27187","1276","12363","125","1081","0"
"50","Московская область","2489404","2025147","438534","25723","53673425","8802491","1433685","967023","3295","2327349","14356","824737","1166396","141023","1592","118124","575858","1480316","561291","354702","68332","286370","3027225","2313854","2867886","3056754","10083601","435738","22","1653","550038","379602","651318","24862","23656","12650","3156659","1800810","3316793","982170","3506588","6349","2062350","3312566","6568886","1717581","1772462","3078843","2346172","725654","129689","1490829","12041290","59101283","17813899","38217557","18371095","8946560","253370","98624","335295","57012","403908","8382835","580780","3401962","749246","6027863","55198","739045","1442591","931859","85450","425282","7084243","18678110","5458869","30223","9714242","16296901","16144863","3870626","1427213","1192586","91784","743975","9814","763459","0"
"51","Мурманская область","1528633","41483","34034","1453116","2594346","157775","1813","3275","0","4465","0","3860","5999","0","0","0","1044","12537","16025","434","0","434","32369","717","7242","36339","1655178","0","0","0","38","0","1627358","0","4202","0","1024","8","7046","0","322132","321689","443","330152","1345996","855357","34246","456393","228712","174335","10937","43440","542189","603809","250917","270439","1754233","390843","0","1105","7476","124293","1401","1187289","50407","277714","56147","192725","16559","42239","65803","64312","0","1491","376759","748870","300209","927","3306087","2244662","2632060","415228","156284","69585","6483","21383","6","43645","0"
"52","Нижегородская область","1221250","1097661","121283","2306","22494010","1241134","210228","270368","32851","74693","24835","140230","227964","35678","101","10049","282564","475079","80443","361416","0","361416","1476208","370077","830081","730579","6959939","277624","0","0","1446661","12617","12647","0","151947","3485","2282607","385924","877834","2602164","2173175","730122","786261","861386","2147902","1091948","267115","788839","493686","166343","94337","233006","3944293","10648838","4089993","4949694","7538307","6012066","2444263","7315","915557","351309","3051","989183","182698","816285","115597","2021468","44585","879854","293479","245846","7376","40257","1239887","8040981","1484997","9612","3985766","6567585","5532234","1301739","559281","308063","39984","99591","249","43868","0"
"53","Новгородская область","344777","262820","74144","7813","3146531","305176","139728","45373","0","28389","0","10446","16043","683","0","0","295430","119114","88319","0","0","0","693517","693","61562","358597","184905","0","0","0","0","691","44057","0","1136","0","23411","135079","278320","40737","248679","19","248609","257431","439806","238749","61706","139352","137632","114666","182","22784","364104","715706","357623","302136","435019","304331","50","656","158702","65","0","96712","33911","158173","56607","103012","12241","17184","40332","36337","0","3995","148393","343100","157427","583","741793","896679","992475","207210","34159","46322","6335","16850","7","64217","0"
"54","Новосибирская область","1510380","1416421","85065","8894","11138998","1656241","373359","165018","0","166002","47","51628","130475","11053","2295","3975","108076","143147","140602","54747","0","54657","840149","437200","357959","1001159","2046226","3677","0","0","143461","138941","275249","18619","48058","34803","983188","620955","426318","28025","1372670","5235","980334","563131","1630077","911178","47266","671633","389694","261704","20846","107144","2641312","6777066","3779575","2207049","8842364","5506156","3667115","2686","51778","5944","1089037","1456774","784453","867940","99083","2654044","30517","592094","1174478","851996","28260","294222","1355332","4847099","2006302","7184","3160344","7641819","6349078","1401049","372491","286388","32355","142454","0","19602","0"
"55","Омская область","1166502","1112089","49202","5211","5854921","780058","206256","146964","0","70836","4291","12387","40900","9821","0","6344","18715","51813","24565","706523","0","706523","596403","4249","373902","167763","713657","3240","0","0","100598","9935","12","0","23382","3459","391789","50259","183551","6286","776366","12755","761034","870787","1075336","601547","114183","359606","270670","74732","127545","68393","1369308","2127258","1004291","889940","3427743","2661878","43026","2637","1012597","88428","20275","568745","88417","471205","48158","583601","16014","45473","46380","33656","1180","11544","711753","2185635","444647","2423","1915049","3544549","3296179","594052","248056","113940","17845","36919","2","27990","0"
"56","Оренбургская область","1038344","1013192","22729","2423","5753537","448206","142428","106429","70","33767","0","5168","17715","2908","0","2828","10151","3962","8684","310002","0","310002","187247","317","61692","311438","3684322","843671","0","0","176551","4040","229158","0","2506","0","7916","80715","202608","135837","90652","1424","437","150230","1265044","911155","208655","145233","296788","146011","7518","143259","1016172","1475882","446138","838759","1613404","1008157","73189","3154","284816","124","0","522671","82452","283956","24739","245836","20360","77651","119143","111423","2209","5511","382423","724665","512626","1837","1968965","3129781","2795201","405687","124811","104451","6995","35291","46","119001","0"
"57","Орловская область","1142242","1141056","533","653","2302879","611397","249798","11507","119743","10597","0","11839","58831","3576","0","3245","5203","12008","2907","341","0","341","8449","27530","66925","321832","334336","13860","0","0","44","2865","18115","15105","60657","53471","191492","80139","364491","119285","1357","0","0","70344","371438","166417","64274","140746","103789","57246","1232","45311","339730","873663","446055","349288","353945","154428","51","389","40924","37","0","159559","39921","103772","11868","116809","10033","13870","24397","21322","0","3075","124620","181947","143162","190","796086","1382482","1158053","163388","30508","48021","5467","14653","0","3218","0"
"58","Пензенская область","1314418","1287866","24169","2383","4193653","660922","23235","78001","117889","209623","701","10997","27664","18719","0","8438","83131","224931","29318","9","0","9","82261","53863","39089","141393","881495","10","0","0","0","1775","3986","0","64678","11380","507637","68244","383874","68480","18841","0","23","682461","554995","373513","97848","83633","170620","86101","10603","73916","493184","1760806","667504","976413","590618","375815","215","3215","54108","0","0","156004","58799","146488","17904","185432","10950","16606","44193","41088","1920","1185","270021","736025","1491086","660","1183601","2061064","1906239","326829","97019","80853","8407","34331","43","4944","0"
"59","Пермский край","838163","676470","159886","1807","18788848","707843","135802","307108","926","62687","1615","114351","119748","16185","0","15405","237993","466000","266458","486575","85286","401290","4435971","104151","312654","495155","4099022","359960","0","0","1100","49979","406544","0","74412","47742","684752","487359","2194681","30711","2116622","20803","1993397","1348315","1648832","1206011","234411","208410","513121","177780","145287","190054","2770975","6315205","1583935","4230978","2383818","1734607","36588","5432","503733","78538","207","463805","106661","659809","70705","1484603","19611","736555","172495","127494","20689","24312","680728","2401353","855468","6360","3166226","4755450","4136134","672183","176520","219565","45422","60422","127","39871","0"
"60","Псковская область","624485","558053","60536","5896","1829444","510267","354673","44610","0","7001","0","10202","56646","42954","0","42410","89701","5991","24103","0","0","0","18064","3017","97048","34195","86983","595","0","0","4621","0","34","0","2139","0","21434","455805","127388","3412","17696","313","0","217537","396860","194241","34373","168247","167277","68198","525","98554","262239","589272","188086","343136","474111","289318","326","813","109532","3596","0","141343","39854","159156","38097","88753","6354","25702","23060","22276","118","666","125036","169089","108423","459","824052","844624","900353","177614","27624","40156","3885","14599","0","24927","0"
"61","Ростовская область","3019279","2939800","23055","56424","12632272","1239962","138524","157068","0","80638","61948","265850","362341","49538","0","47742","82942","183298","57346","204153","0","203650","533345","31794","613837","669555","2650319","37038","0","0","89380","57824","272089","247","81682","75483","635352","446847","1579931","160793","2006943","61041","1411404","715540","2683895","1827524","413540","442831","945317","683539","36242","225536","3110782","6545297","3471595","2259728","6441900","4341968","3050905","5249","125218","148243","167050","1608892","175747","893474","129513","979191","62142","219427","552321","527184","12540","12597","1021648","2773690","1823290","3558","4417587","7012165","6396793","1076828","318456","284480","40619","107548","48","23991","0"
"62","Рязанская область","1099092","1048045","42716","8331","5311054","524645","29177","122193","6468","34686","50","77147","63996","57805","0","1162","127774","17173","28626","392840","0","392840","150877","119580","302316","633232","1009252","623","0","0","2290","40575","100697","79015","118051","95395","769920","91530","226207","197415","35734","31","402","450249","914602","563918","191959","158725","160674","83272","13267","64135","1459075","1708315","793164","726628","815939","476078","14872","2407","218171","48785","433","236331","54312","200580","39993","511374","16821","273852","108295","97251","2165","8879","319055","510509","380712","283","1375611","2122000","1856688","373655","73199","81858","10300","29915","11","4325","0"
"63","Самарская область","1082814","999827","68655","14332","16606619","1667413","212205","126791","6","297249","2515","62925","45533","6624","0","5069","32009","80586","34083","1250081","0","1250081","2160640","289567","497013","547013","2374882","7267","7246","0","15230","3485","363701","73","24351","1972","117255","825235","1043898","3170258","1578414","62162","1474155","523426","1806790","1281258","300526","225007","543853","270616","40186","233051","3621494","5778258","2719562","2163697","6745850","4977691","2459442","3626","1096922","104893","87","1430003","233176","1090952","110995","1662847","30851","491870","27132863","27000540","124639","7684","1020800","3661249","1582623","5615","3419112","5447111","5840780","914281","427239","271646","31248","79192","9","120756","0"
"64","Саратовская область","1785121","1748448","29095","7578","6537485","930585","362162","110561","38594","11233","0","52855","122077","1333","0","0","18330","33388","20556","221922","0","221922","192829","106186","204975","335423","1273093","362561","0","0","9156","7135","7394","0","2858","232","682471","232915","656213","133382","750876","9807","377774","556843","1934521","1624090","171071","139360","341941","225669","29635","86637","1720760","2071047","1015663","819691","3756970","2931467","1909785","3456","493205","26612","3","704187","94701","423136","40677","439504","16551","33103","116527","77062","988","38477","489503","917651","625523","832","2102150","3270109","4108263","532384","132051","145438","23035","57433","0","9971","0"
"65","Сахалинская область","1387447","247948","46566","1092933","647551","233723","12734","6908","0","20785","0","80","1232","0","0","0","10374","0","9553","0","0","0","19852","1734","6802","70205","25552","0","0","0","0","453","0","0","0","0","4038","282","28","169","441","0","441","242701","1009557","456342","47790","505426","226368","150213","618","75537","1409697","1049057","403079","584489","1860740","680494","175","27974","194993","164016","195966","768841","51423","341685","57514","219392","12786","39725","105421","104910","491","20","459734","1005346","356926","1197","2282202","2357465","2238322","476704","156690","75711","4711","45460","3","10227","0"
"66","Свердловская область","1681594","1406772","272774","2048","32982202","1314210","199809","396813","0","120335","3256","65242","148020","10594","0","4976","473968","117524","121284","2390","94","2296","1774776","172816","679479","1896478","13491848","3450987","0","151809","341559","58751","5211284","82409","178196","22697","1545165","1044988","2273631","134046","4629701","5143","392908","2962451","3501519","2312568","321010","867941","1216205","593566","49266","573373","6326576","13422141","6148785","6434188","9258739","6481399","4113490","6743","543894","16130","776066","1766081","219063","1731271","212985","2971647","62359","723308","940784","867942","23537","49305","1964415","6822889","2617644","19486","5754051","10912721","8510705","1938054","725675","454542","51462","184040","1110","30387","0"
"67","Смоленская область","316420","265229","41541","9650","3989967","655179","304726","56591","0","18406","0","48488","177551","5133","0","5133","156931","5827","23843","486","0","486","404404","8842","266756","244353","913652","92815","0","0","51","14844","11405","0","13624","1500","366382","76160","132734","120507","154565","23","98300","209768","1287632","1003099","75351","209182","196607","118503","1429","76675","460618","1635673","857748","464371","985374","665979","1293","3654","62204","0","10","272479","46906","137273","15834","202905","16230","16251","61607","25732","25028","10847","214225","354012","292786","1662","1163516","1498902","1600739","272860","60024","66079","5848","21204","214","4816","0"
"68","Тамбовская область","2111929","2059666","51367","896","3432190","787081","62518","32421","255131","39612","0","57079","40751","22271","0","2649","46209","8553","2325","0","0","0","524701","0","16394","87903","335587","20","0","0","184774","0","0","0","19108","0","814713","13919","123336","183","287385","60","131","224188","561279","340165","116427","104687","52678","16378","3268","33032","547778","697245","371410","247842","634971","397220","16","1231","281339","0","0","198789","38962","114821","12452","166046","2022","30416","17303","15699","0","1604","161334","378812","322347","324","1034432","1238518","1347265","167368","41905","49869","5165","20643","0","3120","0"
"69","Тверская область","697257","604655","86031","6571","5861852","573554","207879","76176","69","120341","0","61898","103519","107681","0","51093","278676","107407","138901","8137","0","8137","126937","20936","165521","181846","1627504","6486","0","0","1076","486","4514","49","29881","28165","178639","259362","486824","83698","1004804","10639","157147","225667","1465598","991935","153940","319722","201521","103174","24161","74186","584924","1611578","820837","588395","1086733","690056","8762","3819","77465","12205","74363","209910","100199","347938","158870","344234","14310","28445","71448","64791","74","6583","395896","718457","381219","2079","1609539","2061738","2058169","372968","82747","94681","9641","41629","45","5118","0"
"70","Томская область","739616","529730","208838","1048","3055165","391414","137312","70511","0","119346","0","974","16285","12061","0","11876","160785","1482","43798","61516","0","61516","242765","82800","33285","90682","640902","852","0","0","0","0","512689","0","15359","0","187761","422740","164547","25","41912","16475","0","340085","980492","658675","57780","264037","172646","99409","15545","57692","976727","3542296","1185713","2262692","1537722","1185286","4094","1043","555011","76051","30423","197313","48649","307116","14000","377165","6336","38414","44873","40923","2268","1682","256679","1585147","240252","27923","1457305","3136890","2698619","307646","50449","79131","9510","27593","36","3007","0"
"71","Тульская область","872671","866120","5065","1486","12421039","975779","182119","175550","163","128531","2219","50875","117392","50143","0","42066","52740","118550","31895","245","0","245","1675588","100617","181292","563150","5904348","1145666","867","0","8498","60709","79791","0","133665","119583","482600","295134","492164","419197","133386","7019","1052","645194","977457","388002","252252","337203","251377","162807","23305","65265","1136923","1622895","742033","578326","1066501","448128","933","2473","53231","5925","96","556477","55875","293437","44537","363938","8107","38574","62694","54772","960","6962","342986","2769204","621810","827","1417136","2581951","2395609","545989","188896","114518","11569","42283","408","13621","0"
"72","Тюменская область","1194743","1001387","171129","22227","4409940","368587","56385","84299","0","33724","0","4825","24272","372","0","325","29953","32469","18327","272903","0","272903","692544","99064","191328","270935","618887","154737","0","0","3603","65277","18884","0","23","23","304223","147472","519297","66653","20504","18488","205","693601","1470752","1071127","168899","230726","366591","154860","9237","202494","4132471","2279934","862989","946180","3824784","2946903","29824","3114","2129288","111058","81294","600664","84865","555547","69762","717448","30019","86038","121523","99037","1605","20881","637241","3416814","594384","4632","2162496","3327736","3975266","693720","299934","162386","42164","61887","106","488255","0"
"73","Ульяновская область","420702","398682","18031","3989","3481065","317172","16712","65954","41693","27878","0","27972","41271","2084","0","2084","71686","26371","53818","38424","0","38424","27368","961","136519","244431","484607","12993","0","0","5585","6408","28469","0","91742","67871","435314","137415","227021","719780","150982","3902","132834","309991","658158","443863","92329","121966","224613","142693","22054","59866","541008","1677274","386820","1150379","766612","480175","6962","1149","10","10699","98562","121267","55909","205628","19095","401122","17105","15366","53949","37383","4045","12521","223272","2847608","326217","6368","1248035","2122616","1876681","283200","108766","56459","5990","24052","0","11448","0"
"74","Челябинская область","1396362","1341945","49328","5089","26348897","1587970","136062","230742","0","79352","2","81687","77361","11532","0","8048","55459","87030","42885","98655","98251","403","1257740","90150","366254","1675251","10064921","4196421","360931","0","80472","327099","694446","10","166046","24944","768022","466147","2322256","4074034","765695","557","436714","2376494","1682396","814697","203715","663983","808400","442045","12477","353878","2651427","4381359","2337957","1269780","4458731","3732401","1974488","6042","300388","4","2170","587104","137052","727095","79632","875486","38431","146579","848617","813377","12702","22538","899225","3458320","1197763","2214","3847931","6741021","5542904","1129762","509857","298932","37676","95786","461","28051","0"
"76","Ярославская область","650797","620434","28124","2239","7221678","317466","81695","90598","0","46263","24025","58231","76432","44743","115","21311","66556","185441","45232","501309","0","501309","593133","35204","592917","237650","416568","173","0","0","28","45","694","0","20440","14893","573323","397297","589530","419292","1675794","201508","1337437","325272","1124300","404577","104744","614979","346805","240122","16821","89862","1229166","1821242","1034325","501486","3876043","3236002","2543871","2255","296365","57803","0","527981","54257","451626","90279","668622","11989","63007","3675371","3671353","537","3481","334247","884286","580411","851","1472852","2342785","2210688","480346","183841","134455","10697","67181","0","14877","0"
"77","г.Москва","954452","690176","177808","86468","76752168","9037140","1733181","1643432","8195","1199043","17499","628745","1842413","447489","0","400025","603689","1083231","1283389","836876","0","836876","3961685","3709410","2541378","2675488","7799170","130101","18","0","92476","63448","1025023","49088","85155","8792","8879533","3234931","4660374","1647811","8326314","89344","6917495","12336560","16001876","12374914","1127760","2499202","6417765","2471238","1146131","2800396","76455257","141545524","79322804","51235114","60839927","32653816","8977080","202867","904922","676095","8198344","15720738","3590934","18470119","2434400","92511073","2610494","11719000","113528590","93701250","13875413","5951927","25451121","114336856","37397935","407774","36776723","49727355","53405084","15657706","6319464","7188795","1304893","1971123","51438","4693390","0"
"78","г.Санкт-Петербург","321482","189653","92253","39576","44965954","2252320","319412","232431","1655","1898832","374992","579525","1315430","112344","9","71158","342750","673821","645832","2542338","0","2542338","1255633","2694761","1064320","1567417","4145259","122475","35","0","76089","87373","33581","1564","86477","2385","6631879","2062261","5494227","845630","5078194","3429367","1363764","3388189","5453173","3438018","676293","1338861","1501599","26366","839387","635846","23813988","51860553","22254795","26481344","27812836","15575416","5742666","125853","766423","708891","2700933","8323902","503694","6000249","802911","18116173","250587","8248826","13628948","13107988","94687","426273","6768553","26663774","8509178","65491","8753784","23405399","25492964","6116253","1561280","1347089","171005","614145","33035","682435","0"
"92","г.Севастополь","79176","59855","6110","13211","402727","80347","4089","9679","0","20725","0","1189","2357","1475","0","1472","1437","4423","1588","0","0","0","1894","0","9692","24516","28582","0","0","0","0","43","0","0","0","0","4606","4898","8343","0","150189","150189","0","56466","221827","143989","51345","26493","53508","24583","1129","27796","520327","605133","121228","455657","265208","181106","0","499","0","3863","15","78332","1892","162265","19268","149338","2586","10152","43407","38064","1701","3642","191972","280715","174666","741","1208348","831081","799493","198857","46574","42257","4298","21902","0","10301","0"
"79","Еврейская автономная область","41952","21235","20717","0","117201","13713","4169","3509","0","1329","0","0","3120","798","0","798","5653","3066","126","0","0","0","531","0","4517","67172","5343","0","0","0","0","38","0","0","134","134","0","0","6638","0","596","0","27","4599","169219","43781","5665","119773","5195","2497","0","2698","24509","107669","18189","81617","48449","28994","1144","90","0","0","0","9913","9542","11631","2770","23286","2807","9944","7136","7136","0","0","53731","47158","11414","0","369146","362928","379762","55205","13021","10451","455","4787","0","293","0"
"83","Ненецкий автономный округ","75964","51559","0","24405","46788","30873","20172","54","0","62","0","0","0","0","0","0","126","0","253","0","0","0","894","0","0","10345","7","0","0","0","0","0","0","0","0","0","0","0","48","0","16","16","0","4164","134540","83559","10093","40889","7675","0","0","7675","52248","58792","16551","40401","175782","24729","58","11","0","9917","89111","43746","8279","31248","3041","32299","4366","7811","7905","7891","0","14","21744","41262","28827","0","220815","251485","191123","46369","8965","14076","229","5275","0","310","0"
"86","Ханты-Мансийский автономный округ - Югра","170658","28650","127027","14981","2375881","138845","48248","9475","0","10662","0","2139","2632","20","0","5","116921","198","11434","470087","0","470087","26319","45","18889","16672","262250","1039","0","0","172","2733","0","0","0","0","2873","9285","86475","65035","1686","1186","500","1133414","3142407","2457675","27772","656961","398078","111508","165861","120709","3325291","1514902","519660","622733","7938262","5668522","140773","6812","3033505","168832","1035999","1001668","63241","580073","38884","857604","21799","44255","785853","332135","427361","26357","723542","1285793","1660819","3100","4001889","6390555","5870130","1043315","422963","239881","19133","56084","1545","13255","0"
"87","Чукотский автономный округ","146752","134678","4323","7751","162820","14230","2265","5992","0","283","0","0","0","0","0","0","0","0","0","0","0","0","-37","0","0","3","31","0","0","0","0","0","0","0","0","0","0","0","0","0","875","875","0","147435","921694","712658","12291","196745","5812","1232","2114","2466","281293","228513","121846","104147","324924","18664","0","22","0","72815","82619","139694","11132","62732","6819","32944","7352","1264","14655","13733","922","0","29973","96589","25264","0","609633","423444","310898","78784","13787","15296","54","3462","0","2552","0"
"89","Ямало-Ненецкий автономный округ","157583","78434","11456","67693","764133","79086","49429","40","0","3692","0","312","514","0","0","0","167","22","2059","181259","0","181259","9492","0","1990","92482","66107","62616","0","0","0","0","0","0","0","0","0","33","594","245","46","0","0","326033","2716518","1584577","33286","1098655","64804","1084","13564","50156","2386770","1133091","918975","136337","3555254","2163262","217486","1072","956832","38722","422950","893812","36508","424655","70463","303125","19166","25706","178820","171379","7060","381","445716","1762549","886842","712","2896999","3364086","2307552","520291","192884","228426","3438","110141","17","30012","0"
