"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89"
"44","Костромская область","1275335","831550","438869","4916","8665385","550690","136115","128772","0","120998","0","81094","212332","91571","0","89627","1254454","91486","104490","0","0","0","414334","155575","161173","214557","1396160","12593","0","0","302869","53176","15627","15627","396","181","4500","79712","444462","679772","152143","142366","0","2455882","1433356","602522","355113","475721","360529","248196","9784","102549","1374896","3137631","920028","1885653","1739805","1010610","3317","10883","0","12381","36140","521026","159648","543459","100514","577593","29918","94451","13062515","13055795","109","6611","472325","846105","739784","3204","2434930","3644049","3219406","650460","152117","233076","40534","106225","232","36099","0"
"45","Курганская область","1612940","1420386","163974","28580","19996135","3227676","256501","2278621","0","124772","119","18211","75580","9059","0","2260","222042","78003","28024","9352","0","9352","16062","691885","41487","627261","5404792","62732","0","0","0","3846","11177","0","67741","5180","21056","179467","1855775","1679692","5304264","0","0","381556","879270","792","210763","667715","432800","305793","6970","120037","1714698","5062360","2116372","2549528","1865887","1409849","39056","11597","873443","1759","0","269253","185026","495688","50698","928076","34426","54653","162309","134822","8057","19430","608246","2254942","584196","7545","3721479","5244044","4702553","710186","166987","236501","38556","93974","0","41611","0"
"46","Курская область","4852145","4817270","24423","10452","10838778","3397113","904925","221640","544802","74116","10886","200974","99096","134494","0","131229","87493","422147","103616","900","900","0","250188","677987","1203185","228973","466388","32135","0","0","0","658","56999","0","1418","1418","1054153","1165934","460330","178195","381682","0","7618","240928","6376194","5429368","462937","483889","397694","237730","37878","122086","1995493","4836205","1979457","2544789","2677168","1879619","3282","22222","311406","373","103","549281","247792","603807","83156","640333","41238","90463","76046","59636","658","15752","818487","1975635","934192","6222","3814081","7039332","6179123","836752","200865","327796","60192","113999","32","66528","0"
"47","Ленинградская область","6065584","5193944","675495","196145","48916129","5173913","1257645","243254","776","193962","1591117","807975","225486","29102","0","8287","1082602","3816493","306459","3509309","0","3509309","5985388","134362","2615387","4704638","4989644","188926","0","0","8397","150669","830879","391","35691","19485","810925","1429499","2190616","497595","5374646","1910426","27427","3447011","7119298","4840382","795182","1483733","2473726","1425786","79238","968702","12289848","12418796","4934489","5441450","12817286","4020568","44412","94066","1127756","149549","33129","8563600","50440","2215248","372683","1400126","74086","159488","292227","208305","5251","78671","4169659","6047927","3487710","25322","5128940","12058056","12448297","3049387","1318748","1035385","146685","555363","2577","976517","0"
"48","Липецкая область","11068265","10890999","163694","13572","30263006","4956822","838465","277006","599996","593205","112748","23076","192205","14233","0","14009","64244","728890","78421","0","0","0","679977","196037","702220","799235","16099521","13836165","0","13835296","3814","186713","14436","0","446310","443353","89550","2131567","1563952","218117","392170","0","879","626816","2104354","956695","562365","585295","937574","473493","22922","441159","4222204","4732119","1867518","2341924","2991066","2223896","12590","25554","333802","204","157","557086","209723","642552","57403","1466791","71165","98382","142730","108182","107","34441","989088","2227724","1580930","5326","3702237","6417051","6810826","1126865","393933","389570","65025","162358","793","65086","0"
"49","Магаданская область","919286","67613","118223","733450","428609","137280","20373","15211","0","5923","0","1164","713","0","0","0","510","0","10895","0","0","0","120265","0","5302","12000","24047","120","0","0","0","0","16893","16893","0","0","478","0","52412","346","0","0","0","57274","2888203","2189238","0","698965","234599","191326","-18","43291","1399477","2433566","1399216","769622","2328449","566802","1098","6851","0","41638","260058","1375314","84637","189113","33933","357260","30582","47021","39097","37552","103","1442","276107","1288991","702502","1324","3470396","2655016","3287319","687040","175583","140745","13864","76433","570","13406","0"
"50","Московская область","9219063","7780959","1337411","100693","199625448","32613922","5214281","3554742","9777","9977605","46729","3146293","4501478","603300","5454","485043","2055603","5556702","2297978","1136358","276788","859570","11733419","8216801","10690683","12048200","35107625","1871305","83","55","2048362","1312624","2366947","79089","102506","59439","10409756","6809966","12863465","3651754","13557292","29204","8078784","12600519","21503605","6809427","5023759","9670420","8362357","2472222","445581","5444554","48491643","224721328","69078580","141960826","72071148","36636239","987762","879759","1386990","140410","904604","31959740","2430155","13247609","2895875","20311982","275389","2279437","8735180","2550952","4371121","1813107","23707704","74914354","21645876","238037","29264183","54826600","61420447","13985122","5087251","5684425","787349","3537612","31909","3177523","0"
"51","Мурманская область","6080883","156592","142184","5782107","9886382","653418","9294","34115","0","15712","0","22133","17265","331","0","0","9427","40816","65580","1513","0","1513","162620","2998","29472","135327","6184011","0","0","0","199","0","6056133","0","17404","62","4854","545","25557","67","1320630","1319104","1526","1194106","5312260","3522720","141770","1647770","853528","607378","52455","193695","2553991","3232027","1066734","1756678","7292403","1714260","474","21246","89332","403664","7838","4934148","232493","1133112","226037","621116","61962","151427","246996","227770","627","18599","1572258","2764464","1206772","13232","10640148","8227682","9057121","1550505","639546","402896","58344","177833","247","62528","0"
"52","Нижегородская область","4601436","4097650","475124","28662","82678693","4554499","795997","950547","99809","300655","70105","562106","975918","143806","523","39703","1188664","1758855","305624","1447858","0","1447858","9430526","1594100","3384824","2807794","19813421","1205382","0","0","6891483","37167","51016","142","563287","14366","7750636","1540613","3232835","10660547","7561879","2231866","2593210","3593428","7553453","4022040","1213660","2317753","2330232","1128764","347753","853715","15575496","45493214","16004193","22920042","34126357","28290304","13475962","84748","4003687","1309993","4451","3789405","732204","3094255","472874","7124026","172123","3323378","1261148","1019080","27076","214992","5281574","30741818","5481196","47321","12833982","23285442","20332355","5072330","2160083","1519631","289393","544245","1207","230021","0"
"53","Новгородская область","1267580","974517","259520","33543","11552578","1183306","525647","152507","0","60473","0","33697","73141","3498","0","0","1217116","385326","364027","0","0","0","3019153","2403","226100","1595735","689903","181","0","181","0","1661","208267","0","2264","0","234117","474585","729056","158309","155948","233","150257","946685","1587210","827550","263255","496405","517449","428957","1663","86829","1461001","3784515","1851501","1681169","1915522","1396925","802","15644","650713","1736","0","360799","156062","595597","184198","359738","49409","61018","161081","142510","0","18571","897335","1412190","566777","3899","2419528","3117412","3568154","778448","132132","205267","44529","84102","142","73627","0"
"54","Новосибирская область","5773589","5129435","610289","33865","42132990","6085682","1525111","601441","126","576175","448","232131","610245","54670","8428","19670","474825","512970","524968","237398","0","237038","2856581","1797149","1441208","4031860","7610446","17366","0","0","614599","493144","896670","61491","164876","122153","3411192","2194966","1772583","139319","5386534","20137","3829239","2181640","6118452","3555091","166219","2397142","1484753","933881","113744","437128","11166154","29501521","14961459","11212418","42966303","28926751","21022332","73396","230538","31148","4777218","6130744","3100442","3380684","388366","9000110","131707","2192246","8322071","6982617","116819","1222635","6060143","18383607","7392409","55475","10424889","25558727","22250771","4848756","1584751","1483056","255960","773026","473","240365","0"
"55","Омская область","4077750","3897010","158425","22315","21589712","2855654","774885","569443","0","246968","13524","57414","171568","40625","103","23972","94726","189502","131359","2390677","0","2390677","1890334","16467","1604873","590487","2716614","13332","0","0","397377","48745","45","0","70611","8483","1830734","153678","712443","24385","2786569","51889","2726301","3071111","3737740","2167136","435368","1135236","1058285","267361","532109","258815","5449772","10367726","3917798","5367977","13571719","10792457","163560","31185","4158257","369844","62797","1937788","408833","1822171","189871","1971490","65324","150567","166858","145340","5054","16464","2649586","7661470","1661024","19734","6299633","13246604","12259915","2191387","912475","640248","119639","268482","198","179314","0"
"56","Оренбургская область","3747050","3648244","84865","13941","21725052","1574568","483409","380144","311","117312","0","41203","80655","15583","0","14923","58025","16104","42521","1251019","0","1251019","721682","1310","220603","1317472","13961657","3678334","0","0","833345","14776","909138","0","10997","0","26668","249462","688582","407710","323903","845","901","609013","4534533","3143412","874671","516450","1076930","547202","31574","498154","4004365","7681777","1862017","4951175","6672331","4339500","310284","40339","1199666","817","0","1940192","391822","1194298","100597","865499","76067","263890","476314","423648","7781","44885","1664386","2718013","1938868","22007","6515639","11597482","10509294","1563416","507628","554761","81005","243008","489","552419","0"
"57","Орловская область","4473838","4466679","3267","3892","8165914","1397266","172558","39264","325436","57527","0","49514","190689","13726","0","12582","36385","45652","17276","1318","0","1318","38733","103312","271541","1267532","1424543","49098","0","0","436","10067","104662","43660","277964","250473","698620","298908","1457512","507354","5201","0","0","283305","1410218","639737","272781","497701","419048","218862","6887","193299","1426950","4138656","1856989","1926884","1740651","998428","840","16469","196710","241","0","561035","180947","416683","48749","398979","37982","49355","101866","84113","250","17503","562399","776438","532941","2356","2753047","4709081","4050283","568387","118715","244205","43613","104332","111","51079","0"
"58","Пензенская область","4711036","4632970","67860","10206","16491998","2342564","77156","291680","354302","800197","1890","47761","140752","81747","0","36627","359387","871615","112290","53","0","53","235456","202731","156716","633358","2798955","48","0","0","0","5704","16275","0","306473","52009","3289270","288535","1498862","262316","81323","0","15","2286220","2023375","1294781","444577","284017","628650","313071","42713","272866","3364124","8310741","2651635","5111996","2659744","1851213","2933","37504","235398","141","91","541154","267145","615689","78926","807514","43605","58080","186206","156864","8247","21095","1344514","2566270","6487831","7177","4086500","6601592","6633142","1088184","334034","416802","66945","201610","519","76383","0"
"59","Пермский край","3252530","2505486","737967","9077","67166999","2578001","489767","1081439","2176","219449","4020","337692","429875","78034","6","73052","1122309","1887772","1196802","1904971","381503","1523467","15233851","396894","1198089","2046076","12753519","1130650","0","0","50241","193579","1604988","0","326911","197503","2564974","2055705","7787613","120991","8588886","69594","8120691","4661476","6126209","4527688","845806","752715","1794527","671995","520276","602256","10478264","18159616","6537234","9644467","9757147","7201827","145968","64466","2198080","320067","706","1734141","500406","2656194","289442","5923379","81826","3158453","717457","505405","80152","131900","3198211","9112926","3225262","30671","9280392","15829139","15282056","2439392","765932","1052593","229147","401718","866","249987","0"
"60","Псковская область","2167906","1911659","230912","25335","7302340","2014889","1390443","184144","0","24019","0","47943","242468","176867","0","167694","345371","22190","86924","0","0","0","63393","9439","365273","201489","326187","1766","0","0","13488","0","568","0","13813","116","70492","1730525","605606","17395","74864","1510","164","877006","1453147","725028","133139","594980","607685","257407","2785","347493","1053541","2805393","761041","1782151","1978094","1258117","2457","14993","425296","8178","122","534401","177276","547369","136137","363254","25084","83649","78321","69833","875","7613","539828","673704","450506","3327","2542035","2941874","3765760","657545","121061","218327","35233","94668","0","32614","0"
"61","Ростовская область","10739479","10430978","94900","213601","50641942","4880722","524874","636353","42","278720","260753","938615","1642454","237217","206","224639","342348","702063","246558","750317","0","748324","1882635","113706","2392683","2578306","12443397","260643","0","0","2188727","193502","1028498","1012","345724","318656","2140416","1579102","6201383","657318","7631783","319097","5185026","2741446","9749591","6697320","1655444","1396828","3566311","2585295","147715","833301","12709083","31899604","14384755","14001173","31827617","23426073","16936265","113775","523078","540179","705666","6249121","906578","3613171","528082","3613876","237989","582666","2209797","2052807","48828","108162","5026637","10959366","6683039","43067","14453996","23017933","22554542","3978682","1192111","1562488","317608","733298","1568","374349","0"
"62","Рязанская область","3877993","3684701","166030","27262","19044795","1925468","116475","422100","18336","135038","30","336626","279112","277969","0","4994","486247","57174","180981","1253583","0","1253583","570497","435469","1163662","2274734","2903596","3581","0","0","8408","197661","293007","237461","400929","258423","2289239","334171","1515909","826422","142703","179","2332","1656165","2977201","1823649","609358","544195","589167","288107","49919","251141","5350272","7825230","3168413","3862697","3502319","2181975","58924","35499","873381","162263","1737","904218","252126","776759","154427","2050258","37169","1112092","408596","341789","9338","57469","1499502","1990533","1106113","5471","4228705","7335934","6466468","1307515","259925","410236","79548","188338","11244","72418","0"
"63","Самарская область","4050441","3783980","208614","57847","60019870","5750927","745982","500480","193","1001087","12121","253762","126093","39752","0","31369","167912","328888","119453","3991862","0","3991862","7643862","1108509","1970547","2375774","8377397","28809","28685","0","73455","13299","1327941","294","108061","9443","454189","3103812","3566322","11960995","5745711","189482","5374975","1920895","6639873","4615497","1148946","875431","2035705","1047070","98254","890381","14217895","25447899","10891294","10778205","31404223","24755515","13882097","64233","4594454","452501","411","5279406","916390","3874054","445888","6127004","117517","1528740","65233691","64697243","458647","77801","4741802","13718633","6363996","46934","10974744","18817126","19377869","3375356","1729483","1462073","226480","573474","439","265878","0"
"64","Саратовская область","5790694","5661438","101940","27316","24472108","3576542","1420192","421179","107642","42052","50","181914","348896","6991","0","1535","82946","144222","88603","661537","0","661537","768997","365117","865959","1369184","4510981","1362594","0","0","37708","27064","725","0","10371","753","2445447","821123","2601804","498575","2970346","37314","1481556","2120822","7126314","5846441","805829","474043","1214348","829464","52776","332108","5972844","10403481","4020834","5269519","17814779","14528154","10033958","54439","2028211","93372","0","2750908","442345","1603420","165761","1731075","64962","117260","479344","294741","5664","178939","2350697","3732842","2285477","16553","6913457","13579675","12648002","1855619","492033","782661","157659","359917","206","168943","0"
"65","Сахалинская область","5843518","949469","207925","4686124","2247066","1009811","51403","87092","0","95792","0","2576","10650","180","0","0","51720","222","41524","67","0","67","76892","0","31068","193571","103022","0","0","0","0","4051","0","0","0","0","12891","852","569","648","2290","1725","565","612721","3767255","1701505","210278","1855472","848962","599466","2999","246497","6446936","4461613","1751264","2348646","7717711","3080056","1741","122912","968115","650385","873631","2883209","230430","1195515","210468","745299","127800","123698","2399195","2392144","3034","4017","1656852","3809918","1313449","10909","8162731","9609437","8961277","1806259","495970","339722","40541","212901","104","63805","0"
"66","Свердловская область","6240907","5070906","1160533","9468","128081404","4914861","806499","1492142","136","437500","4370","276954","596547","48165","0","21145","1953145","400961","497347","7740","404","7297","6870809","579514","2630992","7300948","54858289","11519458","0","629050","8434435","278678","17828469","290170","844055","100010","5699208","3982506","8505066","498115","17160488","19992","1462632","10857879","13021217","8941378","1211798","2868041","4557310","1987695","311478","2258137","24427939","57511457","25608079","28284411","47340845","33824307","22727195","122601","2579433","12524","3074843","9413898","1015273","6204586","779596","11132534","245877","2637202","4234577","3883064","104840","246673","8463208","25021542","9710643","96615","18641498","40030217","32267230","6975390","2516284","2322422","365940","1089028","3384","310549","0"
"67","Смоленская область","1146828","950844","157047","38937","16014528","2394748","1121660","212892","0","62328","103","192374","665568","22652","0","22280","673867","23395","85780","838","0","838","1712945","33653","1280657","953306","3857938","346471","0","0","143","55691","42042","0","52874","6197","1375240","548452","472808","497078","275947","86","1","884851","4688377","3671294","281046","736037","701720","416936","10879","273905","2364766","7096190","3289983","2634385","3906349","2994956","11007","22896","296495","29","101","694611","216652","578546","68338","692413","93624","56541","219900","71064","93821","55015","863472","1318452","1067112","7317","3192517","5101303","5551986","914439","219828","332959","49304","140094","932","54950","0"
"68","Тамбовская область","7691291","7487786","195453","8052","12281903","2494644","234636","105698","742638","135930","0","225785","171983","94958","0","10503","187440","31953","14090","0","0","0","1780614","0","69247","330993","990986","419","0","0","511447","0","0","0","63806","103","3150275","211231","507548","914","1054518","344","387","828794","1934550","1209196","363972","361382","279379","136164","16120","127095","1878628","4056671","1440257","2215486","2871454","1971868","1263","22391","1187296","7","0","712820","186759","460188","38954","589498","9417","93436","79722","62111","1108","16503","724253","1569147","1038976","6849","3265267","4648061","4953662","651272","188682","273079","42238","127193","7274","57110","0"
"69","Тверская область","2653838","2320878","306462","26498","21681860","2138726","787228","278504","310","471463","103","242070","428240","339968","0","186326","1193591","381662","518740","26190","0","26190","474764","77186","616327","712177","5735544","28992","0","0","6381","11466","27482","113","95263","91225","531282","761829","2033057","384695","3776782","38682","564288","837464","5435853","3685831","538010","1212012","790305","400224","82791","307290","2762971","7976971","3663308","3432293","4607144","3107698","49380","55932","363324","68233","310196","688418","432599","1279222","533166","1334985","59327","98404","276812","231204","1934","43674","1751394","2605836","1573218","14417","5071927","7791095","7867610","1457936","316870","496190","76962","245637","419","74353","0"
"70","Томская область","2493114","2003323","480130","9661","11678291","1509117","512763","303325","0","464691","0","8633","72866","55032","0","54076","1002463","5254","186994","235380","0","235380","1014224","322794","125711","388845","2316891","5308","0","0","12","0","1823200","0","56755","0","303345","1643573","646626","-58","130047","58066","167","1245863","3548837","2410403","205387","933047","662175","388539","57373","216263","3528957","14484520","4534521","9482638","6331414","4964348","16483","25087","2447576","366868","78042","683347","238809","1150478","65363","1523016","24810","137786","235493","211975","5830","17688","1238423","6002972","851716","79000","4678281","11973148","8131764","1178247","170490","459037","70691","198521","5022","60168","0"
"71","Тульская область","3213792","3181044","25618","7130","45558792","3769731","705547","643946","650","454488","10129","191375","372447","207143","0","171509","232858","447013","120503","110","17","93","6462962","330123","766640","2181992","21389626","4830748","711","0","42773","313778","317884","0","442431","418462","2449926","1028114","1418111","1738868","531578","1761","4193","1455055","3593935","1365317","1009017","1219601","922513","584392","100881","237240","4803465","8631540","3551677","3673617","4520615","2140485","4470","51001","242448","18865","253","2122555","238457","1102915","163641","1476265","30985","130604","303301","252430","3771","47100","1611478","9880306","2462735","9926","4897293","10391822","9310589","2247136","875366","625331","106746","278732","6880","106609","0"
"72","Тюменская область","4460501","3828726","533048","98727","18255024","1330416","225566","281652","0","144678","0","28431","83343","2428","0","1643","276670","116059","81224","999794","0","999794","3239146","319572","621962","1141271","2727878","618696","0","0","13831","250365","71274","0","335","335","1407400","557388","2097876","281141","88441","80041","899","2709906","4833446","3589964","458756","784727","1345547","535422","33348","776777","16442486","10666012","3654649","5174065","17200616","13246928","120164","44863","9661916","409721","339018","2815368","389581","2221884","262571","2591778","115768","251046","476724","353911","6796","116017","2880580","12557574","2530504","39793","6801100","12632640","14046008","2413713","1091695","769222","195275","343139","262","2025319","0"
"73","Ульяновская область","1522341","1393739","116439","12163","12622476","1192461","74767","249384","150446","105276","0","123365","175585","9000","0","7903","299204","103950","207029","119371","0","119371","94382","4095","502151","863971","1970405","52449","0","0","19928","24994","109822","0","364378","257437","1046754","571817","802256","2894199","480070","64039","359652","1057135","2451208","1582408","419062","449738","821067","499765","80100","241202","2149291","7432250","1608079","5217360","3535282","2144248","25216","25159","105","29623","562700","539696","259015","846305","76304","1597962","62670","53568","213285","131941","12443","68901","1103298","9136318","1112753","22911","4072475","7712419","7123506","1029106","398735","341568","56713","161430","12","68264","0"
"74","Челябинская область","5211384","4997696","187055","26633","104248061","6085575","548149","893129","0","286793","96","320792","292458","117667","0","102592","286789","311107","179099","389150","387497","1654","5193119","299313","1420218","6651986","40295154","16473255","1483252","0","2273159","1343788","2349348","6","668503","74301","2995723","1744301","9385183","15557199","2982969","2723","1547364","9453370","6298867","3296858","693067","2308942","2910863","1526738","60344","1323781","11652787","20691123","9240683","8161592","21565362","18687590","11277349","75257","1220048","435","8770","2247722","620845","2912159","322100","3492079","150262","594001","3046562","2832581","52067","161914","4133520","13723745","4756927","23600","11736526","24229448","20717736","3827295","1608642","1658423","212397","573451","2778","269537","0"
"76","Ярославская область","2478102","2341276","128687","8139","26581520","1222151","336537","353904","0","156940","89172","249003","320209","246236","482","94919","283102","661137","186485","1349745","0","1349745","2059974","137109","2607070","906189","1617822","6261","0","0","516","362","3026","0","85139","64253","895781","1485147","2404936","1820214","6665453","800141","5352514","1217645","3887758","1396371","371686","2119701","1279177","835059","68516","375602","4476839","8110930","4103202","2862415","20620865","18994524","16003223","24791","1187970","189302","145","1179548","257346","1723960","385827","2291069","46036","312155","16158591","16125573","849","32169","1489235","4085481","2265351","8113","4426104","8429223","8036153","1874048","774677","667126","79599","331906","0","83904","0"
"77","г.Москва","2841734","2288259","256393","297082","279871758","34098838","6650657","6922151","30287","4987505","69913","2507170","6468395","1842959","0","1644211","2435186","4264644","5061319","4568180","0","4568180","14827364","12578772","9447530","9911686","27889132","763504","72","0","282977","168506","3989286","144438","342681","47654","27960671","11834885","16844312","3673763","34669940","254936","28975196","43929594","62818024","50024346","3535945","9257733","22662306","9399398","3363813","9899095","265025230","564354258","302145938","218811920","253036814","138988410","50982272","1422943","5212424","2825345","27367192","72605238","11250629","68596869","8972236","325361383","10619076","43538624","410541209","335335486","45949059","29256664","96215059","451986734","116833180","1794663","103695340","179327221","173403571","55208822","22140240","28158252","5701467","8623241","188097","17494485","0"
"78","г.Санкт-Петербург","1206513","683301","374466","148746","165906321","8611876","1112793","764132","5960","6813611","1504680","1829791","4435014","436441","95","261774","1501618","2450052","2623574","9955133","0","9954972","4481021","8871780","4319358","5625897","17254180","676006","294","0","324062","357350","96769","5343","590026","268291","21501851","7305144","21087810","2774034","20613393","13972279","5547948","11910063","19196836","11132776","2847840","5216220","6044989","88327","3334373","2622289","88223489","212424720","88334128","112260147","116292282","68500104","31298081","680512","3512534","2871770","9266422","32025382","3628604","21055057","3023043","70092593","906644","31634418","61732759","59462050","371428","1899281","27920530","107459989","31213943","344112","25249081","86200045","71347833","19779641","5822090","6163174","927793","2903800","102078","2676174","0"
"92","г.Севастополь","264439","193418","2953","68068","1532504","206837","17472","24204","12","72989","0","6773","19949","5697","0","5530","10923","9155","13034","0","0","0","8185","0","39831","116757","103591","0","0","0","0","248","0","0","107","0","9131","20790","24981","54","601645","601645","0","262182","715188","453461","165822","95905","201600","91194","4939","105467","2454458","3176287","598237","2393472","1134950","740683","299","5258","0","24978","58","362451","6780","655829","85030","513292","7639","38121","85782","60962","6081","18739","904711","1049736","585966","4195","3251341","2839116","2642597","698015","179386","230583","43961","131286","0","42803","0"
"79","Еврейская автономная область","132759","67290","65469","0","519376","42298","15642","3546","0","4216","0","2","11140","4586","0","4562","35874","9521","853","0","0","0","3665","0","14946","332202","17662","0","0","0","0","275","0","0","1045","1045","113","38","24741","0","2241","0","0","15278","569573","155986","23786","389802","33082","12450","0","20632","160927","534638","75341","422425","264412","174087","5196","2467","0","0","0","46940","43385","59418","9979","81604","11555","31534","22520","21774","251","495","183353","170626","47959","812","1129219","1240483","1426482","193132","50384","51259","5778","27686","0","8917","0"
"83","Ненецкий автономный округ","332879","189212","155","143512","179951","111760","71455","50","0","358","0","143","702","0","0","0","1581","0","2453","0","0","0","5331","0","1406","41120","1152","0","0","0","0","0","0","0","103","0","115","0","163","0","258","150","0","13409","519460","320049","33059","166352","46795","0","12828","33967","230599","334161","88221","229034","765645","120858","234","1743","0","29126","379561","198773","37327","139938","13446","141015","17410","30199","38369","37794","0","575","107896","243685","89865","283","805402","1022157","755125","152775","5329","63906","4029","30740","0","786","0"
"86","Ханты-Мансийский автономный округ - Югра","728508","125214","544030","59264","9587725","564490","165625","30164","0","42969","47","11862","20747","820","0","406","539535","843","54897","1952142","0","1952142","100049","128","52792","151312","1160400","2297","0","0","850","11849","13","13","0","0","17757","46295","313422","260678","8579","4905","952","4287961","11679975","9299045","101580","2279350","1631778","455312","615070","561396","14337637","7572881","2082463","3764162","34493498","26053726","628057","75548","15729176","569013","4259834","3296897","314028","2390108","168377","2677683","99581","181232","2580462","802881","1666897","110684","3005121","5220518","6161767","51248","14200054","24794933","23722101","3562687","1121634","1194398","157224","359799","7526","101988","0"
"87","Чукотский автономный округ","530222","472272","25388","32562","425769","90260","11235","22661","0","1253","0","7","791","49","0","0","54","0","408","0","0","0","106","0","291","77","580","0","0","0","0","0","0","0","0","0","0","0","0","0","2072","2072","0","329821","3519054","2722923","45145","750986","17979","4602","8098","5279","1078976","1004308","551180","437240","1265982","105225","0","3643","0","214693","315121","568357","62586","257097","24303","90935","25004","6658","49500","45338","4122","40","84396","402147","100649","159","2118866","1571978","1255055","269944","19410","51815","2490","18939","0","3248","0"
"89","Ямало-Ненецкий автономный округ","605623","301590","50611","253422","2963431","271831","133258","720","0","14070","0","2966","7159","616","0","566","2031","103","9750","836342","0","836342","32728","103","7158","400718","235271","215931","0","0","0","0","0","0","0","0","1032","144","675","1003","103","0","0","1139628","10419754","6724589","136260","3558905","218677","3843","47693","167141","8289959","8868488","7432948","1019960","15110203","9975802","976364","35502","5077585","191513","1578541","3195546","168801","1553869","232543","1027369","82123","98702","838899","804233","27233","7433","1862223","6396969","3528010","10329","11205814","12493044","9475067","1846181","506014","718379","42736","199103","474","143177","0"
