GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
Псковская область;72659796;72003060;7758;14294651;14294955;142949549;963;2234;2144;23587;10;17;43546499;43387278;216936381;7518;11966;1715431;1283918;7703505;165;0;0;1600;0;0;0;0;0;77961;77792;388960;77;11005230;10977995;67620768;3329;1701049;1721157;1405;39622;48445;13;2006077;1967265;2158;108185;142493;624;0;0;0;-18758;99;9;6246;3234;5;0;0;0;65477691;65064640;7426;49766519;49402044;7353;2831830;2831392;438;662274;658012;338;1803035;1780815;1273;75894;73170;74;10245153;10224789;3108;94140;94767;116;0;0;0;68;59;1;1146557;1115365;411;9804862;9616391;7642;0;0;0;3532183;3525066;697;277549;277549;10;19734949;2510;7685761;1537152;1110588;222119;245184;1069849;2250;450;853;171;0;279;2;2;676285;135257;337819;67564;6690;61003;0;0;0;0;8362046;1672409;1448407;289683;251874;1130852;369649;73930;86717;17342;1077;55511;5904;0;0;0;5904;1;1;173351;543000;0;0;0;0;19734949;1109170
г.Санкт-Петербург;7282326187;7258193302;269822;291853081;291347233;2913472997;19060;15106;15703;172732;84;60420;5169913069;5151916402;25769775730;262972;1089;20730117;20410896;122569365;3240;7905;7271;52670;23;38170;38184;636486;10;3005944;2917006;14585028;547;1423837684;1422683156;8641300638;154775;352297446;348665651;70827;3156392;3159510;232;372863777;368788480;93752;17098637;16786445;9800;75176;74951;88;12199;12128;130;456226;272006;266;-4125;-1494;24;6692374358;6670642234;263694;4722401320;4702884376;261324;261809003;261491457;21266;17476225;17539365;5264;436576632;433197283;65422;2966033;2877233;517;1237243169;1238891557;148120;13978533;13868139;3845;3760;3760;14;100923;49949;26;450224978;449006467;3054;974470333;969532100;269846;0;0;0;816362203;813345190;3300;259579463;259538731;318;9814637408;82208;929053456;185810689;338203471;67640692;21107965;97062032;335733;67147;242567;48513;700;17934;34;27;7342626173;1468525236;6487305900;1297461178;17648357;153415701;0;0;0;0;8271679629;1654335925;6825509371;1365101870;38756322;250477733;446051460;89210291;30004871;6000975;2003891;81205425;369953;997500;199500;36060;134393;196;93;621475158;1067526618;376496;22195;120;71;9814637408;448731557
Ненецкий автономный округ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Дагестан;64501101;63669689;7934;4647000;4499802;44998025;819;57064;57121;628336;20;-4288;49465411;48930724;244653614;7458;-1151;273823;272439;1634637;133;30910;29136;196779;19;405;405;2026;3;39380;37478;187390;41;7847252;7756260;47407370;2323;1975722;1917502;1346;75;75;1;2188241;2113952;1851;64743;64309;121;0;0;0;0;0;0;430;414;2;0;0;0;54350583;53815276;7427;44146522;43817632;7317;857712;870504;269;220016;219612;67;2484013;2413152;1500;34852;32949;39;6588173;6442161;1886;27151;27140;35;0;0;0;0;0;0;46577;49246;29;11233247;10929626;7762;0;0;0;1048229;1027275;86;2544;2544;3;10258180;2657;15418449;3083693;4376223;875246;154620;2053827;251699;50340;680943;136189;54;-85903;20;10;3464456;692890;5073;1014;306;691570;0;0;0;0;18882905;3776583;4381296;876260;154926;2745397;1962712;392543;396552;79310;64553;248680;34245;17638;3528;1397;29320;37;15;34363;1997075;24749;0;6;2;10258180;49247
Республика Ингушетия;11750796;11297971;1504;595560;596622;5966217;79;52;52;569;6;143;9397888;9022302;45111508;1428;0;233449;232294;1393761;32;337;337;1695;1;1001;1001;2153;4;2044;2044;10218;3;1143334;1073596;6409247;239;364609;358191;190;0;0;0;378243;370903;241;3520;3520;19;0;0;0;3003;3003;4;0;0;0;0;0;0;10505974;10039236;1433;9253948;8810899;1422;70727;70371;19;547;547;1;474979;456507;207;1535;2044;3;700680;695311;196;3558;3558;3;0;0;0;0;0;0;9003;8990;4;1331028;1315210;1460;0;0;0;99238;61828;6;4087;4087;4;62802;547;351458;70292;70058;14012;1193;55087;74728;14946;6525;1305;0;13641;11;4;0;0;0;0;0;0;0;0;0;0;351458;70292;70058;14012;1193;55087;163094;32619;13409;2682;0;29937;28077;0;0;0;28077;4;1;0;163094;0;0;0;0;62802;8990
Кабардино-Балкарская Республика;35198361;35016549;3907;3267270;3278019;32772846;965;52354;52354;575892;29;32;25586240;25439479;136486411;3292;0;79893;66696;400174;104;1315;1315;3923;3;0;0;0;0;47704;47693;238465;25;4859646;4843020;30435530;1237;1178507;1164723;648;302;302;2;1305068;1289103;880;7186;7186;118;0;0;0;-316;-316;6;94;0;0;2;2;1;31667593;31734304;3638;25174910;25242786;3602;1058054;1061413;152;75081;75081;23;1381453;1371834;650;47654;47643;24;3928037;3933142;1013;3540;3540;12;-1;0;0;0;0;0;7391;7355;11;4937387;4692532;3836;0;0;0;1345146;1344241;72;13274;13274;2;1878487;1336;7885184;1577039;1116877;223376;16383;1337280;18171;3634;17791;3558;0;76;6;4;724996;145000;9343;1869;7745;135386;0;0;0;0;8610180;1722039;1126220;225245;24128;1472666;4532109;906422;1244934;248987;28696;628739;31565;29618;5924;0;25641;5;2;102281;4634390;39980;4387;7;5;1878487;7408
Карачаево-Черкесская Республика;28456637;28457283;2404;1782534;1780989;17809895;320;3196;3655;40205;8;36262;20826483;20869571;104343664;2223;0;135715;134370;806222;65;-217;0;1360;0;0;0;458;0;84055;84010;420048;16;4570256;4550214;27958972;764;953635;926530;369;0;0;0;1018007;993686;564;4952;4903;64;0;0;0;137;137;8;235;235;2;0;0;0;25010888;25533607;2204;19910098;20447317;2182;274544;273829;47;86699;86580;29;842768;850874;384;84056;84010;16;3815714;3793437;656;3048;3031;10;0;0;0;0;0;0;869;869;6;3890383;3348706;2406;0;0;0;440455;420902;13;29813;29813;8;2776285;801;1330551;266110;240437;48086;11868;206156;25107;5021;3747;749;0;4272;15;4;1163061;232613;1011307;202261;809288;-778936;0;0;0;0;2493612;498723;1251744;250347;821156;-572780;398020;79605;211847;42369;26067;11169;0;0;0;0;0;0;0;27027;425047;66495;0;1;1;2776285;869
Республика Северная Осетия - Алания;27447134;27046527;3227;2440774;2443529;24430931;504;10603;10387;114252;13;74;18715056;18377122;91901817;2847;0;428442;463210;2779258;158;-1002;45;6600;1;0;0;0;0;35787;27761;138804;34;4720284;4641806;29562074;1085;1016017;991457;581;-7856;635;2;1096110;1082640;777;14367;14359;152;0;0;0;1346;1429;6;3343;2127;3;4;0;0;24374183;24075889;2945;19082228;18877296;2912;436584;432007;105;54015;52997;40;1166175;1147516;578;25992;24472;32;3605756;3536431;951;6620;6740;22;0;0;1;0;0;0;87251;99104;46;4187895;4067831;3313;0;0;0;1152248;1141545;105;226688;226688;7;4749539;1100;5601145;1120229;1922014;384404;192067;543758;77781;15556;718;144;0;15412;11;5;1198524;239704;77511;15502;6380;217822;0;0;0;0;6799669;1359933;1999525;399906;198447;761580;2998098;599620;37052;7410;3180;589030;2593;8000;1600;1911;-918;9;4;14339;3012437;74651;6932;19;9;4749539;96591
Чеченская Республика;73094481;64249945;4353;3297792;3295826;32958259;479;79981;79981;879787;6;31189;61053316;52549953;262745483;4055;0;1078704;1069580;6417479;111;0;0;10137;0;0;0;0;0;2992;2992;14959;8;6013797;5807373;34685336;816;1326837;1261075;528;1433;1433;1;1533975;1443506;723;32042;32042;64;0;0;0;723;723;2;8399;1732;2;1;1;1;70295159;61965192;4155;63405655;55291645;4128;233623;237523;71;127364;127515;30;1671225;1672154;517;2992;2992;8;4894845;4666704;658;14196;14196;21;0;0;0;0;0;0;13218;15953;4;3058708;2967730;4233;0;0;0;218848;648174;18;0;0;0;1678172;1676;11573402;2314678;7992450;1598492;297596;418590;914251;182850;3633310;726662;224874;-768686;31;11;18495;3699;0;0;0;3699;0;0;0;0;11591897;2318377;7992450;1598492;297596;422289;283661;56732;36167;7233;11174;38325;34137;36167;7233;11174;15730;23;15;0;283661;372022;15953;7;3;1678172;15953
Ставропольский край;378199293;377412796;24998;43665839;43385697;433857616;4863;27903;27924;307119;29;6398;240490011;240204207;1201065092;23423;0;1088327;1085148;6510891;433;105;105;7369;5;6;6;38;1;493031;492612;2463059;324;75778021;75622093;499624522;12579;15659464;15597482;5570;59140;56365;18;16650098;16589443;8271;278751;275365;947;3;3;1;20135;20019;90;13336;1381;10;-2;0;0;334379754;333866209;23712;239867998;239529252;23487;8225494;8207191;840;1744117;1744498;345;18444147;18395694;5146;489210;488598;313;65538781;65355913;11675;163006;162265;236;70;70;1;4992;0;0;548213;548237;73;54372359;54077590;25130;0;0;0;10710401;10707395;512;3443720;3445616;72;130413360;7581;57825468;11565095;8461514;1692305;1202828;8669962;632970;126594;493113;98623;233;27738;65;24;16975675;3395135;4466008;893202;5346;2496587;0;0;0;0;74801143;14960230;12927522;2585507;1208174;11166549;12073671;2414735;345917;69183;14368;2331184;370359;83746;16749;13924;339686;34;15;1765067;13838738;667348;59076;11;6;130413360;537009
Республика Адыгея (Адыгея);36241616;36251870;3217;3791696;3790895;37908953;449;39327;38597;424564;17;486;25178286;25195768;125978632;3028;0;637176;644431;3866588;132;0;0;0;0;0;0;0;0;60155;60038;300191;55;5526837;5518136;35789509;1650;873641;873868;726;0;0;0;1007654;1003517;1061;25078;23177;196;0;0;0;749;749;15;472;0;0;0;0;1;29949421;30075438;3039;22798062;22933492;2996;784048;783252;150;20944;21832;35;887616;892454;662;58899;58899;45;5390606;5378166;1546;9246;7344;28;0;0;0;0;0;0;107052;107052;28;7198766;7087008;3260;0;0;0;975147;981000;94;56654;56654;5;2334055;1045;6879552;1375910;187919;37583;50758;1287569;1162;232;1162;232;0;0;1;1;558765;111753;12739;2548;10172;99033;0;0;0;0;7438317;1487663;200658;40131;60930;1386602;526461;105292;0;0;0;105292;234;0;0;0;234;1;1;147;526608;5430;0;1;1;2334055;107041
Республика Калмыкия;7297184;7255743;942;819515;807799;8077986;196;42741;40070;437167;22;2;5382820;5358873;26794405;829;0;15669;16696;100175;51;0;0;0;0;0;0;0;0;9771;9771;48855;8;789090;786441;5013391;304;230308;228825;173;0;0;0;237577;236092;245;15757;13905;164;0;0;0;553;553;4;216;158;1;0;0;0;4552969;4553007;810;3665088;3664806;801;907;907;4;11677;11677;8;243943;244289;151;9771;9771;8;621424;621384;278;173;173;12;0;0;0;0;0;0;6169;6169;5;2989715;2946446;1088;0;0;0;189826;189954;11;37037;37037;5;127002;372;1339224;267846;226313;45262;306;222278;5440;1088;5440;1088;0;0;3;1;144881;28976;2591;518;0;28458;0;0;0;0;1484105;296822;228904;45780;306;250736;30268;6054;1981;396;396;5262;0;0;0;0;0;0;0;18174;48442;0;0;0;0;127002;3356
Краснодарский край;1613769230;1612546824;78373;249910235;249644912;2496448902;12125;74421;77368;851052;99;52883;974860442;974430442;4872221684;73692;112;23024607;22982571;137896712;1554;1570;1633;18849;9;-3101;0;0;1;1397393;1360840;6804198;866;285597722;285369147;1885707892;44653;72405864;72232269;21395;206395;210597;63;78844765;78619941;29531;1354826;1351073;2256;31467;31474;15;10945;10505;161;1116937;974498;53;1376;834;11;1467266411;1468048234;74979;1061328935;1062581015;74102;61536453;61396012;3758;7181328;7206072;1124;80628058;80487956;19814;1369203;1330060;822;254139523;254082928;42023;1061580;962047;672;818;874;6;1254;1245;5;20433149;20413876;834;220288955;218202814;77531;0;0;0;91481538;91525813;1923;10225081;10244603;184;885145309;23866;300068408;60013682;40782626;8156527;4654545;47202610;807151;161430;160763;32153;3007;126270;88;39;250263848;50052769;107757780;21551557;197034;28304178;0;0;0;0;550332256;110066451;148540406;29708084;4851579;75506788;62770336;12554068;21369680;4273936;54454;8225678;168988;93188;18638;18133;132217;110;49;25080947;87851283;408683;2342;52;26;885145309;20161568
Астраханская область;73206995;73173769;5401;2643533;2747800;27477982;828;4875;4875;53625;17;12693;57914510;57829808;289147680;5023;0;980768;979931;5879586;174;3;3;16;1;0;0;0;0;14468;14468;72338;35;8464879;8420344;53514815;2530;2878650;2877214;1014;39151;39205;8;3171301;3163895;1771;235865;235544;334;0;0;0;85;191;6;26063;561;3;-32;0;0;52181344;52061653;5130;40708707;40618786;5042;927305;926667;255;85141;84935;84;2561387;2549080;984;13029;13029;33;7725827;7711327;2272;157815;157829;97;-411;0;0;15938;28;2;4446917;4450184;279;26163681;26227241;5194;0;0;0;9302049;9294436;568;3772111;3772111;16;357391192;1744;9216848;1843372;682297;136458;96654;1610260;3485;697;2004;401;0;296;13;4;3215856;643173;294787;58958;12052;572163;0;0;0;0;12432704;2486545;977084;195416;108706;2182423;1967050;393409;207794;41560;21320;330529;19465;64675;12935;0;6530;8;2;15492451;17459501;492656;11156;49;28;357391192;4429209
Волгоградская область;345107631;344795192;21821;24416730;24397060;243970675;3744;100554;100243;1102671;38;1305;225597396;225409765;1127041273;20209;1608;16893368;16906540;101439238;581;0;0;0;0;0;0;0;0;634692;617364;3086821;195;66030238;65978351;417931661;12100;9600226;9572519;5472;129487;129174;41;11431199;11382625;7895;281753;282003;2598;0;0;1;1933;1933;64;303658;293080;19;0;0;0;287978902;287885608;20660;201099976;201087164;20517;7532314;7530950;589;1750491;1757347;294;9538051;9523207;4999;633966;616638;189;67201442;67163198;11516;222684;207105;281;0;0;0;7980;0;0;1031015;1031042;140;70017570;69801669;23388;0;0;0;13414650;13419693;306;2958686;2958686;79;107886256;6990;44908536;8981709;9959128;1991826;1687954;5301929;1553;311;884;177;0;134;5;3;12739775;2547957;7816492;1563297;11769;972891;0;0;0;0;57648311;11529666;17775620;3555123;1699723;6274820;6173477;1234696;241507;48302;363;1186031;14029;0;0;0;14029;13;6;4119454;10292931;0;0;0;0;107886256;909338
Ростовская область;866439461;865172463;59447;81217177;81181860;811823109;8879;110472;67950;747445;85;33793;525351595;524476110;2622389364;55570;8;14475425;14420355;86522010;1197;10683;10345;126513;17;55;55;806;1;1124859;1123410;5617414;473;200191407;200072151;1286127240;34742;35893786;35724195;14887;806779;805769;90;43929800;43798371;20850;578260;564223;1823;2681;2681;13;3958;4750;105;197586;41222;51;766;832;7;810072466;810083585;57306;537975761;538395507;56697;36278163;36360134;3384;4558595;4598034;1231;42456622;42510358;13819;1101189;1097268;453;187346578;186754498;32848;411234;408701;464;1331;1310;2;15920;1710;8;34792641;34771338;750;115879475;114555017;57977;0;0;0;93398604;93498210;3113;1756661;1703430;95;930592965;17937;106259443;21251887;27910481;5582097;2299960;13369830;88880;17776;34410;6882;207;10687;61;24;67725045;13545008;2369038;473807;172322;12898879;0;0;0;0;173984488;34796895;30279519;6055904;2472282;26268709;19269124;3853824;1661478;332295;1071092;2450437;156246;42957;8591;8820;138835;88;32;62829760;82098884;161350;10455;28;15;930592965;34637019
Республика Крым;182832600;182394821;17625;15748301;15739898;157398797;2672;5864;5864;64505;11;-1018;121764971;121387856;606942797;16810;-11;114100;114127;684761;191;3352;3352;15353;6;-65;229;185;2;382504;368652;1843259;189;35255077;35273923;218030546;10431;8936639;8891032;4671;-2986;485;7;9561956;9502799;6402;241509;234903;2603;6;6;2;2170;2166;48;0;0;0;58;58;1;156892122;157167283;16742;115332735;115747823;16485;257231;255930;49;264416;251597;146;9960181;9958037;4503;373291;355135;180;30553031;30447521;9777;143364;143364;213;1;1;1;0;0;0;237800;236037;32;28194920;27719018;19602;0;0;0;2237829;2410566;92;234122;222081;26;7840015;5801;48675333;9735066;6596419;1319284;7168811;1246971;32253;6451;458;92;111;6248;25;12;136646380;27329276;98122407;19624482;517756;7187038;0;0;0;0;185321713;37064342;104718826;20943766;7686567;8434009;7329971;1465993;20363834;4072767;113636;-2720410;18788;55614;11123;19;7646;9;3;73798;7403769;1849;0;2;2;7840015;236038
г.Севастополь;41309479;41155458;6060;2772595;2773694;27736938;808;0;0;0;1;169;27541370;27466062;137330308;5815;2;54626;54551;327308;66;0;0;0;0;0;0;0;0;106220;106220;531100;47;8801646;8736485;52882423;3739;1845938;1822787;1625;0;0;0;2032851;2018275;2250;29212;29009;441;7;7;1;966;966;14;0;0;0;0;0;0;34655323;34576030;5822;25347072;25327311;5732;17901;18519;20;13418;13433;33;3015932;2995003;1573;105690;104724;45;6139228;6100958;3496;16082;16082;27;0;0;0;0;0;0;8088;8088;12;6920770;6845142;6436;0;0;0;218173;217582;44;94044;94044;10;444994;1942;9253294;1850658;317423;63486;373134;1414038;1139;228;328;66;53;109;2;1;1267820;253565;53585;10717;436;242412;0;0;0;0;10521114;2104223;371008;74203;373570;1656450;16341007;3268202;111490;22299;22935;3222968;14658;17143;3429;157;11072;7;2;23829;16364836;27825;0;4;1;444994;8088
Республика Башкортостан;1164293359;1161210735;59070;43413534;43394741;433947119;5334;4122;4121;45336;32;412991;797233898;794428479;3972178758;57216;1;6775123;6754971;40547399;1010;14303;14676;93971;29;49;49;70807;1;1244134;1220823;6104115;365;260524792;260781455;1595550476;26883;50557112;49455297;13130;-479426;432911;100;54685690;54399270;19180;1165409;1150343;6790;406;406;4;2179;2165;57;412732;374618;57;1111;1111;10;1078642161;1076036983;56782;765588910;763190804;56400;9230135;9240091;1103;2776772;2760594;538;58488152;58468099;12657;1201835;1191868;355;240296145;240121712;24627;1043051;1038317;740;20915;22053;4;6925;3171;9;20861053;20867376;270;124760950;124187951;63358;0;0;0;58266561;58240936;748;26957214;27014926;134;806111270;19802;93643345;18728670;23795444;4759086;1513077;12456507;466066;93213;152637;30527;12156;50530;39;21;130872733;26174546;98731789;19746358;22486;6405702;0;0;0;0;224516078;44903216;122527233;24505444;1535563;18862209;99222745;19844548;1450166;290034;19927;19534587;130597;58548;11710;13834;105053;29;17;3898593;103121338;196109;10021;32;19;806111270;20819753
Республика Марий Эл;87886788;89116141;6433;9433378;9359825;93598256;927;2253;2255;26744;11;13054;51321845;52629465;263147538;6155;-3;1310149;1310786;7887594;172;602;602;6623;1;0;0;0;0;294077;300855;1504276;114;21947416;21923994;137525733;3500;3332951;3318807;1307;-15;0;0;3581809;3575199;2060;47461;47100;640;1888;1888;2;1148;1148;32;3330;915;6;0;0;0;75242351;76498083;6076;50543953;51845334;6029;1457264;1457299;181;131851;131851;98;3766404;3756253;1240;294077;300855;114;18964047;18933480;3302;111998;110577;71;0;0;0;0;0;0;2518;2518;8;13835000;13778449;6898;0;0;0;1077428;1082128;100;441030;434941;10;14355598;2059;17887437;3577489;2220468;444094;223773;2909622;1927;385;0;0;0;385;1;1;5418099;1083620;3631653;726331;16197;341092;0;0;0;0;23305536;4661109;5852121;1170425;239970;3250714;2576768;515353;50212;10043;1282;504028;731;0;0;0;731;1;1;442417;3019185;0;0;0;0;14355598;833
Республика Мордовия;124260262;124047104;7746;22111038;22074630;220746294;1384;16110;6593;72522;15;396;65676581;65512999;327564998;7362;0;6512648;6512709;39076255;233;294;294;1568;4;-27;0;0;0;175044;175045;875223;129;24344688;24347152;156568791;3907;4848566;4841315;1538;39;39;2;5423758;5417972;2592;84935;83157;568;1541;1541;5;189;189;6;2741;2191;3;0;0;0;110128505;109960838;7287;80083906;79974990;7238;1686890;1679499;187;290529;292950;146;4961874;4959351;1442;174308;174270;129;22872763;22821968;3758;54999;54999;118;44;19;1;0;0;0;74526;74526;9;18371044;18307892;7918;0;0;0;4211495;4196617;213;297015;291722;33;22658269;2420;15270882;3054176;1039415;207883;190113;2656180;3005;601;0;0;2;599;4;1;2315701;463141;427972;85594;9;377538;0;0;0;0;17586583;3517317;1467387;293477;190122;3033718;2840737;568149;29400;5880;1849;560420;514;0;0;0;514;9;3;227093;3067830;0;0;0;0;22658269;74050
Республика Татарстан);2217489010;2214961154;106997;66024385;66004704;660047028;8244;63914;49647;546118;89;30252;1532817225;1530770665;7653853324;103368;-50;8071216;8082650;48495890;1507;0;0;0;0;0;0;0;0;1101059;1063590;5317952;471;508035899;507666388;3094606737;60213;92429752;92370336;33584;3614676;3616442;68;101343762;101282639;42490;2472541;2497875;1784;301998;302038;11;5137;4825;74;339880;273127;57;429;566;8;1954443277;1952403405;104246;1333833795;1332754906;103494;52905788;52887914;2612;4051984;4046258;953;117610778;117279452;31561;1053581;1018640;443;443074156;442489535;56458;1904116;1917992;706;0;0;2;18538;12457;9;14590413;14595218;359;322369587;321506488;104822;0;0;0;70950214;70642708;1394;28282476;28229817;222;1081384181;33513;154729988;30945997;55753377;11150675;2225555;17569767;677908;135582;47628;9526;763;125293;76;34;674381258;134876251;321518484;64303698;222195;70350358;0;0;0;0;829111246;165822248;377271861;75454373;2447750;87920125;37462078;7492414;3124399;624881;172506;6695027;671015;16288;3258;769;666988;59;29;9187396;46649474;1045084;25;31;19;1081384181;14372161
Удмуртская Республика;327377368;327032164;29260;16828645;16829192;168291985;3114;1152;1122;12345;6;998;221499960;221222456;1106115850;28399;15;874690;886933;5321597;419;-591;61;14435;2;0;0;230;0;469394;469183;2345914;268;77075416;77037784;469297925;14981;9253968;9228014;7017;59148;57462;27;10627427;10585520;9850;270157;265055;1043;0;0;0;5696;5643;70;10740;6700;27;0;0;0;249497218;249415923;28643;170036639;170032497;28476;3305703;3299970;572;414393;415941;299;17519079;17522616;6590;467602;467170;256;57634280;57556794;14140;125748;123746;198;0;0;0;0;0;0;5778675;5767097;157;76147612;75879225;29258;0;0;0;3749966;3694332;497;2433588;2432341;81;220568441;9110;35927472;7185494;5832641;1166529;966556;5052409;42091;8418;25068;5014;32;3372;15;5;70869748;14173949;34340296;6868059;13766;7292124;0;0;0;0;106797220;21359443;40172937;8034588;980322;12344533;6613868;1322773;274174;54835;7658;1260280;63;113;23;0;40;3;2;697905;7311773;3754;0;2;2;220568441;5761057
Чувашская Республика;152686270;152684208;13913;6385263;6383775;63841065;1497;5978;5602;61626;10;32046;100976545;101006902;505034500;13384;0;848879;848149;5088892;257;7;7;35;1;0;0;0;0;196507;191748;958742;177;38437748;38428131;233353760;8374;5058829;5042671;3478;147500;147567;17;5803303;5787991;5115;101524;100233;1159;0;0;0;5429;5430;32;6671;4629;16;0;0;0;128282336;128346037;13436;87638413;87604540;13354;2712164;2712028;458;260473;259669;224;5734327;5857141;3174;195653;190953;172;31682119;31662453;8043;59187;59251;166;0;0;0;0;0;0;16433;15537;35;27807706;27740246;14437;0;0;0;3276090;3277241;217;70241;70241;22;16944756;4329;20148159;4029632;3119672;623935;162555;3243142;102;20;102;20;0;0;1;1;5669693;1133939;407290;81458;4733;1047748;0;0;0;0;25817852;5163571;3526962;705393;167288;4290890;10872681;2174535;448488;89697;19768;2065070;4;0;0;0;4;2;1;120833;10993514;4554;0;2;2;16944756;13924
Кировская область;151321377;151087113;14251;14424512;14421470;144214699;2423;-8;0;2;1;585;98645807;98471848;492358200;13754;0;2153941;2152617;12915700;308;0;0;0;0;0;0;0;0;289749;277103;1385516;231;31769537;31744241;197367831;7887;3689256;3672204;3229;7193;7354;15;4037254;4019249;4973;98562;96573;2580;0;0;0;4795;4694;35;5768;5241;19;0;0;0;129592397;129297775;13754;92506545;92254259;13685;3494113;3494106;361;406232;406360;186;5080046;5079913;3007;283873;271390;224;27774618;27745879;7480;46647;45547;219;0;0;1;0;0;0;127556;124659;104;25057256;25004385;16283;0;0;0;3310432;3192934;300;182431;183385;62;44425800;4704;21859943;4371988;4736392;947278;527278;2897432;20173;4035;305;61;0;3974;6;3;32258650;6451732;30510490;6102098;47683;301951;0;0;0;0;54118593;10823720;35246882;7049376;574961;3199383;10484002;2096801;848517;169704;21113;1905984;179;0;0;0;179;2;2;195224;10679226;331158;645;11;7;44425800;121600
Нижегородская область;1237276799;1235461211;76798;73804525;73782405;737824020;6235;5079;1458;16036;31;12880;886170324;884724804;4423624014;74638;2;13559250;13554101;81324604;1328;0;0;0;0;0;0;0;0;1126895;1126483;5632414;414;221293019;221328755;1370992122;39407;36951165;36564748;18614;920692;884937;134;41300958;40926580;26387;1519153;1513652;3196;1813;1813;9;2672;2670;62;2484485;891837;60;-7;1;3;1067866067;1066995138;74567;784960601;785295056;74095;35332190;35340505;3040;4798209;4796642;1192;45454351;45332390;17882;1123132;1122702;397;194192568;193119327;37275;2008303;1991804;972;0;0;0;1587004;339632;23;12716698;12713278;684;202213048;201666805;77480;0;0;0;43089272;43829405;1147;8603113;8554443;131;389545959;23165;185938646;37187728;35589865;7117971;5945514;24124243;323237;64647;145708;29142;540;34965;49;21;75048362;15009673;6897358;1379470;47903;13582300;0;0;0;0;260987008;52197401;42487223;8497441;5993417;37706543;20152482;4030496;671311;134263;25248;3870985;57455;7826;1565;16;55874;74;34;144936011;165088493;330103;23709;61;33;389545959;11802769
Оренбургская область;473396304;472709297;18404;16927676;16886485;168864843;3118;2474;2424;26665;18;1636;344877534;344433437;1722167182;17308;0;5855768;5855442;35132652;400;0;0;0;0;0;0;0;0;930884;926818;4634088;185;89901683;89825336;551776136;8678;13905049;13846178;4291;458572;458663;19;14900255;14774174;6281;224743;233436;1161;0;0;0;1415;1415;36;46946;22473;13;284;0;0;323714569;323364323;17341;224104529;223894949;17215;3359387;3358371;313;1446374;1443518;255;15751818;15761105;3933;930642;926237;180;77972990;77818307;7993;166205;175321;246;0;0;0;18602;188;1;6181164;6176303;216;151849405;151515936;18748;0;0;0;8038912;8037226;488;7318242;7312815;74;193728260;5757;28542426;5708486;4961701;992340;501394;4214752;16040;3208;0;0;0;3208;17;8;99320513;19864103;82522049;16504410;53772;3305921;0;0;0;0;127862939;25572589;87483750;17496750;555166;7520673;34053865;6810772;83055;16610;6835;6787327;1086825;31;6;0;1086819;23;15;1110587;35164452;83075;13595;13;6;193728260;6160038
Пензенская область;210042179;209862623;15753;28709298;28696433;286963593;2482;2488;6139;63133;10;1194;134019612;133891858;669446784;14899;0;1457107;1436185;8616994;437;0;0;0;0;0;0;0;0;138454;132635;663175;179;35297360;35316820;224585154;8045;9985739;9940411;3653;1126;1705;6;10416973;10381358;5405;80566;80891;990;7;7;3;804;804;38;427626;419028;10;0;0;0;183250658;183153182;15173;136827771;136771551;15097;3726965;3728400;471;518555;518681;269;11302055;11261169;3403;138111;132292;176;30664336;30667915;7683;81074;81400;155;0;0;0;0;0;0;902873;903410;25;32447812;32361492;16017;0;0;0;6005677;6010040;294;1138485;1138433;73;30992151;4859;18576760;3715354;2899601;579920;295099;2840335;59299;11860;41338;8268;668;2924;6;3;11247213;2249444;4585878;917175;17680;1314589;0;0;0;0;29823973;5964798;7485479;1497095;312779;4154924;4420011;884002;19988;3997;503;879502;29556;0;0;0;29556;1;1;861834;5281845;0;0;0;0;30992151;3919
