GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147
Астраханская область;60156651;59918211;5761;1873754;1874218;18742172;857;4824;4279;47061;22;8961;0;48971787;48924103;244592330;5351;-2030;0;661206;659946;3959667;194;651;644;5106;2;0;0;0;0;55912;55912;279561;32;6689631;6574141;41135873;2417;1704358;1616308;820;13646;13646;9;1892620;1806226;1674;92422;91417;435;253;250;6;211;225;8;8543;1991;7;0;0;0;45769672;45817027;5341;36509127;36605304;5254;1040189;1017608;264;49495;71946;75;2430235;2430094;826;55912;55912;32;5612412;5564062;2195;70110;69896;102;3200;3200;5;2384;1105;5;10410388;10412982;382;20340035;20148462;5519;0;0;0;16323240;16361109;659;2238868;2240870;16;193522248;7020259;1404055;742022;148406;99114;1156535;11358;2272;1111;222;873;1177;17;0;3960878;792176;870425;174085;8866;609225;0;0;0;0;10981137;2196231;1612447;322491;107980;1765760;951741;11998185;12949926;458927;15419;57;0;193522249;10390998
Белгородская область;351737969;350468611;33734;71208220;71212579;712125856;4528;13651;13651;150169;26;1968871;0;203682398;203935813;1019729252;32202;2490;0;2192299;2191630;13149778;457;1183;1183;10434;5;0;0;0;0;699220;695786;3478928;329;53266804;53299837;406581777;14484;17459062;17384975;5897;417805;419857;64;18704114;18636675;8244;543669;537665;2355;103;103;1;9236;9679;38;-6968;7826;44;21;22;2;322958964;322338714;32900;242202751;241579383;32693;12806557;12797292;2012;1373190;1372347;635;19045762;19083717;5481;697779;694344;323;46357224;46338191;13689;475450;474568;529;0;0;0;1195;1142;3;1641011;1645395;226;51542435;50909545;34220;0;0;0;24010686;23836529;1184;2544689;2518513;120;210707286;17647709;3529539;3693659;738733;195450;2595356;158088;31617;38955;7791;0;23826;9;0;36174155;7234831;9358863;1871773;2913;5360145;0;0;0;0;53821864;10764370;13052522;2610506;198363;7955501;2445850;1039330;3485180;556054;15;26;0;210708098;1636446
Брянская область;147978866;148042220;12840;17804179;17797168;177971671;1982;2787;2785;30630;7;-86133;0;90295792;90178350;450891756;12248;-18189;0;2322588;2379327;14275961;261;3485;3485;17425;2;0;0;0;0;275572;275269;1376348;137;29939853;29985409;210686441;6110;6726165;6710541;2047;240673;233085;29;7433854;7408949;3404;303184;298337;1280;0;0;0;4824;4541;18;19139;477;11;8564;8564;3;138738481;138875755;12175;90043203;90156348;12027;8266686;8273840;643;3853163;3859507;1057;7234962;7247055;1872;275486;275039;132;28899760;28903095;5761;160881;161020;223;9;9;1;410;59;2;1026786;1000946;426;15798571;15685559;13057;0;0;0;7423398;7193980;877;3124038;3123998;31;26191763;18256434;3651286;2009821;401965;292028;2957293;1866;374;1774;355;0;19;2;0;13099727;2619945;8233051;1646610;248;973087;0;0;0;0;31356161;6271231;10242872;2048575;292276;3930380;1032131;539924;1572055;624351;58;33;0;26191762;1000783
Владимирская область;197627115;197521736;17920;23886835;23891532;238915754;1996;4457;4457;49024;6;-14977;0;136924170;136937926;684712600;17355;101;0;1558628;1542005;9252219;381;0;0;0;0;0;0;0;0;232055;232066;1160326;213;30612172;30552995;189241901;9165;3675965;3614870;3257;103124;91299;138;4423785;4352880;5022;1277535;1295651;1625;0;0;0;-15590;379;32;4969;4185;28;0;0;0;167760968;167635159;17177;114939812;114901630;17022;18516638;18499162;950;437824;437624;400;4175405;4154429;2972;231222;231128;207;28233511;28183590;8800;1232176;1232433;310;0;0;0;147;126;3;250826;332620;283;34462869;34386221;18832;0;0;0;3491482;3468454;226;244300;244300;44;48417565;19038419;3807687;4659018;931799;394136;2481752;3206;641;0;0;0;641;4;0;2932435;586488;650773;130155;5754;450579;0;0;0;0;21970854;4394175;5309791;1061954;399890;2932331;9106992;978972;10085964;465;0;2;0;48417565;326442
Волгоградская область;349439718;349364303;22985;17643403;17643723;176429425;3302;79653;79653;876168;52;43722;0;226311593;226339237;1122588700;21442;1482;0;11090448;11078794;66472709;727;0;0;0;0;0;0;0;0;574519;574129;2870639;204;79059239;79001597;487148543;12090;8508673;8466028;4627;182129;186220;65;14638959;14593182;6762;401816;394877;2939;186;0;1;4864;5766;66;46182;34240;19;0;0;0;320036644;320143035;21427;232560490;232748624;21249;7008201;7007395;637;1087747;1087318;264;9047089;9033156;4334;604151;603788;203;71821849;71758560;11457;311191;307231;339;-192;0;1;25882;581;2;1251928;1265598;220;49206292;49007257;24818;0;0;0;20615717;20600234;359;2785421;2728847;109;266282614;35366972;7073393;9076715;1815342;1420896;3837155;1398924;279785;664;133;654;278998;10;0;19241437;3848288;7378054;1475612;9423;2363253;0;0;0;0;54608409;10921681;16454769;3290954;1430319;6200408;6595312;5106859;11702171;0;0;0;0;266282611;1247131
Вологодская область;308957664;298645146;26359;12126715;12124381;121243399;2037;247;247;2723;4;9540328;0;232335140;231642010;1162353425;25902;16628;0;1867766;1865941;11195640;321;2017;2017;12214;5;0;0;0;0;272430;272933;1364663;259;43488381;43472606;265198801;8169;7515493;7461598;3659;43726;44734;14;9304700;9258672;5421;349344;359124;1507;0;0;0;349;349;26;13118;7578;8;1189;1210;5;304971668;294738819;25577;243022663;232852115;25450;10705898;10672959;350;1955664;1955837;180;7885527;7887743;3236;269797;268632;248;40771445;40730774;7646;334005;348617;254;0;0;0;-323;2;1;5788494;5822465;210;30366210;30146798;26706;0;0;0;31990590;31666137;459;8347833;8338901;67;334210858;20137671;4027535;1518725;303745;138014;3585776;0;0;0;0;0;0;0;0;1542467237;308493446;1529865879;305973175;67986;2452285;0;0;0;0;1562604908;312520981;1531384604;306276920;206000;6038061;7381049;2579806;9960855;0;0;0;0;335139589;5804119
Воронежская область;485455307;473472211;50915;56136920;56155837;541450662;6969;9474;9600;105585;20;9833318;0;312577617;310206572;1551531123;48756;3507;0;4784929;4809483;28856897;730;0;0;0;0;0;0;0;0;543954;541640;2708197;321;82606645;82491661;574013960;21681;17301527;17335980;8352;85770;82812;48;18962743;19201829;11772;505745;503871;2059;115;115;4;4124;4135;24;8419;3015;26;-13;1;1;450633070;439646304;49064;346813173;336017379;48742;8816716;8804819;1312;1879561;1887186;733;19648333;19661471;8210;359162;356670;293;72323069;72159123;20247;438074;436849;408;0;0;0;147;124;2;879180;881278;272;47974840;46935980;51020;0;0;0;13716113;13464843;719;862702;899294;85;63438565;74455680;14891135;14277298;2855460;636097;11399578;14557;2911;896;179;100;2632;30;0;24381430;4876286;2851886;570378;6583;4299325;0;0;0;0;98837110;19767421;17129184;3425838;642680;15698903;13158747;3012228;16170975;24698;245;16;0;63443303;872386
Ивановская область;106588456;106445271;22231;5542346;5541424;55414111;2216;-89;8;102;11;631566;0;84982590;85467200;427288849;21696;41;0;698317;705301;4231698;321;6187;6187;52900;6;0;0;0;0;75495;74157;370783;60;13043679;13025296;78688384;7727;1343212;1355273;2452;45139;44757;28;1614126;1613889;3559;54861;54452;707;0;0;0;854;854;11;3412;718;9;0;0;0;97008514;97169417;21273;77237504;77440288;21146;6355229;6350420;845;603201;603255;294;1707480;1705681;2525;75496;74158;58;10970732;10936671;7133;38278;38295;122;0;0;0;1;0;0;356672;358180;112;10288509;9991580;22143;0;0;0;1031946;1005770;251;32185;32929;19;10420058;12196744;2439349;2920458;584090;268915;1586344;13;3;13;3;0;0;1;0;10266304;2053262;881337;176267;4610;1872385;0;0;0;0;21424983;4284998;2993492;598696;253326;3432976;1808316;707021;2515337;7122;758;8;0;10420059;355877
Иркутская область;441009649;440401656;29917;15246359;15233496;152334939;3010;6987;6978;76758;25;85251;0;340189312;339927600;1699647029;28979;92087;0;1036841;846186;5077086;516;1238;3489;19063;12;0;0;0;0;1232837;1200179;6000885;249;63921559;63944492;387430641;13398;18031281;17935898;6226;472;171;8;19198436;19217686;8872;954473;936382;3476;216;216;2;1552;1552;44;81800;15074;21;7;7;3;345138939;345426802;28351;255008632;255283099;28109;7922064;7925073;922;275668;275768;155;19029856;18975386;5828;824331;902956;247;61191264;61174598;12551;887908;889874;368;-833;0;0;25996;69;1;13341993;13113909;766;110292837;109464789;31630;0;0;0;26706227;26572835;1366;6172178;5426930;61;321955848;48032628;9606522;12396782;2479355;626702;6500465;3590;718;2743;549;0;169;3;0;42946481;8589296;1668316;333663;52031;8203602;0;0;0;0;90979109;18195818;14065098;2813018;678733;14704067;3854802;572259;4427061;0;0;0;0;321955849;12976780
Калининградская область;216256761;215582144;11528;24398283;24386219;243862193;1785;20646;20090;220984;33;894714;0;145787616;146087492;730437677;10878;344;0;751754;751542;4509254;368;847;847;4759;9;26;26;144;2;112448;111709;558547;113;40321600;40239326;253392460;5199;2997469;3007315;1650;356;356;9;3652525;3651566;2579;603279;600417;903;378;378;6;3750;3743;22;9331;998;11;972;27;4;139037870;138525373;10815;89221492;88812870;10548;5735157;5743541;1379;2597107;2596532;448;4442620;4464427;1540;100608;100641;103;36301124;36170143;4926;480941;481073;359;0;0;0;2645;309;5;2513560;2511721;515;84861671;84649837;11366;0;0;0;9619210;9446183;710;1161667;1037972;57;139498933;32949971;6589994;6920390;1384077;639582;4566335;17427;3485;15887;3177;336;-28;11;0;92005279;18401055;57302280;11460457;4513;6936085;0;0;0;0;124955250;24991049;64222670;12844534;644095;11502420;77460343;15621429;93081772;134849;5;12;0;139498935;2498427
Калужская область;338229142;338055867;18427;21575111;21584534;215845802;1899;177;116;1281;7;-78400;0;256731042;256503327;1282611480;17677;10828;0;1160895;1168503;7010274;353;0;0;0;0;0;0;0;0;147379;144755;723776;165;46317733;46357035;283516534;9642;11049415;10996775;3419;570108;571457;75;12364780;12291302;4998;1939025;2047118;1265;1172;1172;4;4437;4437;50;10344;6467;44;-401;3;2;294767928;295061776;17470;168156296;168451616;17287;70385997;70351651;1086;1196478;1195348;415;10768847;10725010;3204;139816;136803;158;42157344;42238369;9195;1963151;1962980;428;0;0;0;-197;0;0;4699838;4733727;148;49889309;49638279;18590;0;0;0;9627798;9261681;574;738219;733887;38;89248447;24584058;4916815;7595269;1519056;665003;2732756;40369;8073;15811;3162;0;4911;21;0;72367113;14473422;52005566;10401115;40221;4032086;0;0;0;0;96951171;19390237;59600835;11920171;705224;6764842;7747427;2243499;9990926;525558;53955;19;0;89527283;4705639
Камчатский край;53555980;53094715;3143;7828103;7622037;76220372;933;5279;5275;58018;14;192254;0;33148027;33137790;165688653;2932;429;0;181295;181579;1089474;100;341;71;357;1;0;0;0;0;599334;597913;2989562;67;7446046;7410727;49960735;1288;3894067;3883155;447;73869;73869;2;4155163;4139863;798;196775;193064;269;0;0;0;0;0;0;6094;0;1;0;0;0;49652438;49217504;2880;34804541;34467298;2848;3238204;3183007;232;14495;11015;14;3891172;3888202;441;576498;573073;65;6944101;6912315;1224;185812;185539;94;0;0;0;0;0;0;1420455;1421646;69;10486788;10324589;3013;0;0;0;7880506;7667362;412;277097;275775;6;98364909;4630364;926073;1077900;215580;37352;673141;26618;5324;0;0;121;5203;2;0;3267467;653492;221204;44241;21445;587806;0;0;0;0;7897831;1579565;1299104;259821;58797;1260947;391567;6257388;6648955;0;0;0;0;98364910;1420128
Кемеровская область - Кузбасс;499854951;497935763;24762;7637167;7641310;76413094;2083;3849;3849;42342;10;140923;0;344098555;344168468;1720841880;24050;1838209;0;44904087;50313281;301879390;474;0;0;0;0;0;0;0;0;3811810;3871528;19357641;411;67677375;64879201;392566840;10482;27501085;24815842;4057;580192;581182;56;29727609;26975373;6603;348036;341210;2011;3;3;1;2833;2829;36;245115;49756;46;0;0;0;470049745;468584061;22969;370475449;374612954;22833;9787838;9779116;673;391749;386617;172;25790765;23104009;3555;3547635;3607446;407;59812534;56863686;9920;283162;277632;373;0;0;0;138630;30973;15;40041976;40034028;321;67974105;67594323;25206;0;0;0;78057736;77986007;680;4722531;4478190;230;693528633;41648934;8329787;10837090;2167418;1260763;4901606;30144;6029;4130;826;56;5147;13;0;66016259;13203252;34892136;6978427;67636;6157189;0;0;0;0;107665193;21533039;45729226;9145845;1328399;11058795;12689302;933938;13623240;0;0;0;0;693528632;39855447
Кировская область;101732711;101462449;14858;9254872;9253860;92538760;2481;16;16;171;10;-38586;0;69143041;68850736;344262169;14421;4959;0;1819939;1820131;10920816;339;0;0;0;0;0;0;0;0;145273;148204;741019;259;18800885;18793552;115992728;7593;2312336;2292428;2627;66871;66910;28;2602315;2587432;4128;128399;118227;3111;0;0;1;1621;1605;32;129;1771;18;0;0;0;89479835;89567794;14215;67483347;67560925;14134;2434557;2438408;335;245099;245039;162;2799003;2872096;2458;140715;143646;242;16262151;16189087;7302;114961;118592;214;0;0;0;209;209;2;152345;159465;126;17391352;17006127;17441;0;0;0;5124929;5114582;276;577973;577661;64;28138201;16497925;3299584;4125476;825099;552692;1921793;939385;187877;0;0;184424;3453;3;0;48996471;9799293;46695922;9339185;59244;400864;0;0;0;0;65494396;13098877;50821398;10164284;611936;2322657;40001655;1207549;41209204;10978;591;10;0;28136438;159230
Костромская область;61541999;61486020;6584;4338680;4331142;43311421;874;96;96;1056;3;-16312;0;47031883;47009342;235046706;6357;1632;0;175145;175317;1051902;140;0;0;0;0;0;0;0;0;127846;127846;639228;85;8847702;8784592;54618189;3248;729500;731847;1208;245;313;2;1036547;1051848;1962;240642;240496;847;0;0;0;829;708;28;5331;1180;10;0;0;0;52320797;52365816;6255;41006763;41063593;6204;1729763;1728542;306;214289;213141;129;885873;921020;1068;126518;126518;84;8190676;8146752;3091;166914;166249;144;0;0;0;138;138;4;68179;67996;97;10343455;10230104;7109;0;0;0;917943;890464;114;26244;26244;19;18101361;254305206;50861041;250959124;50191824;25495;643722;0;0;0;0;0;0;0;0;734484711;146896943;517255629;103451126;1792654;41653163;0;0;0;0;988789917;197757984;768214753;153642950;1818149;42296885;2736921;10014;2746935;0;0;0;0;18101361;58584
Курганская область;65311791;65369940;6501;6767395;6765741;67657405;1278;2258;2446;26898;10;-70040;0;44711710;44725365;227747908;6063;0;0;355753;353017;2118150;201;2721;2721;15966;3;0;0;0;0;68435;68107;340533;112;9548896;9395576;59020628;2803;3735860;3739918;1150;98805;98805;22;3955603;3944553;1743;52010;46850;697;0;0;0;4507;4157;37;762;31;4;6;6;3;55496548;55687790;6116;41359790;41502540;6062;1174976;1175006;142;267532;267899;119;3996725;4000431;1077;68482;68094;110;8655458;8672804;2618;26179;26183;104;7;7;1;0;0;0;117816;120457;67;10555172;10397828;6773;0;0;0;823406;816046;210;93354;108947;17;6519035;10802783;2160552;1997160;399433;80549;1680570;262;52;0;0;0;52;3;0;2583982;516795;55602;11120;2918;502757;0;0;0;0;13386765;2677347;2052762;410553;83467;2183327;382420;598449;980869;9033;437;9;0;6519034;119961
Курская область;163363193;162532562;16417;32697545;32496628;324966269;3524;350;350;3849;15;698138;0;90028118;90083033;450415178;14989;140;0;1583835;1583896;9503379;299;-60;60;1251;3;0;0;421;0;339846;337427;1687141;156;23639608;23637834;169565269;6630;13870080;13924540;2325;2853;2886;8;14383374;14393200;3541;100804;99784;1184;0;0;0;2062;2065;29;5597;1447;10;0;0;1;152431014;152031747;15643;111861517;111479514;15524;5280399;5283066;524;651175;659437;354;12166711;12161147;2202;338428;333889;149;22058016;22041001;6135;72030;70951;193;182;182;1;58;56;4;2254824;2263249;81;21336583;20879770;16443;0;0;0;12553492;12535418;740;6708410;6708410;44;45701662;16872735;3374548;2857303;571464;455246;2347838;12580;2516;215;43;0;2473;6;0;11313010;2262600;524035;104807;12431;2145362;0;0;0;0;28185745;5637148;3381338;676271;467677;4493200;3167580;23556;3191136;0;0;0;0;45701034;2261545
Ленинградская область;448085345;446743633;26080;18339442;18338043;183380434;2187;1833;1834;20165;16;727999;0;334424160;334575343;1672984364;25271;507;0;2150439;2142032;12851303;490;49;49;268;3;0;0;0;0;826172;825863;4129312;306;77296351;77232198;478094961;12524;13162999;12178431;4770;58907;57044;47;14586750;13563028;6993;4787697;4781716;4020;67466;67466;9;669;669;36;6240;5423;19;6;6;1;394251382;394762922;24886;263010918;263772806;24638;44167543;44169680;1683;1673260;1672507;452;15080746;15068014;4455;824347;824164;299;64748137;64514861;11844;4734441;4733525;768;36;36;1;864;864;3;7529838;7540919;658;113628837;111744709;28292;0;0;0;62654596;62483656;830;6719483;6788251;128;440831193;59562159;11912433;8788756;1757756;800516;9354161;162556;32511;3670;734;4288;27489;25;0;9359292;1871860;1142941;228589;1995;1641276;0;0;0;0;68921451;13784293;9931697;1986345;802511;10995437;10690699;87841316;98532015;781752;13959;32;0;439012304;7536170
Липецкая область;235858458;234878413;18184;33029461;33030078;330302138;2285;3200;3200;35196;10;504684;32;142717907;145358974;726127440;17354;18;0;1111361;1111251;6667502;290;1691;1691;8826;2;11;11;78;1;726129;726630;2557109;180;41882485;41835469;276846775;7441;12217926;12203897;2892;49486;43852;44;12724696;12703941;4411;977120;869372;1232;-4;0;0;463;512;16;18054;1699;11;2;2;1;245498062;244715450;17424;174898716;174133251;17308;14492142;14512917;578;1617271;1617780;240;13352832;13358658;2796;722178;722679;171;38967434;38924782;6900;595776;594385;311;-13;0;0;180;180;1;109351;104755;97;22455587;22052558;18640;0;0;0;31492086;31083481;398;5960930;5863011;117;226145563;11912704;2382540;3780962;756194;149111;1477235;33274;6655;45552;9110;769;-3224;12;0;15509238;3101848;113764;22753;3624;3075471;0;0;0;0;27421942;5484388;3894726;778947;152735;4552706;980493;382314;1362807;59460;3532;9;0;229161659;88042
Магаданская область;42320403;42296730;1911;998351;996240;9962409;306;0;0;0;0;32764;0;32711413;32712232;163561271;1851;0;0;40808;37959;227755;48;363;363;1813;1;0;0;0;0;910567;910567;4552835;52;5571409;5549178;33345190;589;1859991;1859032;259;209;209;5;2055091;2050455;523;136976;136678;519;0;0;0;45;45;3;0;0;0;0;0;0;43767591;43574741;1817;34496098;34353250;1785;621147;598691;55;4480;4480;6;2230656;2242085;246;903395;903285;52;5375177;5336193;573;136570;136496;87;0;0;0;0;0;0;11738786;11912078;244;8881673;8886049;2062;0;0;0;21992414;21924855;507;1735963;1735963;19;216449839;2549506;509901;248116;49623;35254;425024;124;25;0;0;0;25;3;0;3797052;759410;21370;4274;918;754218;0;0;0;0;6346558;1269311;269486;53897;36172;1179242;385379;2989803;3375182;1766771;257472;9;0;216449840;11912079
Московская область;3512218974;3512832192;175470;227677266;227740988;2277383704;14718;9806;9715;106875;62;925037;427;2602305330;2603101950;13015314603;169904;-208964;7;15570401;15600212;93600459;2426;181558;181500;922170;34;245162;245309;1230387;14;944142;932961;4664796;823;587513699;587734182;3575860383;99748;63663052;62837942;35492;841095;843276;391;77467514;76671266;49526;16733655;16278436;9914;14751;14751;31;14081;14393;157;1023577;920842;291;15854;2946;33;3105629384;3110424743;168935;2123761719;2128917510;167093;313732127;313913982;13796;25917293;25910194;4363;72623164;72783127;32984;928345;918532;781;552828221;552275609;95161;15430731;15307721;3326;362531;362531;22;101562;100254;37;15847556;15911574;1898;473524243;469030244;177768;0;0;0;66404662;65338434;2198;17793093;17353836;583;593962102;499144401;99828884;131680232;26336049;10949849;62542986;1882922;376584;1156074;231215;4962;140407;150;0;534996854;106999370;371335254;74267051;1245114;31487205;0;0;0;0;1034141255;206828254;503015486;100603100;12194963;94030191;89348231;48816562;138164793;2491027;344949;148;0;610191876;13177700
Мурманская область;100524617;100346120;6624;7077491;7077513;70775116;1591;0;0;0;0;7360;0;64204314;64193334;320966666;6148;-2217;0;469673;469614;2817683;150;0;0;0;0;0;0;0;0;306235;306487;1532434;72;16876372;16853844;109153225;2752;3898372;3894770;1018;243234;242167;11;11585386;11443078;1684;1751024;1741450;2322;0;0;0;2583;2583;28;991;0;0;0;0;0;189490703;189409613;6179;163714295;163642738;6125;2981494;2979919;198;60350;60980;47;6562937;6559992;944;304443;304696;68;14695207;14689261;2631;1171641;1171690;218;0;0;0;0;0;0;4894905;4894683;106;19800857;19739129;8385;0;0;0;111893159;111934286;424;10308258;10323056;36;543942517;18526995;3705400;2884669;576934;411216;2717250;55258;11052;3143;629;620;9803;6;0;2736033;547207;17630;3525;10288;533394;0;0;0;0;21263028;4252607;2902299;580459;421504;3250644;8531967;34050869;42582836;0;0;0;0;543950371;4893694
Нижегородская область;919647252;916062309;79537;50518299;50543634;505436352;6051;6829;6798;74782;37;3702230;121;686142241;686641920;3433209469;77562;-1418;0;9198782;9214974;55289841;1345;2023;2023;18004;9;0;0;0;0;828580;831063;4155313;398;135014332;134724145;820765151;37244;24549815;23395063;14717;2372744;2375289;221;34234193;34029944;21389;6935985;6923073;3582;620;391;3;2184;2179;57;3891259;1994369;83;-401;296;18;830182289;828520342;77126;635639699;633992233;76698;41544169;41557775;3060;2460807;2457465;1009;24174290;24087850;14144;819260;820318;378;119924395;119965924;35333;5616551;5632283;1040;970;970;5;3391774;1849185;25;17531684;19208888;898;124490803;123026819;80568;0;0;0;43179568;47528562;1134;9328337;9332401;128;370215234;137547080;27509414;23899761;4779949;4307991;18421474;286208;57241;106310;21261;5408;30572;77;0;45515295;9103061;11039540;2207908;103759;6791394;0;0;0;0;183062375;36612475;34939301;6987857;4411750;25212868;17796758;161062681;178859439;53984;1750;37;0;370215235;18580188
Новгородская область;82390330;82352102;7893;6645776;6641267;66412669;840;496;509;5601;14;112590;0;58245822;58245644;291229053;7626;-1643;0;712629;714114;4284530;223;0;0;0;0;0;0;0;0;259552;259432;1297163;104;14420836;14459585;87486025;3479;1064559;1056777;1277;433610;426496;32;1994232;1987356;2127;360956;358745;694;0;0;0;578;586;20;25237;17283;8;0;0;0;79470313;79573757;7468;56850562;56889447;7411;7340520;7356596;393;287859;287656;169;1387085;1381128;1226;256138;256017;102;12985663;13040071;3390;296089;296471;176;0;0;0;0;0;0;971540;971562;137;12090129;11942554;8049;0;0;0;9744442;9735531;227;713223;713212;30;85708355;9292687;1858537;1135509;227103;273248;1358186;0;0;0;0;0;0;0;0;10383816;2076764;793890;158779;6912;1911073;0;0;0;0;19676503;3935301;1929399;385882;280160;3269259;886476;659928;1546404;71576;1139;1;0;85708353;935987
Новосибирская область;551874251;548563681;67595;58623210;58631147;586309162;8836;21985;23386;257263;59;3678515;122;388207798;388793145;1952511324;79931;21352;1;2389054;2355101;14142029;1270;2886;2883;27130;9;167;167;837;1;383539;382743;1913721;231;82308379;82267177;530574682;38226;13529452;13445281;15314;755737;749738;128;16161901;16090279;22132;671559;664154;2523;305;281;10;14783;14632;52;156238;52771;84;284;275;11;490034637;487645353;80526;371110828;368857351;80010;20408013;20371034;3239;4166138;4186068;1031;16490478;16525131;14646;373914;373152;207;76734841;76637729;35997;642275;640746;519;0;0;0;102008;37181;20;17037629;17067755;610;72409430;71426458;81886;0;0;0;26960621;26873224;1431;1327240;1329209;77;234428211;110345894;22069171;35049157;7009830;1907361;13151980;212660;42530;23891;4777;800;36953;40;0;156620182;31324036;66518576;13303716;684180;17336140;0;0;0;0;266966076;53393207;101567733;20313546;2591541;30488120;112316677;6495161;118811838;334619;10745;59;0;234435447;15804250
Омская область;260418210;262729430;27565;16970119;17010954;170106494;4015;1281;1750;19244;16;-1191067;0;190602073;191532887;975903169;26372;-11172;0;322562;354655;2127930;301;612;612;4269;3;0;0;0;0;251984;249714;1248566;173;37841212;38020746;236389278;11181;14440342;14411593;4472;41425;46129;78;15591543;15553208;6850;267649;267158;1395;180;180;1;500;531;28;41586;10572;22;22;1;2;220468280;222962752;26492;167677633;170012189;26285;3365841;3365449;586;965838;965219;484;13954508;13982602;4212;253496;249538;168;34002208;34147838;10554;252147;242973;216;0;0;0;1306;465;1;588416;594615;439;47858753;47593787;27843;0;0;0;8109040;8076834;753;11943381;11946127;78;58713114;31152655;6230530;7169513;1433903;610310;4186317;34919;6984;34911;6982;34911;-34909;2;0;13835755;2767152;11467923;2293584;5414;468154;0;0;0;0;44988410;8997682;18637436;3727487;615724;4654471;17469730;1657184;19126914;252;38;2;0;58713111;583484
Оренбургская область;252786459;252508680;19198;11635797;11411420;114114182;2749;1767;1761;19368;20;-89409;0;203208081;203172717;1015864178;18304;-516;0;1933459;1935373;11611827;360;3882;3882;19408;4;-15;0;0;0;712738;696474;3482373;152;29517651;29420701;184564318;8234;4782233;4772299;3473;194466;194458;26;5882697;5861355;5240;323753;314354;1286;2;2;1;11205;1876;45;15195;12476;22;128;3;3;187423837;187606474;17742;149699227;149954674;17587;3411895;3410591;284;564980;564463;242;4982312;4988481;3180;705134;688523;146;27862237;27788020;7674;193294;193298;259;0;0;0;12012;10490;9;4816489;4817382;264;70553377;70089637;19638;0;0;0;9671462;9650835;553;9040773;9041440;73;98701883;23789571;4757913;5482556;1096512;579627;3081774;38863;7772;24595;4919;53;2800;11;0;117286127;23457224;109681674;21936335;58138;1462751;0;0;0;0;141075698;28215137;115164230;23032847;637765;4544525;5795563;1921746;7717309;13557;1289;22;0;98701887;4813323
Орловская область;86509388;86608482;10764;11550106;11559060;115590604;1932;241;37;405;1;-108113;0;50820616;50888135;254440985;9984;-835;0;967560;967789;5806928;228;0;0;0;1;0;0;0;0;146088;146327;731638;84;18284251;18213457;122082080;4668;4631373;4611766;1444;5011;5003;20;4849087;4831100;2197;270139;268023;623;45;45;2;3483;3467;27;5580;870;9;0;0;0;79235020;79351949;10189;53441831;53592993;10121;3254062;3247192;298;423324;422672;214;4730071;4727106;1423;145376;145319;75;16996440;16972353;4347;243256;243761;116;2;2;1;150;150;2;110131;110131;68;11151096;11116915;10893;0;0;0;3706973;3692706;335;1112792;1112792;29;17335098;8791021;1758204;2383108;476624;159074;1122506;399743;79949;27289;5458;23846;50645;11;0;1301471;260295;80097;16020;820;243455;0;0;0;0;10092492;2018499;2463205;492644;159894;1365961;1771423;20786;1792209;140225;577;14;0;17335099;106717
Пензенская область;152930669;153015823;16501;18166213;18239542;182382939;2375;-57;372;4095;5;-139073;0;102866502;102824099;514105783;15659;3008;0;1012701;1013322;6079916;442;0;0;20443;0;0;0;33;0;79643;78779;393888;165;22811492;22747815;146731325;7859;7752879;7744245;2875;6618;6118;13;8113071;8107372;4332;115778;114616;1283;10;8;4;2977;2818;48;7997;3034;23;0;0;0;135386495;135839797;15842;102757274;103193204;15725;3579817;3584602;485;325771;326133;186;7682339;7696820;2700;79162;78299;161;20864818;20863652;7446;95221;94997;192;0;0;0;601;155;2;15297;16184;29;22523611;22141639;17039;0;0;0;4865457;4858213;331;1687396;1687023;54;20522310;15288875;3057776;1884992;376998;136636;2544142;0;0;0;0;0;0;0;0;6136645;1227329;2521436;504288;9930;713111;0;0;0;0;21425520;4285105;4406428;881286;146566;3257253;2542313;771043;3313356;0;0;0;0;20523595;12741
