GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Новгородская область;110394122;110440511;7688;8863569;8862296;88622949;842;172;172;1891;8;7256;72970480;73040750;365213134;7407;0;919545;938270;5629626;216;131;131;8691;5;0;0;1983;0;207905;208163;1040817;92;24363079;24372741;151032294;3649;2269356;2223310;1587;338549;338549;15;3062104;3011252;2559;324657;324275;595;0;0;0;853;853;21;42237;20097;8;-51;0;0;104240397;104317917;7347;75514541;75629431;7294;5918048;5911047;370;457700;455316;180;3094213;3093814;1490;205368;205626;92;18744538;18716695;3480;305987;305987;155;0;0;0;411;411;1;1064943;1066293;90;16378578;16305900;7771;0;0;0;10885174;10868312;221;943992;943992;21;200711646;0;9426976;1885397;1545496;309098;366138;1210161;2006;401;87;17;142;242;3;0;3786717;757344;1218857;243771;56601;456972;0;0;0;0;13213693;2642741;2764353;552869;422739;1667133;2543959;508793;45260;9052;537;499204;467;0;0;0;467;9;0;239449;2783408;661;0;3;0;200711646;1021571
   Новосибирская область;810502196;809763292;79001;81450284;81276605;816721104;8946;41630;41528;455764;49;6244;545329123;544998663;2725990317;76353;166;4452340;4456646;26937066;1205;1003;1071;11109;4;0;0;0;0;435590;434809;2174048;208;148650021;148586023;1027834314;39540;27034830;26853316;18712;159102;158088;68;29778433;29593394;26726;605493;607153;2192;1433;1419;12;14343;14416;65;275163;158326;76;-1405;311;2;715595419;714894388;77270;515596757;515470643;76813;28273205;28269356;3449;7897491;7899735;1319;32950781;32876406;17600;427125;427761;190;129541880;129442696;37436;530761;529953;505;1572;1572;9;171993;98644;16;27949841;28010139;439;113013547;112963927;78078;0;0;0;45242467;45323787;1387;2846227;2770784;93;412375435;0;169163769;33832757;44271577;8854316;2985199;21993242;507073;101415;234444;46889;7214;47312;65;0;315252459;63050492;148962794;29792558;1383791;31874143;0;0;0;0;484416228;96883249;193234371;38646874;4368990;53867385;328633996;65726798;4264335;852867;32667;64841264;706595;748309;149662;270;556663;92;0;12937938;341571934;471522;13616;53;0;412375435;27724927
   Омская область;335088343;335032722;27034;24700168;24692218;246910225;4276;20018;31041;341454;26;-294;236852509;237144342;1185809007;25763;0;586861;578555;3471330;277;5;5;25;1;0;0;0;0;197927;194883;974415;152;57298773;57040110;354979659;11618;14650844;14573979;5295;13388;13420;36;15432327;15350596;8363;377857;377527;1161;419;419;4;570;581;23;69649;50000;21;0;0;0;271952736;272043634;26228;204335842;204774952;26070;3208969;3197834;533;1223757;1223980;575;15935941;15915904;5054;198013;194635;150;46760574;46441981;10955;287315;294265;203;128;0;0;667;259;3;610772;613099;281;73812746;73653477;26755;0;0;0;10835963;10820601;771;8794573;8794888;50;73204672;0;41256988;8251396;10907197;2181439;679973;5389984;20625;4125;7592;1518;355;2252;6;0;44729966;8945995;9290491;1858098;7250;7080647;0;0;0;0;85986954;17197391;20197688;4039537;687223;12470631;22398179;4479635;200110;40022;103182;4336431;6712;195;39;0;6673;8;0;3093061;25491240;6848;0;4;0;73204672;586349
   Оренбургская область;472985424;472296072;18288;16899388;16860517;168605184;3103;2529;2446;26912;18;1636;344557844;344143607;1720718031;17204;0;5851144;5850833;35104995;396;0;0;0;0;0;0;0;0;929296;925230;4626147;184;89887073;89808585;551693643;8623;13850126;13793506;4233;458216;458307;19;14842650;14720374;6216;234217;233346;1161;0;0;0;1423;1423;39;46945;22474;13;284;0;0;323550864;323173097;17248;223893126;223678037;17124;3365896;3364879;313;1436802;1433946;253;15744006;15742262;3911;929054;924649;179;78008957;77854468;7950;175424;174754;244;0;0;0;18603;188;1;6185011;6180149;217;151608817;151290777;18638;0;0;0;8038818;8036298;491;7319098;7313671;75;193741757;0;28786737;5757349;4957992;991600;504760;4260989;22019;4404;0;0;0;4404;18;0;99224518;19844904;82521684;16504336;53773;3286795;0;0;0;0;128011255;25602253;87479676;17495936;558533;7547784;33812989;6762598;83055;16610;6835;6739153;6039855;31;6;0;6039849;25;0;1077109;34890098;85235;13595;14;0;193741757;6164066
   Орловская область;124985536;125079359;10231;17809298;17786183;177861833;2003;7686;7674;84412;5;1002;67952032;68105805;340530618;9430;0;1731767;1719932;10318623;265;382;382;1919;3;0;0;0;0;126007;126031;630153;82;29763699;29745001;198178846;4817;6751866;6721964;1844;4588;4588;14;7590864;7584701;2768;137623;144820;589;54;54;1;6286;6332;18;11202;8775;5;0;0;0;113952535;114024695;9712;72878451;72999357;9624;4742754;4743855;338;921176;921325;258;7839875;7841834;1715;124090;124114;80;27339291;27283292;4568;104962;112498;132;0;0;0;10;0;0;63110;63178;47;16131727;16158183;10389;0;0;0;4929373;4929044;350;426235;426235;34;32591894;0;10013969;2002794;2885748;577149;198976;1226669;34889;6978;34839;6968;0;10;7;0;2130795;426160;60647;12130;2431;411599;0;0;0;0;12144764;2428954;2946395;589279;201407;1638268;1702491;340500;13269;2653;3024;334823;4;0;0;0;4;1;0;16068;1718559;42947;0;14;0;32591894;60845
   Пензенская область;210228924;210052699;15725;28888649;28875104;288747502;2493;-2128;1743;19174;8;1194;134098682;133966835;669808973;14878;0;1459048;1436686;8618668;436;0;0;0;0;0;0;0;0;138454;132635;663175;179;35294058;35312673;224599648;8037;9923537;9888280;3636;1126;1705;6;10351258;10325814;5391;77503;77823;979;7;7;3;804;804;38;427663;419065;11;0;0;0;183533784;183425578;15160;137100551;137033903;15082;3726617;3728052;470;521760;521887;271;11282466;11241635;3392;138111;132292;176;30691414;30694636;7679;81074;81400;155;0;0;0;0;0;0;906008;906545;27;32347524;32275416;15970;0;0;0;6008664;6013124;294;1138257;1138204;73;30985138;0;18555839;3711167;2888597;577721;296848;2836598;59261;11852;41338;8268;668;2916;5;0;11245110;2249023;4585878;917175;17680;1314168;0;0;0;0;29800949;5960190;7474475;1494896;314528;4150766;4420011;884002;19988;3997;503;879502;29586;0;0;0;29586;2;0;846018;5266029;0;0;0;0;30985138;2801
   Пермский край;700764688;700257692;44207;24394760;24363014;243630076;3915;1130;26;281;5;3447;527349100;526910725;2634553452;43120;20;6013254;6022874;36137198;997;-2355;325;1625;6;0;0;0;0;2671288;2670627;13353140;379;117062920;117084951;706003455;22005;21016738;20969982;11125;459795;459795;35;23272324;23201824;15821;1178717;1172794;2704;126914;126914;6;8051;8090;45;1898783;1894632;30;141;350;5;509417231;509279701;42653;367806982;367788136;42364;10106730;10097740;1238;1949896;1934273;509;22781227;22717729;10389;2663784;2663128;362;103065151;103059792;20991;1054679;1043714;396;0;0;0;8;8;3;2854276;2854407;220;209915604;209555775;45610;0;0;0;18192835;18225149;549;13559804;13561522;143;493801691;0;77123565;15424711;14044741;2808951;1276506;11339254;12547;2509;7023;1405;2208;-1104;31;0;55678755;11135751;19230379;3846076;64467;7225208;0;0;0;0;132802320;26560462;33275120;6655027;1340973;18564462;33924324;6784863;1392287;278458;93746;6412659;31177;44909;8982;57;22138;19;0;7337094;41261418;90098;7762;16;0;493801691;1965492
   Псковская область;72639335;71979931;7719;14293249;14293553;142935530;962;1562;1472;16194;7;17;43562775;43408405;217041621;7486;11966;1743420;1300865;7805181;161;0;0;1600;0;0;0;0;0;71266;71097;355483;76;10995105;10968372;67609242;3318;1664777;1680626;1397;24827;33650;13;1959935;1924143;2156;108186;142361;620;0;0;0;-18758;99;9;6246;3234;5;0;0;0;65380750;65052213;7396;49666698;49388727;7323;2832426;2832010;439;662226;657964;338;1790201;1769321;1261;72952;70228;73;10262827;10243127;3104;94283;94768;116;0;0;0;68;59;1;1272104;1104412;409;9791409;9610478;7604;0;0;0;3568253;3523142;696;277549;277549;10;19844626;0;7677851;1535569;1124618;224924;246755;1063890;8482;1696;2767;553;0;1143;7;0;674093;134818;337819;67564;6690;60564;0;0;0;0;8351944;1670387;1462437;292488;253445;1124454;369649;73930;13811;2761;1077;70092;5904;0;0;0;5904;1;0;166374;536023;575;0;1;0;19844626;1099453
   Ростовская область;870017763;869030630;59259;81305159;81276083;812761797;8861;113582;71059;781654;85;33343;528125246;527468452;2637318453;55420;8;14448511;14419287;86515647;1189;10327;10327;126428;14;55;55;806;1;1124271;1122821;5614110;470;200717131;200596506;1289294525;34649;35909877;35760574;14813;761605;760594;89;44146673;44044174;20777;566653;562060;1818;2681;2681;13;3952;4744;103;195849;40532;47;766;832;7;814398087;814132298;57198;540771193;541116277;56584;37124316;37019088;3394;4592919;4632446;1236;42540059;42592500;13799;1100961;1097043;450;187909871;187301586;32803;408048;407642;462;1331;1310;2;15632;1381;6;34754619;34733103;751;115450719;114506134;57767;0;0;0;93730076;93621966;3161;1729287;1706482;96;916827840;1465;106224293;21244860;27901123;5580225;9255205;6409430;92237;18447;34765;6953;207;11287;64;0;67721625;13544325;2369167;473833;173884;12896608;0;0;0;0;173945918;34789185;30270290;6054058;9429089;19306038;19280689;3856139;1661156;332231;1071091;2452817;156212;42886;8577;8820;138815;88;0;62635171;81915860;161742;10455;28;0;916827840;34601359
   Рязанская область;307464017;307811601;20346;24706496;24709638;247096372;2675;874;874;9609;14;71393;204002462;204274680;1021373401;19332;0;3252842;3300433;19802592;457;12;12;62;2;0;0;0;0;101247;101249;506247;123;60581514;60582114;374075832;9722;13737381;13757626;4154;38093;38093;32;14747238;14771435;6132;156727;156394;939;29;29;1;2862;2862;33;47901;7029;19;0;0;0;257908816;258316406;19613;180645062;181217647;19476;9001659;9030388;686;1178895;1174341;339;17071036;17072889;3837;98571;98633;119;49716594;49625027;9167;117619;117619;194;0;0;0;474;474;5;507917;507128;116;55059757;55029512;20571;0;0;0;5770022;5851041;229;385829;386138;35;60635197;0;18338055;3667611;3579145;715826;425514;2526271;58;12;58;12;0;0;1;0;57834392;11566878;1529647;305929;57086;11203863;0;0;0;0;76172447;15234489;5108792;1021755;482600;13730134;2998995;599798;6215;1242;0;598556;2975;0;0;0;2975;11;0;561701;3560696;66208;272;2;0;60635197;238908
   Самарская область;1067277254;1065547002;79217;44131158;44136651;441357899;6812;7112;9751;101675;25;3510;762630185;760918338;3807888739;76767;1;14923173;14915124;89490744;1057;2418;2403;27010;9;80;80;479;1;608370;604394;3021969;332;199811482;199674418;1223640784;37447;42123880;41975516;17336;208827;204613;91;45161929;45281567;24265;3175506;3377135;2375;1738529;1738529;15;1976;1915;45;126845;137748;49;148;151;2;848370649;847184601;76709;577416375;576761420;76180;33684521;33621418;2048;2635784;2636440;827;50146863;49968519;16476;601098;596115;311;182234447;181961481;35414;1342730;1330410;706;80;80;1;4176;3896;6;8806237;8790004;525;231412305;231072729;78855;0;0;0;17947980;17920260;835;13303332;13279532;181;401816989;0;114486240;22897248;29658079;5931615;2768020;14197613;63513;12703;3454;691;6344;5668;19;0;101403213;20280641;22860432;4572085;145216;15563340;0;0;0;0;215889453;43177889;52518511;10503700;2913236;29760953;46503799;9300761;1175643;235129;1530182;7535450;37542;1723;345;0;37197;43;0;7704043;54207842;107340;7135;25;0;401816989;8643296
   Саратовская область;389564245;389385260;30812;41967582;41921174;418983891;4552;28814;36362;399982;19;7236;229641710;229580447;1148140383;29118;37;12768291;12740858;76448389;608;0;0;0;0;736;807;4257;3;804442;804445;4022222;210;80240740;80234859;521341641;16608;21749489;21698701;7651;963249;965185;69;24102620;24056306;10626;269360;269009;1041;0;0;0;5302;5302;26;9198;5089;23;0;0;0;340220798;340581227;29773;234739889;235150006;29552;6049704;6057042;632;806281;797683;422;23315836;23304932;7279;818709;818409;196;74279344;74242630;15551;207128;207207;222;0;0;0;2684;1975;7;1509504;1511170;214;66545703;66084535;30692;0;0;0;18406504;18490543;595;1469674;1496740;40;110870874;0;35618691;7123735;7551340;1510271;1045030;4568434;391797;78359;53199;10640;881;66838;19;0;21759642;4351929;2287171;457434;6842;3887653;0;0;0;0;57378333;11475664;9838511;1967705;1051872;8456087;10589014;2117804;463704;92741;36768;1988295;11286;39552;7910;166;3210;25;0;875317;11464331;7920;21;4;0;110870874;1399161
   Сахалинская область;90433370;90448577;5218;6832288;6745308;67453071;995;314;314;3452;7;1126;66512969;66507893;332542760;5050;0;432019;469345;2816071;71;389;389;99617;1;0;0;0;0;82972;82806;414031;65;13577527;13671286;87551111;2340;2248520;2225198;798;178507;178508;18;2994153;2970662;1544;875111;874518;650;175;175;2;83;83;4;17107;16966;1;0;0;0;93181721;92997385;4928;74357406;73253574;4857;3280498;3293282;368;34421;34421;34;3345994;3347998;754;83018;82236;61;11166746;12143026;2192;909809;839021;241;3644;3644;2;0;0;0;8134535;8136962;134;27410294;27442692;5233;0;0;0;37378648;34803337;533;258971;222366;11;249741850;0;17653314;3530664;1326256;265252;246253;3019159;148562;29712;9471;1894;11665;16153;14;0;6693877;1338775;495878;99175;42374;1197226;0;0;0;0;24347191;4869439;1822134;364427;288627;4216385;5620654;1124131;1261566;252313;424472;447346;322568;100000;20000;0;302568;12;0;6265607;11886261;473895;830;8;0;249741850;8136700
   Свердловская область;2176981077;2159699664;115380;58425408;58419473;584194508;7788;72795;72733;800067;58;-12799;1397132560;1379687922;6898409474;112292;135;161477342;161395194;968371243;2581;1271;1197;91058;14;27145;27145;136061;8;1960944;1959684;9798421;658;446553580;446692249;2701016706;64347;103572179;103543640;31860;1481291;1498460;197;111368388;111332907;41623;1407018;1385124;5392;10360;10360;17;48903;49214;135;316597;184930;103;0;0;1;1967024338;1943975050;112253;1390286303;1368320522;111522;51013488;49966031;4633;14100741;14101120;1589;123946431;123586391;29641;1938661;1936300;633;384870611;384990770;61753;1313485;1154449;1216;-380173;4604;13;32755;11332;19;6186646;11639169;925;281179334;281063569;117017;0;0;0;74328869;74067056;1398;7931922;7844436;269;871606934;0;223014267;44602854;52716104;10543221;6011918;28047715;1014207;202841;21129;4226;23508;175107;46;0;766387612;153277520;292855549;58571108;648101;94058311;0;0;0;0;989401879;197880374;345571653;69114329;6660019;122106026;72965855;14593170;3793891;758778;118180;13716212;223379;1285539;257108;4121;-37850;77;0;7778349;80744204;736946;246073;47;0;871606934;11420939
   Смоленская область;244264855;244420687;21412;18275812;18274715;182747828;2647;197;148;1633;4;30;155273321;155974385;779871568;20201;0;5571803;5231808;31387411;485;0;0;0;0;0;0;0;0;100841;99087;495436;114;56954534;56774575;349020402;9201;6384610;6364485;3505;1228015;1227615;46;8087536;8065731;5249;490666;492419;1806;954;949;5;490;455;18;3380;2366;23;0;0;0;222185889;222567873;21301;133190810;133650052;20754;7424483;7414729;1098;25792838;25805794;5158;9272188;9261686;3233;98346;96592;110;46081239;45874857;8486;464308;464167;579;0;0;0;266;266;4;6246013;6090699;1482;29965351;29888378;19105;0;0;0;13592484;13587447;4631;146500;146500;22;159935179;0;17769277;3553857;2954152;590829;250567;2712461;17518;3504;11509;2302;1;1201;23;0;7280453;1456090;539339;107867;8205;1340018;0;0;0;0;25049730;5009947;3493491;698696;258772;4052479;4522535;904507;735879;147176;4279;753052;153630;502231;100446;1622;51562;41;0;8181980;12704515;2622724;160426;256;0;159935179;6080674
   Тамбовская область;152241641;151788214;10267;40086867;40092000;400926714;2871;25392;24770;258121;18;3056;69789587;69652125;348319064;9240;0;422802;420948;2527664;202;-11;2;22;1;0;0;0;0;239734;232435;1162175;114;31783921;31546638;239651438;4744;8934776;8854189;2091;627599;627599;5;9896795;9816833;3188;131012;130934;925;0;0;0;1560;1555;24;5076;1450;7;112;123;4;140450304;140403658;9802;99980237;100018477;9731;1626343;1626343;129;442300;438863;114;9474803;9437124;1914;238610;232390;114;28594161;28553492;4419;93461;93461;169;0;0;0;2637;91;1;692053;692060;6;18649466;18327444;10630;0;0;0;7409146;7491439;190;371664;386335;27;24229715;0;12602881;2520575;2011429;402284;108915;2009376;11014;2203;0;0;0;2203;2;0;12283543;2456709;4063367;812674;2296;1641739;0;0;0;0;24886424;4977284;6074796;1214958;111211;3651115;1892688;378538;278426;55686;24851;298001;10086;11487;2297;2297;5492;5;0;1521228;3413916;20756;0;1;0;24229715;690957
   Тверская область;240799778;240724504;19807;14380112;14373366;143684822;2176;17727;17211;189318;18;20552;164976808;164956031;825376550;19227;0;14148963;14148935;84893727;433;117;354;2224;3;0;0;0;0;252621;252557;1262787;120;40615715;40611266;249593770;9346;5570572;5568554;3897;26287;26119;34;6383504;6340083;5869;379676;377624;2182;2;2;1;752;752;21;18328;16507;10;0;0;0;213892879;213868857;18630;161163814;161134242;18475;11066054;11077207;618;874697;874116;303;7602789;7600389;3650;252402;251971;116;32604098;32596708;8910;334691;334633;291;0;0;0;0;0;0;1979668;1984030;159;33703345;33648644;21149;0;0;0;8351114;8356288;344;951354;951354;50;46797886;0;29775434;5955087;4238273;847655;242163;4865269;4566;913;0;0;0;913;5;0;4365710;873142;217474;43495;7398;822249;0;0;0;0;34141144;6828229;4455747;891150;249561;5687518;4978229;995646;203710;40742;2985;951919;14;0;0;0;14;1;0;1454420;6432649;958;0;3;0;46797886;1983690
   Томская область;352424244;352338463;14981;20553805;20555208;205552141;1670;8407;8407;92472;3;432;275437290;275424932;1377128675;14563;-4;894175;916849;5501093;244;0;0;4673;0;0;0;0;0;251157;251157;1255785;95;45946108;45890748;279783368;7288;8556309;8517248;3492;274675;275228;12;9332556;9290134;5031;124968;122291;1300;854;854;4;1396;1233;19;7655;670;11;-20;3;1;269029927;269129142;14495;210815974;211005042;14396;3280438;3277466;329;345036;344540;135;11285475;11275382;3227;251073;251073;94;42990530;42920139;6965;64948;64938;183;0;0;0;0;0;0;518531;531425;59;89424983;89228636;15633;0;0;0;6420217;6407962;419;5124133;5129228;88;38182709;0;33342889;6668580;5622637;1124528;571483;4972569;392760;78552;5730;1146;1261;76145;12;0;14389516;2877904;1386658;277332;30413;2570159;0;0;0;0;47732405;9546484;7009295;1401860;601896;7542728;5720906;1144181;32887;6577;29591;1108013;4214;0;0;0;4214;19;0;2528387;8249293;405191;0;4;0;38182709;525144
   Тульская область;433719373;431925417;24182;28417953;28407050;284070497;2724;17010;17010;187111;11;12327;291554775;290441677;1453396229;23275;0;3810622;3823563;22948397;511;12006;12091;65132;6;0;0;0;0;561932;561161;2805807;247;87817311;87396499;540171611;11956;16206716;15970008;5264;74149;70311;37;21529401;21267372;7430;1360470;1359920;1577;0;0;0;3642;3642;57;1122340;1105675;20;-1;0;2;399941219;397946356;23153;275168377;273610805;22949;27603159;27647817;821;1147238;1159009;450;23857756;23848264;4932;555808;554939;239;70282792;69799424;11339;1327362;1327372;361;92;92;1;0;0;0;235864;235484;90;69062592;68918313;24713;0;0;0;32196618;32642235;510;2982274;3004472;122;339677511;0;42418159;8483634;10825584;2165117;1502657;4815860;90;18;0;0;0;18;1;0;9392972;1878594;280401;56080;10363;1812151;0;0;0;0;51811131;10362228;11105985;2221197;1513020;6628011;9079714;1815943;770225;154046;760585;901312;3378;248;50;987;2341;7;0;2275891;11355605;7289;0;4;0;339677511;229371
   Тюменская область;787285618;786626350;25881;14360388;14342145;143422357;2550;677;663;7291;18;1025;573432511;573193796;2865967563;24916;16;2067779;2032270;12251959;481;455;455;2276;6;0;0;0;0;815543;815906;4079527;170;165445936;165091771;997926773;12977;27120246;27126953;6931;25728;26082;38;31162633;31142077;10042;2317031;2348482;1712;24;24;1;2794;2794;42;4613;2405;7;3;3;1;644931263;644961168;24876;446939763;447189654;24636;8733648;8745460;374;679880;679420;178;36581935;36506668;6498;797227;797555;163;149165081;148879693;12291;2195710;2277476;357;0;0;0;0;0;0;216104;206326;67;160477839;159822623;26437;0;0;0;15837321;15864061;557;23731998;23698352;64;323663483;0;87984425;17596886;21222719;4244541;2256031;11096314;291921;58384;13000;2600;352;55432;20;0;22309910;4461983;2568960;513793;490945;3457245;0;0;0;0;110294335;22058869;23791679;4758334;2746976;14553559;54940307;10988061;4879568;975913;1048184;8963964;268587;4262;852;4236;263499;40;0;9378117;64318424;1485;60;1;0;323663483;204942
   Ульяновская область;188344505;186493954;19352;16111411;16104213;161042144;2109;3184;3184;35020;15;249;130224071;128431263;642178110;18634;24;2725042;2725046;16350279;399;618;618;3088;4;0;0;1;1;141265;140980;704903;140;31337108;31329611;197030901;8871;6997860;6996849;3997;50540;50540;20;7802127;7759328;5938;267826;267381;1112;1599;1599;2;1105;1105;11;1905;1813;6;23;23;1;170155332;168442751;18756;126596851;124862697;18636;7327122;7344868;447;473255;471150;222;8517555;8521507;3708;136846;136193;132;26825864;26828836;8347;278574;278172;235;0;0;0;0;0;1;1203919;1202705;80;23612129;23498004;19608;0;0;0;6345186;6366932;342;59187;59187;19;35860673;0;27732290;5546457;7587551;1517512;671957;3356988;422;84;0;0;0;84;4;0;6274478;1254896;890194;178038;27129;1049729;0;0;0;0;34006768;6801353;8477745;1695550;699086;4406717;5267185;1053437;313322;62663;60243;930531;241;61;12;0;229;2;0;10797028;16064213;3780;0;2;0;35860673;1200693
   Челябинская область;1155928485;1156043830;77496;36837692;36809270;368092337;4575;19596;17917;197078;35;44842;818542226;818035970;4090168012;75364;486;23608982;23459309;140714079;1575;0;0;0;2;0;0;0;0;1362567;1361239;6806194;410;232045620;232181752;1408193367;40881;39843943;40531889;19498;926333;936622;85;43459888;44170853;25802;608310;606900;3248;883;879;12;13693;13621;80;192718;97551;94;-50;10;4;1021442018;1022056789;75533;718424483;718656177;75021;30133809;30131249;2449;16791254;16809303;1166;47305114;47035691;18482;980208;979065;396;207804040;208156541;38801;528556;528460;603;-271196;0;0;881;806;8;8659357;8690342;875;152072749;151468647;77542;0;0;0;25370261;25381220;2008;7758324;7858045;173;489648575;0;112931541;22586304;22402940;4480589;1248578;16857137;70459;14092;139458;27892;5582;-19382;36;0;530023682;106004735;379811532;75962306;185768;29856661;0;0;0;0;642955223;128591039;402214472;80442895;1434346;46713798;19395795;3879159;525073;105016;55752;3718391;43363;60547;12109;2566;28688;41;0;4861125;24256920;306379;31733;63;0;489648575;8510470
   Ярославская область;374430169;380963204;32856;12335806;12336033;123347404;2433;12;9;101;5;-2361;244581529;252029236;1260146745;32162;6;1935064;1919543;11512443;456;0;0;10;0;0;0;97;0;293846;293813;1469066;207;96347703;95484171;582945674;15421;16289603;16252362;6290;756110;756128;56;18932741;18897763;9213;368122;368109;1137;756;756;7;7130;7130;37;45651;30198;18;0;0;0;316227989;316498973;31725;221430915;221905074;31559;11114656;10927354;853;922410;921062;434;18831632;18841091;5901;293573;293536;207;63441240;63407624;14637;213360;213460;310;0;0;0;19;2;1;1224480;1224382;168;65010017;71279102;33095;0;0;0;7553484;7576305;498;2022165;2017821;65;91228117;0;62420911;12484183;11074139;2214823;1138491;9130869;121876;24375;4211;842;293;23240;19;0;11796872;2359372;1883595;376719;3235;1979418;0;0;0;0;74217783;14843555;12957734;2591542;1141726;11110287;51902036;10380405;244261;48852;10126;10321427;86064;0;0;0;86064;27;0;605918;52507954;115347;5292;11;0;91228117;1214289
   г. Москва;22124574185;21964611730;619049;814526399;814128185;8142431577;48816;1898573;1897792;20875700;178;8125479;14890052724;14739788923;73714223173;601247;18363;97193092;97601124;585807122;7052;1861048;1862259;9393291;81;771348;770995;3886431;121;29073252;28399439;141997198;991;5055016943;5050399917;31295869070;328535;942127056;938629032;132034;186114196;185850274;776;1228388818;1223900190;182376;100368700;98914387;28002;1112200;1109657;415;-15452;16112;114;5809213;4499592;1036;-8275;2514;51;19825825364;19667341557;601119;12640627751;12492922199;594150;1359142352;1358769341;57368;130896505;130699380;13226;1159492096;1158384550;121616;29021519;28343255;955;4426179019;4418184160;315193;79827510;79389285;14673;538579;534737;175;454353;379095;146;992875341;993073042;5647;3202781239;3190028538;611450;102698383;102734734;4515;1790146261;1781914362;6884;239306749;239338464;780;13606535125;0;4430164629;886032926;1170432777;234086558;98672870;553273498;36093555;7218711;9975860;1995172;227736;4995803;713;0;225115387835;45023077566;159408606233;31881721248;140397922;13000958396;3319537;663907;64;0;229548872001;45909774399;160579039010;32115807806;239070792;13554895801;27599919124;5519983824;6524541541;1304908310;10946081;4204129433;29106665;16313407;3262681;132063;25711921;779;0;42988487997;70588407121;8125085;316938;307;0;13606535125;988047287
   г.Санкт-Петербург;7217402884;7198634284;268764;291764384;291281353;2912829271;18998;15113;15709;172803;85;57506;5128689496;5116326178;25583017351;261954;1090;20709536;20390386;122461258;3240;7905;7271;52670;23;38170;38185;636486;10;2965092;2876129;14334134;544;1422944654;1421485814;8632989220;154261;329759265;326117103;70347;3149742;3161639;230;350213870;346146895;93252;16963707;16730803;9761;74961;74737;85;11819;11748;129;433147;250089;254;-2310;322;23;6633461704;6613825412;262714;4686902954;4669479585;260354;261396082;261285317;21242;17478018;17541701;5274;435415628;432035329;65149;2915770;2826945;514;1215418203;1216862350;147653;13950647;13840401;3824;3760;3760;14;92573;41625;23;450406795;449165237;3053;969160072;967803280;268756;0;0;0;817535186;814686607;3408;259170769;259278380;318;9833241175;0;931418480;186283700;338194867;67638976;21081641;97563083;399720;79944;242214;48443;697;30804;34;0;7343915787;1468783157;6487315301;1297463059;17647754;153672344;0;0;0;0;8275334267;1655066857;6825510168;1365102035;38729395;251235427;458045474;91609095;29952849;5990571;2004117;83614407;356129;997500;199500;35741;120888;193;0;620279269;1078324743;447896;23805;118;0;9833241175;448901502
   г.Севастополь;41191171;41040913;6024;2771580;2772679;27726786;806;0;0;0;1;169;27491605;27419873;137099363;5783;2;54135;54194;325166;66;0;0;0;0;0;0;0;0;106055;106055;530274;47;8757828;8692582;52631583;3708;1823426;1800412;1604;0;0;0;2009797;1995360;2227;29141;28938;439;7;7;1;966;966;14;0;0;0;0;0;0;34557832;34482637;5786;25284474;25269521;5698;18431;18431;19;15588;13433;33;2990083;2971086;1549;103955;102989;44;6129219;6091095;3476;16082;16082;27;0;0;0;0;0;0;7592;7592;11;6899588;6823531;6400;0;0;0;217138;216455;46;94044;94044;10;436281;0;9177391;1835477;317414;63484;373201;1398792;1139;228;328;66;53;109;2;0;1266529;253307;53585;10717;436;242154;0;0;0;0;10443920;2088784;370999;74201;373637;1640946;16341007;3268202;111490;22299;22935;3222968;14658;17143;3429;157;11072;7;0;23829;16364836;37011;0;5;0;436281;7592
   Еврейская автономная область;6827177;6802438;613;588118;591796;5917959;157;196;308;3384;7;0;4039816;4031025;20155124;552;0;1558;1259;7552;14;68;68;379;1;0;0;0;0;119906;119906;599532;14;1496238;1489154;8968509;205;571117;561388;99;0;0;0;581345;568990;178;13807;13935;386;0;0;0;111;111;5;13123;417;1;0;0;0;6000891;5977109;578;4231203;4221345;569;120527;120677;45;9317;9317;6;397076;386341;89;119906;119906;14;1112851;1110145;194;10012;9378;29;0;0;0;0;0;0;1803841;1803841;22;960207;948743;887;0;0;0;1916780;1911475;103;0;0;0;28718162;0;1245192;249037;326353;65272;29060;154705;348420;69684;115621;23124;5564;40996;5;0;23166;4633;1389;278;0;4355;0;0;0;0;1268358;253670;327742;65550;29060;159060;460360;92072;30123;6024;0;86048;3;0;0;0;3;1;0;0;460360;0;0;0;0;28718162;1791227
