GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155
   Забайкальский край;26740431;26624413;2318;1630288;1630162;16301615;396;8013;1096;12063;7;17983;20417824;20348359;101741281;2190;0;89735;75752;454501;69;308;308;2091;2;0;0;0;0;134707;134721;673603;36;3347448;3321857;20186556;777;963937;965056;310;57;57;1;1094417;1094854;581;144829;144108;852;0;0;0;40;40;4;33274;0;0;12;12;2;26480608;26431432;2081;20293624;20272845;2039;1822902;1821005;152;4349;4349;7;1547204;1546631;302;107539;107509;33;2602100;2576947;718;102850;102107;74;0;0;0;38076;0;0;3893785;3859207;99;4891367;4817930;2855;0;0;0;8375283;8328015;323;239622;167014;14;68415096;6478371;1295675;813249;162652;77314;1055709;42791;8558;39838;7968;39836;-39246;2;0;11015380;2203076;392770;78553;15726;2108797;0;0;0;0;17493751;3498751;1206019;241205;93040;3164506;3851500;770300;42119;8423;15042;746835;6520;21655;4331;15042;-12853;0;3851500;82308;0;3;0;68415095;3869479
   Амурская область;73736591;73749439;4170;4967312;4949408;49494080;903;77544;77544;852990;9;19925;41047345;41100237;205501730;3846;0;119003;119618;717711;67;654;654;5413;2;0;0;0;0;424039;423858;2119295;33;13664332;13660692;83709751;1577;13215599;13215883;716;0;0;0;13417140;13416319;1089;2445998;2464737;653;0;0;0;470;470;4;83;83;1;88;88;1;101061474;101117967;3925;70499555;70802933;3861;1294399;1283249;351;323967;323779;23;16458253;16223535;735;424025;423844;33;9799009;9798337;1441;2262213;2262232;61;58;58;2;0;0;0;3047404;3039476;103;12856374;12761723;4378;0;0;0;40670910;40680124;417;24600393;24639054;13;58502018;11424570;2284917;5394863;1078971;32208;1173738;1086;217;789;158;0;59;2;0;84294245;16858848;37270816;7454163;221850;9182835;0;0;0;0;95718815;19143765;42665679;8533134;254058;10356573;98252882;19650577;19224;3845;3844;19642888;83555;0;0;11;83544;712944;98965826;35472;4416;3;0;58502017;3031411
   Архангельская область;56541460;56383158;3906;2299606;2298744;22987468;566;472;476;5233;3;-2753;31726865;31727627;158645536;3799;0;327072;323783;1942694;123;0;0;0;0;0;0;0;0;350866;354723;1773619;82;15921477;15827077;95720239;1698;4630532;4570295;601;19492;19492;7;5918525;5848440;1149;130479;130277;1120;0;0;0;6148;6148;15;234;0;0;0;0;0;51430932;51441444;3690;40086152;40125572;3655;663692;665911;51;55776;55614;19;4359686;4358755;505;347274;351718;80;5842965;5808504;1638;75263;75246;115;0;0;0;0;0;0;1265371;1269770;51;11311037;11149430;4741;0;0;0;7331426;7336991;176;638610;639802;23;55022522;45721690;9144336;2227177;445439;3253220;5445677;175;35;0;0;0;35;1;0;4178412;835682;1015139;203027;2487;630168;0;0;0;0;49900102;9980018;3242316;648466;3255707;6075845;2011963;402392;23622;4724;3678;393990;41887;0;0;0;41887;1777707;3789670;0;0;0;0;55022519;1259318
   Астраханская область;31477251;31480497;2728;1040457;1037964;10379629;399;937;937;10310;9;24451;25477188;25489279;127447047;2543;-1233;430898;430833;2584920;79;0;0;983;0;0;0;0;0;12161;8700;43501;16;3518999;3518378;21951637;1153;853249;850506;433;20422;20422;7;973361;969773;911;25148;23716;205;0;0;0;157;156;4;-364;0;0;2;2;1;24114639;24127576;2576;19550383;19564988;2535;615792;615486;125;36511;36511;30;882382;881787;405;12161;8700;16;3002585;3005273;1083;14832;14832;50;0;0;0;775;0;0;4516739;4508829;162;10150444;10138910;2606;0;0;0;7274760;7262096;333;1163807;1163807;11;102386968;3959697;791946;351484;70294;66375;655277;3034;607;126;25;0;582;5;0;1510284;302056;771474;154293;3371;144392;0;0;0;0;5469981;1094002;1122958;224587;69746;799669;865427;173086;40491;8098;3076;161912;16064;39331;7866;0;8198;5420133;6285560;593829;21354;26;0;102386969;3465148
   Белгородская область;201393318;201800781;15822;45595318;45495750;454958498;2273;5038;5038;55425;17;-67569;110471852;111145961;556359686;15046;25;1501316;1501626;9009764;242;155;155;1127;2;0;0;450;0;338260;337183;1685910;151;32064107;31883801;253465667;7154;10878685;10751661;3189;104835;104770;20;11485786;11374398;4419;271552;281149;1035;1681;1681;2;4006;4001;16;2610;1123;9;-3;0;0;178157719;178867867;15439;131231209;132384413;15310;6598913;6516021;1006;907695;887248;328;12309693;12221519;2947;336941;336325;147;26516147;26273585;6790;267121;249964;256;0;0;0;-531;0;0;1261163;1275392;100;38337372;37962065;16057;0;0;0;16010931;15940838;536;1117476;1081438;52;135541492;11227039;2245407;1337441;267484;74091;1903832;38319;7664;18858;3772;211;3681;8;0;7481557;1496313;800256;160051;6014;1330248;0;0;0;0;18708596;3741720;2137697;427535;80105;3234080;1465295;293064;161485;32295;272;260497;138;0;0;0;138;558230;2023525;301373;427;19;0;135541398;1269579
   Брянская область;76857061;74521813;6301;10933034;10230572;102305722;1015;1119;1119;12310;3;326230;45092511;44802597;224012983;6004;0;1559683;1522189;9133133;140;441;441;2207;3;0;0;0;0;96128;95717;478589;71;14632620;13559408;89828727;3028;3822650;3579736;1096;126513;125410;9;4215654;3960693;1768;204843;188986;565;0;0;0;2580;2580;7;2471;121;5;0;0;0;69913976;67132004;5945;46626220;45031800;5871;3591315;3231544;307;2068968;2067115;520;3714513;3595252;992;95096;94556;67;13665888;12961568;2859;152287;150506;108;0;0;0;542;2;1;490564;477734;187;10022768;9941395;6374;0;0;0;2997173;2829889;422;1476080;1214176;14;13662659;13377999;2675598;1371418;274282;164186;2237130;563;113;149;30;0;83;3;0;2304578;460916;22307;4462;170;456284;0;0;0;0;15682577;3136514;1393725;278744;164356;2693414;590149;118031;90049;18010;42828;57193;986;0;0;0;986;298987;889136;102946;7;18;0;13662659;477318
   Владимирская область;120799486;119911639;8894;14046124;13562264;135622628;1028;251;1650;18159;6;-26887;84104462;83667266;418319051;8601;-20;938503;941745;5650460;193;0;0;0;0;0;0;0;0;151711;151627;758141;94;18834868;18804660;115815917;4580;2016924;2004737;1703;-4498;27940;46;2750501;2776008;2659;545192;543541;739;0;0;0;292;292;14;5737;1286;6;0;0;0;100785736;100219374;8530;69562701;69096038;8464;10917716;10866033;481;201279;198700;213;2310480;2286749;1542;151331;150342;89;17143322;17124122;4410;498170;496652;147;0;0;0;0;0;0;138894;165639;122;22432656;22059939;9248;0;0;0;1988660;1968841;133;311646;311646;27;27201275;11070153;2214030;2697277;539460;192184;1482386;240695;48139;123;25;0;48114;3;0;2222517;444503;215611;43122;2826;398555;0;0;0;0;13292670;2658533;2912888;582582;195010;1880941;5216376;1043277;108116;21623;15242;1006412;601;0;0;608;-7;464835;5681211;0;0;0;0;27201274;153454
   Волгоградская область;150229323;149739542;11245;11808716;11796176;117961276;1742;59691;59588;655479;26;-26092;97086731;96695664;483486199;10439;1042;7904708;7903465;47420794;346;0;0;0;0;0;0;0;0;410733;409244;2046214;104;28123929;28082774;176240890;5878;3839577;3792886;2455;81649;81649;27;4859825;4789117;3630;192565;180962;1409;82;0;0;2609;1991;26;2442;960;9;0;0;0;131664217;131387229;12257;95946197;95799935;10440;4002709;4002377;313;651700;651727;137;5222625;5194211;2312;410256;408767;100;25253862;25155790;5618;176980;174522;160;0;0;0;302;0;0;341096;341176;88;27109918;26983408;12145;0;0;0;8673560;8777274;174;1295637;1295639;53;100420661;23666153;4733230;5044879;1008974;938080;2786176;18154;3631;0;0;0;3631;4;0;23098084;4619619;20209287;4041857;49093;528669;0;0;0;0;46764237;9352849;25254166;5050831;987173;3314845;3996948;799390;111028;22206;466;776718;2969;0;0;0;2969;2640542;6637490;0;0;0;0;100420663;251178
   Вологодская область;168885028;167861868;13589;6485337;6485397;64853958;1064;4;4;41;1;480843;128145855;127663103;638318309;13355;1924;1716480;1710137;10260820;152;0;0;144;0;0;0;0;0;118785;118785;593924;112;26074069;26070728;157492526;4148;5393534;5349804;1920;590;590;2;5874875;5810518;2871;373658;371377;707;0;0;0;2382;2378;16;4733;0;0;0;1;2;172379639;171488403;13241;137303524;136451388;13173;4473608;4473692;188;1145447;1128677;93;4203705;4199186;1782;117568;117568;107;24831267;24813621;3927;299954;299726;135;60;60;1;42;0;0;3845506;3840730;113;15270440;15127381;13698;0;0;0;22210635;22215075;237;6283097;6282262;34;178605155;12625384;2525073;1135424;227086;131662;2166325;23527;4705;84;17;0;4688;2;0;545764531;109152908;531920266;106384053;35525;2733330;0;0;0;0;558389915;111677981;533055690;106611139;167187;4899655;3468377;693677;24576;4914;2646;686117;2101;352;70;39;1992;1466774;4935151;0;0;0;0;178605154;3837088
   Воронежская область;253060095;256107285;25676;35331742;35353126;353531242;3539;27965;27834;306174;17;108001;152065445;155294760;777087216;24656;2268;1943063;1936834;11633619;357;0;0;0;0;0;0;0;0;211448;209608;1048038;152;52109644;52039879;352715766;11045;10436297;10394774;4673;20481;20481;20;11260476;11212455;6570;260538;258719;935;902;902;4;425;486;13;10711;6914;7;0;0;0;231644243;234960914;24877;168626190;171978215;24733;6416414;6419556;682;978784;975725;372;12044058;12046109;4543;136300;135436;138;42880021;42854469;10288;278231;272023;179;0;0;0;3;3;1;431147;430928;118;26819433;26538615;25733;0;0;0;5531339;5538799;298;452178;452178;40;36437558;39983732;7996746;7782995;1556599;627574;5812573;15132;3026;1100;220;557;2249;13;0;15610662;3122133;1530459;306092;2610;2813431;0;0;0;0;55594394;11118879;9313454;1862691;630184;8626004;7093206;1418643;190599;38119;3061;1377463;75201;6;1;0;75200;1636622;8729828;15307;651;8;0;36437559;429696
   Ивановская область;59314289;60047374;10767;2849565;2850739;28506607;1095;2;2;14;2;-83093;46732679;47215719;236096815;10523;-13;769461;775284;4651668;167;3859;3859;24415;1;0;0;0;0;71255;71187;355942;42;7816283;7854604;47393604;3924;971163;1091651;1440;70741;70741;13;1157891;1279345;2076;43548;43154;313;0;0;0;206;189;7;2843;308;5;0;0;0;53816171;55017337;10347;40993082;42059571;10269;4051608;4054639;450;317349;317899;142;1446965;1577830;1411;71311;71187;42;6903056;6903357;3685;31415;31470;54;0;0;0;0;0;0;188408;187288;49;6056684;5554229;10731;0;0;0;693718;661159;115;12398;12398;12;9952525;7445713;1489144;1759019;351802;148061;989281;17;3;10;2;0;1;1;0;32213512;6442703;92675;18535;5753;6418415;0;0;0;0;39659225;7931847;1851694;370337;153814;7407696;1281221;256245;161416;32283;6932;217030;62;0;0;0;62;260694;1541915;3705;0;1;0;9952524;185170
   Иркутская область;250052780;248565223;14624;8432544;8420414;84203924;1584;3462;3462;38092;13;-35642;188329747;186877681;934377238;14156;1743;838300;832232;4993393;267;-254;17;83;1;0;0;0;0;556975;556007;2780042;111;40717752;40754795;248616175;6601;10624212;10584817;3349;628;207;3;11206519;11119185;4815;614669;611179;1639;222;27;2;564;564;21;18924;401;2;13;13;5;198413793;198065604;13907;144064579;143644867;13765;3600754;3693184;414;134778;140104;80;11203506;11118739;3139;463020;462052;107;38385178;38442430;6269;561982;564228;204;0;0;0;575;40;1;5483172;5376319;311;65038841;63988576;15334;0;0;0;18222423;18222586;684;6496308;6451813;42;158388585;29345891;5869182;7769683;1553933;392532;3922717;384;77;384;77;0;0;1;0;11975133;2395025;278452;55689;9545;2329791;0;0;0;0;41321024;8264207;8048135;1609622;402077;6252508;5709657;1141929;145875;29175;58693;1054061;5141;74;15;15;5111;1215655;6925312;0;0;0;0;158388586;5351819
   Калининградская область;137140695;136930621;5815;17648974;17613657;176136565;910;19411;19377;213154;24;-90346;89003855;88896549;444472639;5485;0;587395;587172;3523027;183;0;0;76;0;0;0;0;0;71040;71130;355650;51;27320743;27167404;170473781;2660;2123998;2119507;938;1090;1090;4;2385078;2376047;1457;606344;601279;449;25;25;1;332;331;15;6967;440;2;-4;5;1;88222266;87984845;5492;56941489;56790176;5375;3362081;3363826;675;1739321;1742120;235;2637981;2632318;876;63478;63478;50;23029246;22944282;2520;351983;351962;179;0;0;0;-276;0;0;1384938;1366557;264;55337096;55204827;5721;0;0;0;7174106;7007830;367;679750;679750;26;91148277;13867489;2773498;3190979;638195;126698;2008605;12804;2561;7667;1533;131;897;6;0;167687984;33537598;52498323;10499664;2217;23035717;0;0;0;0;181555473;36311096;55689302;11137859;128915;25044322;33004170;6600834;15888122;3177624;12078;3411132;9284;577;115;0;9169;6820329;39824499;31171;0;3;0;91148276;1353962
   Калужская область;201584691;201269496;9058;11937131;11934807;119345543;960;4;4;43;1;28133;152645031;152322069;761600508;8691;1;874462;876415;5258487;176;0;0;0;0;0;0;0;0;74356;74322;371601;82;28369683;28398571;173627167;4784;7085680;7068821;1825;101820;101886;32;7653706;7658407;2682;1018752;983216;609;1722;1722;1;666;673;15;3539;1332;9;-3;0;0;179896409;179799090;8582;97411413;97459247;8485;47693514;47691099;529;681652;681967;218;7588538;7569726;1633;80849;72692;81;25485932;25369949;4565;954515;954413;228;0;0;0;62;7;2;1741975;1742030;79;25949691;25700168;9127;0;0;0;5003857;4970087;275;320818;320818;19;47516532;16523781;3304759;4391554;878307;400181;2026271;12514;2503;0;0;0;2503;5;0;19665292;3933058;6538108;1307623;25538;2599897;0;0;0;0;36189073;7237817;10929662;2185930;425719;4626168;4882729;976547;506172;101234;2211;873102;21541;6176;1235;0;20306;1902893;6785622;211720;15935;11;0;47516531;1740000
   Камчатский край;26934625;26930216;1552;3683491;3679328;36793273;471;3106;3106;34162;7;-389;17403711;17397862;86988091;1443;-217;113657;113588;681526;55;0;0;0;0;0;0;0;0;294155;294155;1470777;27;3296896;3302728;22274818;626;2003504;2005820;241;32621;32621;2;2140167;2139389;428;125372;125372;148;0;0;0;0;0;0;0;0;0;0;0;0;25831158;25812991;1420;18250865;18266968;1404;1823964;1815931;104;6609;6609;9;2196255;2195477;235;284240;284240;27;3160434;3137467;617;104395;104924;59;0;0;0;8;8;1;517653;517637;33;4955193;4958210;1483;0;0;0;4230502;4227896;194;70680;70680;4;43192178;2582019;516406;516619;103323;18211;394872;805;161;23272;4654;0;-4493;1;0;1478414;295681;40243;8047;5954;281680;0;0;0;0;4060433;812087;556862;111370;24165;676552;166877;33376;895;179;1;33196;0;0;0;0;0;3212483;3379360;195;0;2;0;43192179;517637
   Кемеровская область - Кузбасс;298634702;297445221;12253;4669566;4668606;46686044;1095;1228;1228;13505;4;-23294;198031168;197027046;985135635;11876;0;21918394;21827157;130962940;279;0;0;0;0;0;0;0;0;1958396;1916129;9580648;183;49057147;49031028;296601951;5219;21576836;21795795;2139;498588;257464;28;22904106;22969824;3459;124549;123138;922;0;0;0;1555;1555;17;141229;3028;11;0;0;0;276532321;275497876;11381;201098788;200291313;11301;4294430;4148170;345;336900;335104;82;24294959;24193073;1918;1921014;1881041;180;44477295;44553494;4973;98204;99144;191;0;0;0;4888;10;2;18467238;18451999;168;42098627;41905734;12435;0;0;0;38168210;38251133;332;1486125;1645849;111;345368988;25512604;5102522;6220958;1244193;622713;3235616;1163;233;0;0;0;233;6;0;56974788;11394956;39784402;7956880;32989;3405087;0;0;0;0;82487392;16497478;46005360;9201073;655702;6640703;8072277;1614456;120896;24180;7499;1582777;19108;37340;7468;5357;6283;383829;8456106;0;0;0;0;345368988;18236979
   Кировская область;56870843;56962569;7266;5428377;5424827;54249759;1264;1;1;10;2;-27406;37291355;37371004;186857142;7046;-2;1173367;1173530;7040043;169;0;0;0;0;0;0;0;0;55643;55318;276593;118;11142725;11135225;69510226;3786;1500065;1494117;1394;165536;165495;13;1806782;1800339;2175;73038;73235;1419;0;0;0;867;862;12;934;271;4;0;0;0;48557857;48672641;6971;35584574;35705274;6922;1506217;1506593;181;145564;145504;73;2186127;2186699;1283;51552;51146;103;9033176;9026761;3592;50646;50665;112;0;0;0;0;0;0;65716;66653;57;9308601;9279978;8437;0;0;0;968959;965015;119;111971;117200;26;15754401;11729607;2345921;2774268;554855;437135;1353931;1510;302;0;0;0;302;1;0;65199721;13039944;24595456;4919091;42872;8077981;0;0;0;0;76929328;15385865;27369724;5473946;480007;9431912;3395865;679174;149093;29817;6721;642636;14;0;0;0;14;35963;3431828;11826;86;11;0;15754403;56493
   Костромская область;35795425;35809670;3361;2541369;2541207;25412068;481;50;50;555;1;-28133;27328567;27316698;136583488;3227;0;137847;137755;826529;74;0;0;0;0;0;0;0;0;67045;66573;332863;38;5004209;5001988;30790042;1662;585652;586650;642;5256;5256;4;743390;744316;1098;157340;157232;393;0;0;0;319;319;11;1787;324;5;0;0;0;31394048;31420599;3187;23986448;24020283;3166;1356211;1357044;162;134745;134745;78;573664;570754;586;66708;66236;38;5117783;5113047;1607;159116;159116;71;0;0;0;6;6;2;38767;38549;52;5644097;5623482;3582;0;0;0;1085316;1084833;58;14799;14822;8;13308510;97310153;19462029;94266896;18853380;14762;593887;0;0;0;0;0;0;0;0;480281590;96056317;354379169;70875834;957462;24223021;0;0;0;0;577591743;115518346;448646065;89729214;972224;24816908;2600860;520172;2821;565;0;519607;0;0;0;0;0;1052;2601912;0;0;0;0;13308510;37484
   Курганская область;40525840;40420890;3269;4311170;4307091;43070906;653;2204;2041;22448;7;19529;26338482;26289137;131445463;3059;20811;297617;273822;1642933;106;1779;1779;17788;1;0;0;0;0;23135;22268;111336;49;7038099;7032051;43377294;1412;2351110;2349123;624;47703;47627;5;2474793;2472781;928;27947;27746;321;0;0;0;632;632;16;0;0;0;1;1;1;34263270;34417871;3089;23923368;24084516;3059;520407;520447;68;223069;223796;55;1893879;1881758;582;23135;22268;49;7650732;7656407;1356;24441;24441;56;0;0;0;0;0;0;69148;69178;26;6433348;6159987;3374;0;0;0;210270;196694;104;101597;101597;10;4151318;4815074;963013;586115;117222;40624;805167;2541;508;0;0;0;508;2;0;424012;84803;26959;5392;3172;76239;0;0;0;0;5239086;1047816;613074;122614;43796;881406;250624;50125;617;124;9;49992;278;0;0;0;278;64531;315155;29455;1373;7;0;4151320;69177
   Курская область;99719254;96923377;8377;22567670;22330810;223308269;1823;5561;2020;22206;12;-9075;52521714;52209764;261048842;7659;-117;994125;988182;5929098;133;1170;1170;10275;2;60;60;408;1;143455;140886;704430;84;13814923;13795111;97791838;3336;9384156;7161694;1324;14;14;1;9681181;7456574;1980;106913;103929;557;0;0;0;803;626;13;151;136;2;0;0;0;93457680;88867816;8006;68228424;64888131;7935;3823113;3822623;252;359649;359649;176;8382005;7160267;1268;140438;137706;83;12464245;12443898;3119;55123;50858;97;0;0;0;41;36;1;1282715;1282715;30;15757491;15697638;8363;0;0;0;8810220;8819812;352;5189055;3530374;25;32763249;9382319;1876461;2049249;409854;299468;1167139;5989;1198;33;7;0;1191;2;0;2751592;550320;121529;24306;2193;523821;0;0;0;0;12133911;2426781;2170778;434160;301661;1690960;1963061;392613;3592;718;2729;389166;1708;16;3;13;1692;123047;2086108;0;0;0;0;32763250;1282634
   Ленинградская область;246054010;244419326;13454;10152321;10161715;101617087;1149;193;243;2503;6;-265423;187812005;185434448;927140125;13055;1;1444466;1444197;8664160;267;9459;9459;47291;2;0;0;0;0;1089347;1088386;5441927;148;40482270;40321820;249267603;6462;5509075;5357788;2700;12034;13338;19;6104860;5964836;3966;3271507;3266236;1920;18661;18661;5;337;337;19;5775;4515;14;134;3;4;225928822;224255672;12930;151619930;150631948;12784;26197004;25904514;889;761379;764587;215;7713998;7481757;2416;1087803;1086882;142;35412101;35283575;6232;3117092;3101704;386;221;221;1;1;0;0;4626077;4422064;323;60234800;59570189;14434;0;0;0;41454076;40541058;459;1882558;1940428;62;281368618;28387796;5677560;4902728;980545;414908;4282107;94548;18910;4336;867;729;17314;12;0;4757563;951514;58735;11748;1349;938417;0;0;0;0;33145359;6629074;4961463;992293;416257;5220524;6769920;1353981;264688;52937;172724;1128320;1707;4579;916;1206;-415;52265761;59035681;140729;17747;19;0;281368625;4414307
   Липецкая область;136534389;137626032;9286;21154623;21111421;211114195;1175;2436;2886;31737;8;-212035;81744960;82696835;413481921;8831;3;916165;916010;5496054;153;-52;0;384;0;0;0;0;0;100695;88940;444699;83;25028609;25022432;164972952;3739;7516060;7511396;1561;-13501;7800;17;7797310;7779281;2384;409777;399629;589;0;0;0;210;210;5;2882;1881;5;864;665;1;142193227;143397397;8917;103080434;104341409;8844;6870651;6838717;301;690139;691165;127;7568580;7577506;1493;99432;88710;80;23528284;23507245;3522;357769;356608;162;0;0;0;0;0;0;35915;35915;40;12618472;12475109;9492;0;0;0;17932570;17877659;148;3308018;3305644;57;125361516;8308672;1661734;2966369;593271;142490;925973;11710;2342;1925;385;379;1578;6;0;10811119;2162223;159764;31951;902;2129370;0;0;0;0;19119791;3823957;3126133;625222;143392;3055343;561250;112250;126397;25279;3;86968;1491;48;10;0;1481;203562;764812;48384;1885;7;0;125361514;35495
   Магаданская область;21796270;21710981;934;551030;539458;5394578;152;0;0;0;0;-35476;15894426;15777626;78888112;894;0;13657;13657;81939;22;0;0;0;0;0;0;0;0;946943;946943;4734718;27;2824464;2803884;16939354;318;1559402;1558732;126;187;187;2;1610094;1629182;268;121837;86478;227;0;0;0;6;6;1;0;0;0;152;152;1;21840304;22457857;903;16931093;17560346;885;299883;299883;31;1401;1401;3;1199766;1200919;137;946573;946573;26;2382914;2369289;274;79445;79445;42;0;0;0;0;0;0;6597828;5885632;108;4891260;4783130;995;0;0;0;11351166;11322443;224;549308;569342;9;118198587;1114650;222933;142965;28594;15611;178728;1241;248;219;44;219;-15;3;0;1470949;294190;1056;211;27;293952;0;0;0;0;2585599;517123;144021;28805;15638;472680;250353;50070;775;155;1381;48534;61;0;0;0;61;2321288;2571641;0;0;0;0;118198587;5885632
   Московская область;2014625711;1998502588;87385;137194607;133146393;1331462832;7639;5449;5449;59941;43;484462;1459780040;1449523911;7248321225;84660;-21441;10777665;10713336;64280231;1216;13276;13154;67142;10;192528;192528;962829;6;656092;651676;3258384;410;354331271;353123079;2149487100;49902;40011861;39157479;19099;4706845;4721822;164;51904355;50876958;26902;9173651;9151946;4870;8372;8372;24;10016;11145;81;1092418;416054;98;133436;134395;24;1789943760;1776702249;84257;1195442024;1183526049;83341;198449284;197361991;7130;15317956;15043416;2303;47843630;47402329;17133;516798;512399;396;325315130;324320064;48108;8434252;8412193;1717;116982;116982;10;393147;37432;10;11790095;11819134;856;262301505;258021887;88349;0;0;0;39986932;38355586;1091;7503872;7716875;249;410465987;354773214;70954643;81295571;16259112;7663431;47032100;75189;15038;17227;3445;1272;10321;33;0;250167381;50033477;179674100;35934823;846639;13252015;0;0;0;0;604940595;120988120;260969671;52193935;8510070;60284115;89039430;17807887;6813714;1362740;485355;15959792;98455;76987;15397;24037;59021;26141850;115181280;944305;102793;63;0;410465981;10756195
   Мурманская область;55773050;54694097;3141;3937211;3927044;39270436;792;322;322;3544;1;1177;39317756;39023188;195115941;2937;0;329279;329230;1975381;79;0;0;0;0;0;0;0;0;209840;203846;1019231;34;8574020;8548389;55979305;1279;3007498;2260808;535;117150;117150;7;3403445;2661837;864;1101011;1092877;1070;0;0;0;2762;2762;12;0;0;0;0;0;0;92643110;88531404;2923;75282890;72816203;2890;2143378;1856776;108;39824;37090;26;5334168;4034465;469;208550;202556;32;8264345;8221263;1269;1369794;1363051;118;0;0;0;0;0;0;3345179;3345230;45;10925083;10830123;3941;0;0;0;50027809;46893623;187;8848296;6496856;19;437675242;11044758;2208952;1126088;225217;174244;1809491;71927;14385;2752;550;542;13293;3;0;1266555;253311;2134;427;12786;240098;0;0;0;0;12311313;2462263;1128222;225644;187030;2049589;4730906;946182;203745;40749;3954;901479;2711;0;0;0;2711;11976147;16707053;0;0;0;0;437675242;3345229
   Нижегородская область;505876588;507471591;39327;31011722;30960517;309605160;3099;196;196;2646;14;-532758;372689972;373857700;1869286184;38303;-404;6666628;6694508;40167050;671;0;0;56296;0;0;0;5771;0;542218;537804;2689011;202;80690836;80388215;488011478;18576;13600421;12021196;7944;1160094;1008790;91;15654109;15014863;11590;1632948;1641732;1697;10;10;1;1070;1070;28;471687;235974;15;64;64;6;456418338;457911649;38212;346777110;348509865;37975;23422643;23368287;1551;1749861;1755563;514;13545558;13582772;7530;539020;534556;192;69275178;69055231;17710;1108427;1104808;534;159;159;1;246500;1135;4;10462239;10152905;408;70470771;69964519;39668;0;0;0;28517045;28648295;546;4566407;4566516;62;205068301;109044714;21808940;12187271;2437451;3181138;16190351;111260;22251;50792;10159;521;11571;35;0;30127286;6025454;13080356;2616070;52226;3357158;0;0;0;0;139172000;27834394;25267627;5053521;3233364;19547509;7682449;1536490;3035349;607070;7537;921883;26371;10208;2042;0;24329;79144142;86826591;128963;10644;32;0;205068301;9980583
   Новгородская область;45921828;45913377;3872;3782030;3776198;37761975;420;-606;107;1176;5;-2367;32108773;32105285;160527130;3741;-253;486541;488993;2933953;110;0;0;0;0;0;0;0;0;83907;85572;427862;40;8235980;8234158;50389215;1743;699276;697275;670;207125;207125;13;1227821;1220189;1144;193111;193214;325;0;0;0;540;538;12;21875;0;0;0;0;0;44900156;44903185;3684;32474435;32485505;3658;3987535;3980577;200;177332;178648;86;833155;832967;632;82414;84079;38;7094047;7090188;1662;196852;196884;85;3;0;0;0;0;0;527376;527376;58;6165277;6153651;3907;0;0;0;5459851;5479927;128;292915;292915;14;50356759;5591691;1118336;556890;111379;134747;872210;29637;5927;3238;648;0;5279;2;0;1644395;328879;552766;110554;2991;215334;0;0;0;0;7236086;1447215;1109656;221933;137738;1087544;327275;65456;38608;7722;151;57583;231;0;0;0;231;203948;531223;0;0;0;0;50356759;520736
   Новосибирская область;302789341;301133039;40530;34250125;34120360;341202189;4467;17805;11514;125901;25;308678;210097586;208815814;1045083612;39209;3100;1752735;1746563;10535058;614;2863;2863;24307;3;0;0;0;0;167490;166063;830309;106;46485314;46546607;295786051;19000;8791494;8750521;8339;90948;89860;47;9686135;9644895;11860;364101;364818;1214;540;540;9;15229;15229;28;28596;10088;18;0;0;0;270217467;268396770;39600;204256749;202938482;39311;10939859;10677086;1657;2539432;2546704;537;9928934;9899393;7725;164300;163416;99;42090839;41863578;18241;333647;334047;241;0;0;0;23914;9304;7;6481726;6508203;253;40216053;39689849;40144;0;0;0;13444600;13064267;721;649476;649838;36;113993050;69203431;13840686;20696941;4139390;1074106;8627190;213677;42735;110398;22080;964;19691;28;0;103585070;20717014;35549219;7109843;509844;13097327;0;0;0;0;172788501;34557700;56246160;11249233;1583950;21724517;71658791;14331757;205790;41158;8780;14281819;136825;41672;8334;903;127588;4262698;75921489;57785;297;26;0;113993051;6413185
