"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195"
"Калининградская область","221261336","220861844","8453","1514935","1514935","30299881","1593","60325","60325","1264736","106","158534","158534","2264777","69","3387","3387","51768","4","0","0","0","0","26252018","26243569","262435680","1161","14280","14269","156955","15","1011","130776665","130916740","654611802","6364","0","0","0","0","0","718880","702432","4214593","187","800","800","14700","4","0","0","7","1","207877","206511","1032557","66","54457785","54425665","354293106","4104","6255969","6055241","1318","298","298","3","6618501","6418644","2214","187219","187257","348","0","0","1","427","427","9","6932","6932","21","2215","2215","8","0","0","1","182930615","182827298","6965","113254235","113153443","6600","6738082","6762960","586","1372617","1388478","347","9022683","9018765","1183","206630","205264","67","51947457","51913684","3415","69430","69263","129","0","0","0","954","954","2","6316890","6310702","215","46902443","46668347","8268","0","0","0","0","0","0","14650618","14705735","420","832342","831493","67","92967343","0","44489648","8897930","7620207","1524043","635256","6738631","24040","4808","0","0","989","3819","3","0","216471704","43294342","39921968","7984393","268593","35041356","0","0","0","0","0","0","0","0","0","0","260961352","52192272","47542175","9508436","903849","41779987","336973694","67394740","328327665","65665533","23339","1705868","161830","32366","39831","7966","7102","17298","7","0","14525056","351498750","130955","0","5","0","92967343","6309593"
"Ленинградская область","462407645","462280229","16918","1790028","1790028","35769767","1754","59653","59653","1252147","106","89626","89626","1280372","37","6760","6760","103325","2","0","0","0","0","18141479","18132597","181308610","1377","6039","6039","66431","9","702","317189269","317215428","1586122152","14608","0","0","0","0","0","2048289","2047626","12285717","289","816","816","16802","2","2","2","18182","1","417026","409129","2045649","154","85341430","85317165","525338795","8742","36201674","36086573","4172","5354","5354","16","37316971","37205244","6030","4986889","4993087","1343","0","0","0","2088","2088","23","4816","5108","12","10816","4938","14","27","27","6","478818691","478428263","15161","304790941","304489300","14755","32354987","32199332","817","2045358","2002569","412","69004854","69072885","3579","416284","408537","154","65123927","65148971","7986","5112961","5113224","249","0","0","0","0","0","0","6211067","6339585","181","116125051","116199131","17680","0","0","0","0","0","0","133675120","133612333","309","6733470","6859856","320","444869198","0","63963833","12792769","8704896","1740981","1188479","9863309","106683","21337","92","18","0","21319","12","0","79078055","15815611","62026194","12405239","5810","3404562","0","0","0","0","0","0","0","0","0","0","143041888","28608380","70731090","14146220","1194289","13267871","11663552","2332710","339072","67815","24731","2240164","78056","15611","2226","445","-1173","16339","10","0","9107740","20771292","11437","0","5","0","444869198","6332666"
"Мурманская область","84302165","83681218","3796","794158","794158","15883150","883","21076","21076","442594","38","48421","48421","691735","14","0","0","0","0","0","0","0","0","6121222","6120174","61201731","720","18","19","207","1","0","58219958","57634696","288173532","2633","0","0","0","0","0","322584","322483","1934897","77","0","0","0","0","0","0","0","0","199996","199996","999981","25","10168649","10142270","66171265","1634","4436051","4428005","596","113959","113960","6","8406091","8397934","1012","47271","46627","892","0","0","0","305","303","10","691","691","3","786903","786903","3","0","0","0","118965568","118392683","2951","102552814","102553093","2810","1664822","1665470","86","178058","177972","38","3545612","3537664","483","196239","196239","24","10799133","10238817","1394","25277","23429","115","0","0","0","668398","668429","1","3439840","3439847","70","19423065","19370161","4377","0","0","0","0","0","0","57335394","57331850","224","4833924","4827114","55","317503928","0","20883304","4176659","2873487","574700","379440","3222519","10133","2027","0","0","0","2027","2","0","4815843","963170","20870","4173","7627","951370","0","0","0","0","0","0","0","0","0","0","25699147","5139829","2894357","578873","387067","4173889","4616720","923345","27589","5518","11059","906768","1135","227","1119","224","0","3","3","0","18154211","22770931","0","0","0","0","317503928","3439824"
"Новгородская область","82012811","81992480","4192","250234","250234","4973253","279","9377","9377","195973","23","30965","30965","442363","10","0","0","0","0","0","0","0","0","6125638","6125041","61252347","459","4245","4131","45436","6","163","51912428","51903600","259548189","3777","-1","0","0","0","0","2274491","2287155","13724570","97","1403","1403","28660","2","0","0","0","0","140512","138579","692897","39","18664859","18655516","115636369","2038","2309816","2311061","1023","5827","5827","4","2595516","2583340","1604","100532","100515","233","356","356","2","509","492","7","1737","1737","3","1440","1440","12","0","0","0","76714967","76784471","3858","54188555","54262505","3787","2916791","2916791","167","346753","346825","116","2709843","2723884","862","143140","141208","41","16311271","16294645","1917","98611","98614","59","0","0","0","0","0","0","88858","88842","41","13741181","13652812","4203","0","0","0","0","0","0","8406751","8407689","96","685349","692920","46","84303226","0","8080036","1616006","785562","157114","385316","1073576","26","5","0","0","0","5","1","0","3732872","746575","466453","93290","11305","641980","0","0","0","0","0","0","0","0","0","0","11812908","2362581","1252015","250404","396621","1715556","369440","73888","156705","31340","95","42453","10","2","0","0","0","2","1","0","439786","809226","4550","0","1","0","84303226","88607"
"Псковская область","48278775","48259203","3865","283260","283260","5666299","299","20352","20352","426816","32","27074","27074","386767","9","1","1","8","1","0","0","0","0","8782467","8779519","87795194","515","4240","4240","46642","11","12","29390615","29369458","146847319","3420","0","0","0","0","0","690861","690605","4139073","82","0","0","291","0","0","0","0","0","64632","66370","331850","37","7760789","7765749","47315554","1778","1105471","1103763","785","3345","3384","7","1254833","1252498","1290","24139","24413","276","0","0","0","0","0","1","970","970","2","2913","1879","7","22","22","2","43195696","43176692","3476","32010367","32010096","3395","1815090","1815262","153","395670","396120","196","1223958","1221065","673","64917","66370","36","7662446","7653306","1625","18824","18790","53","0","0","0","132","132","1","315320","314875","112","7695588","7694522","3846","0","0","0","0","0","0","2892302","2892121","247","252801","250595","32","12986994","0","6667246","1333449","880540","176107","79318","1078024","623","125","0","0","0","125","2","0","469196","93838","139036","27807","2119","63912","0","0","0","0","0","0","0","0","0","0","7136442","1427287","1019576","203914","81437","1141936","181248","36249","120186","24038","1162","11049","0","0","0","0","0","0","0","0","67922","249170","2179","0","2","0","12986994","314146"
"Г.Санкт-Петербург","5215081689","5213534318","137539","10097350","10097350","202408374","9817","181526","181526","3769442","380","828311","828311","11833011","301","7815","7815","119459","10","0","0","0","0","127471825","127443155","2087249630","9009","20107","15877","174651","48","1598","3737045412","3736213296","18681878358","123985","126","0","0","0","0","11429955","11422690","68571036","1541","9481","9481","130723","12","6150","6150","47612","5","2491043","2481357","12413738","300","972307601","972159440","6172924134","81168","251869686","251422858","39073","542106","540708","109","271905176","271389086","53006","7434253","7326751","4776","14508","14508","32","2747","2747","30","559112","562410","218","31127","242374","170","7255","7130","13","4768048124","4766663871","127538","3336743447","3336573965","124265","192492567","192119918","10633","19571058","19582862","3810","234480376","233743846","33601","2469506","2457937","294","975953985","976015407","76783","6265414","6180213","1658","147","147","4","114314","114842","20","240388037","240678298","1269","677401714","676543539","138163","0","0","0","0","0","0","463168684","462496202","1346","182283517","182328361","1016","3546814020","0","804907256","160981454","234811059","46962211","19129486","94889757","588209","117642","379","76","136","117430","20","0","8599797266","1719959450","7469340748","1493868149","20408713","205682588","0","0","0","0","0","0","0","0","0","0","9404704522","1880940904","7704151807","1540830360","39538199","300572345","356543649","71308730","26877887","5375576","559081","65374073","353417","70683","20470","4094","405","66184","41","0","94196298","450739947","1022029","38977","117","0","3546814020","240264719"
"Ненецкий АО","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20300","493592014","484927356","32257","4488830","4485467","89700704","4247","177330","177330","3740155","219","195232","195232","2789030","83","5665","5665","86594","4","0","0","0","0","43191779","43093238","430870554","5006","184673","173782","1907650","87","24857","328579129","324046993","1620823114","25552","0","4277","4277","25659","1","2003842","2012170","12072791","598","29563","29432","242564","19","29681","29681","89383","6","531845","529765","2649436","207","92107627","88471562","590929625","12493","20219574","19826763","6263","39651","39651","13","22124749","21733074","9329","322792","427217","658","0","0","0","8946","8946","38","9588","9588","14","3893","5371","26","438","446","16","443981682","435789552","27502","328653397","321349773","26785","9921155","9941995","832","1457778","1462970","397","23649348","23800353","5667","529666","527652","209","79526781","78434344","10776","278562","276538","173","1669","1669","7","0","0","0","259641","255309","95","63237533","62222842","32279","0","0","0","0","0","0","13453595","12718706","404","2525494","2483434","232","58788981","0","99099161","19819833","25012242","5002447","1400402","13416984","562474","112494","666280","133256","15960","-36722","49","0","169261634","33852326","151067498","30213499","20837","3617990","0","0","0","0","0","0","0","0","0","0","268360795","53672159","176079740","35215946","1421239","17034974","12564416","2512882","306262","61253","7829","2443800","1673833","334765","123578","24715","1008","309042","49","0","2756518","15320934","216433","0","21","0","58788981","254089"
"Республика Дагестан","54541851","53769858","5455","869744","866381","17327626","851","51295","51295","1077196","61","26483","26483","378333","8","0","0","0","0","0","0","0","0","3449323","3412698","34126975","518","40380","38325","421577","19","416","39753760","39504308","197521542","4240","0","4277","4277","25659","1","122826","118937","713624","104","5829","5698","49648","6","1669","1669","8346","2","54656","54656","273892","23","7313971","7004604","43639873","1602","2571953","2429092","942","0","0","0","2854598","2685359","1319","69019","63403","79","0","0","0","0","0","0","16","16","1","670","260","2","-8","0","5","46638917","46154586","4470","36306726","36064348","4348","853117","852840","154","127336","130818","50","2798979","2731184","941","52552","52552","20","6449535","6260738","1347","37290","37272","29","1628","1628","2","0","0","0","32792","32886","13","8743464","8499608","5446","0","0","0","0","0","0","835815","826892","28","102275","98270","21","10154708","0","19546546","3909309","8582530","1716505","288817","1903987","12732","2546","218024","43605","300","-41359","7","0","480161","96032","86814","17363","6524","72145","0","0","0","0","0","0","0","0","0","0","20026707","4005341","8669344","1733868","295341","1976132","748014","149602","70448","14090","273","135239","174922","34984","61272","12254","273","22457","15","0","142903","890917","43614","0","6","0","10154708","32886"
"Республика Ингушетия","8263536","7983726","899","58963","58963","1179268","57","2192","2192","46039","2","0","0","0","0","0","0","0","0","0","0","0","0","468550","468134","4681340","61","-32","15","166","2","0","5973329","5749350","28799991","778","0","0","0","0","0","198763","198353","1190119","23","12997","12997","96744","2","22002","22002","0","1","10250","10250","51249","2","1092477","1036556","8550156","215","478706","473489","149","0","0","0","482401","480735","197","1688","1688","9","0","0","0","411","411","2","0","0","0","0","0","0","79","79","2","7349857","7134767","812","5927539","5737052","795","48265","59502","16","0","0","0","408837","409916","122","10250","10250","2","954288","917370","167","679","679","1","0","0","0","0","0","0","7377","7371","2","963048","907887","885","0","0","0","0","0","0","49318","61000","8","11132","11199","3","376605","0","554559","110912","175768","35154","2384","73374","12289","2458","0","0","0","2458","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","554559","110912","175768","35154","2384","73374","350774","70155","61002","12200","0","57955","156881","31376","0","0","0","31376","2","0","121","350895","0","0","0","0","376605","7371"
"Кабардино-Балкарская Республика","27429786","27354884","2595","114219","114219","2285043","130","3071","3071","64501","10","12465","12465","178070","7","0","0","0","0","0","0","0","0","3551969","3527750","35246440","693","5226","5073","55530","15","-8","19133754","19121049","95636216","2039","0","0","0","0","0","81816","81810","490860","52","0","0","0","0","3764","3764","33883","1","20266","20266","101331","7","3364442","3339599","21701526","819","995457","983029","513","0","0","0","1142513","1129580","677","8855","8855","36","0","0","0","943","943","3","6165","6165","2","1066","1066","5","1","1","1","23983620","24118842","2280","19346707","19518175","2238","486761","484186","69","54432","54432","22","1203868","1194705","497","20115","20115","6","2869947","2846707","677","2981","2981","6","0","0","0","0","0","0","4382","4382","8","4288114","4002436","2562","0","0","0","0","0","0","827948","752445","45","158372","158204","21","2017525","0","5551009","1110202","356311","71262","65241","973699","30895","6179","9246","1849","1444","2886","6","0","636125","127225","11842","2368","10641","114216","0","0","0","0","0","0","0","0","0","0","6187134","1237427","368153","73630","75882","1087915","456481","91295","38512","7703","181","83411","6691","1338","32819","6564","0","-5226","2","0","0","456481","1168","0","1","0","2017525","3614"
"Карачаево-Черкесская Республика","19705027","19338699","1508","174735","174735","3496213","162","15722","15722","330158","13","7591","7591","108437","2","0","0","0","0","0","0","0","0","1676202","1662726","16627259","193","5094","5159","56754","3","2","12760386","12437351","62178714","1235","0","0","0","0","0","22516","13904","83422","34","10","10","1622","1","0","0","0","0","58048","58048","290239","11","4237578","4232732","28310148","462","680879","663253","281","0","0","0","747149","730726","423","2308","2020","28","0","0","0","14","14","2","80","80","2","0","0","0","7","7","1","17665733","17322409","1315","13045980","12744205","1295","251467","251443","24","59765","59765","24","767958","744755","247","58048","58048","11","3481083","3462761","400","1422","1422","9","10","10","3","0","0","0","1259","1259","5","2305087","2261543","1520","0","0","0","0","0","0","262660","239450","15","96387","67427","17","1638788","0","1767854","353573","364272","72855","27426","253292","29016","5803","2196","439","0","5364","7","0","1043795","208759","0","0","0","208759","0","0","0","0","0","0","0","0","0","0","2811649","562332","364272","72855","27426","462051","149940","29989","4286","857","4052","25080","0","0","0","0","0","0","0","0","0","149940","40836","0","3","0","1638788","1259"
"Республика Северная Осетия - Алания","24058171","23942413","2007","132170","132170","2643396","149","18992","18992","398822","18","5766","5766","82376","4","2225","2225","34013","1","0","0","0","0","2428775","2420992","24168225","340","29502","20944","230388","10","0","15859953","15788977","78913643","1641","0","0","0","0","0","202279","236569","1419416","68","7359","7359","56876","2","537","537","11270","1","42416","42257","211285","18","3785989","3757375","24859886","706","1486908","1438677","419","86","86","2","1554250","1520291","576","6967","6887","74","0","0","0","677","677","2","0","0","0","-596","1292","4","169","169","2","21107475","21030030","1745","15026379","14987474","1707","726232","737927","51","92575","93492","29","1144090","1138338","400","41989","41896","17","4083636","4038834","597","352","352","11","0","0","0","0","0","0","7322","7284","13","3854840","3827022","2012","0","0","0","0","0","0","896913","897170","59","106721","106648","20","2923369","0","6303334","1260668","907592","181517","94114","985037","3330","666","2715","543","0","123","3","0","234244","46848","35791","7158","37","39653","0","0","0","0","0","0","0","0","0","0","6537578","1307516","943383","188675","94151","1024690","966273","193254","38706","7740","1540","183974","44395","8879","23372","4674","0","4205","5","0","6462","972735","85092","0","5","0","2923369","7113"
"Чеченская Республика","105204337","97999008","4823","2021304","2021304","40429381","1715","56211","56211","1180429","61","40219","40219","574560","15","0","0","0","0","0","0","0","0","3626214","3616051","36160254","344","60681","60813","668948","10","10","76469882","72614114","363120166","2862","0","0","0","0","0","479792","496490","2978941","74","1428","1428","28554","1","0","0","0","0","7249","7249","36245","2","18497661","15276987","93698348","1311","3657139","3519172","545","0","0","0","3946272","3811141","808","-15937","82606","38","0","0","0","0","0","0","0","0","0","329","329","3","189","189","3","98854553","91800625","3514","79178626","72620758","3325","2910037","2909620","70","65370","66267","41","6878723","7106647","491","7247","7247","1","9821167","9096763","926","12442","10442","9","31","31","2","0","0","0","3154","3130","7","8519167","8496724","4875","0","0","0","0","0","0","2137466","2157088","9","267930","267930","14","1116808","0","16477705","3295538","8097066","1619412","144492","1531634","193266","38653","165905","33181","13325","-7853","16","0","819641","163928","1200","240","129","163559","0","0","0","0","0","0","0","0","0","0","17297346","3459466","8098266","1619652","144621","1695193","524014","104803","14755","2952","0","101851","47682","9536","1413","283","0","9253","8","0","814180","1338194","36257","0","3","0","1116808","2865"
"Ставропольский край","254389306","254538768","14970","1117695","1117695","22339777","1183","29847","29847","643010","54","102708","102708","1467254","47","3440","3440","52581","3","0","0","0","0","27990746","27984887","279860061","2857","43822","43453","474287","28","24437","158628065","158831844","794652842","12757","0","0","0","0","0","895850","866107","5196409","243","1940","1940","9120","7","1709","1709","35884","1","338960","337039","1685195","144","53815509","53823709","370169688","7378","10348532","10320051","3414","39565","39565","11","11397566","11375242","5329","249892","261758","394","0","0","0","6901","6901","29","3327","3327","9","2424","2424","12","1","1","2","228381527","228228293","13366","159821440","159677761","13077","4645276","4646477","448","1058300","1058196","231","10446893","10474808","2969","339465","337544","152","51867125","51811171","6662","223396","223390","108","0","0","0","0","0","0","203355","198997","47","34563813","34227622","14979","0","0","0","0","0","0","8443475","7784661","240","1782677","1773756","136","40561178","0","48898154","9779631","6528703","1305742","777928","7695961","280946","56189","268194","53639","891","1659","7","0","166047668","33209534","150931851","30186370","3506","3019658","0","0","0","0","0","0","0","0","0","0","214945822","42989165","157460554","31492112","781434","10715619","9368920","1873784","78553","15711","1783","1856290","1243262","248652","4702","940","735","246977","17","0","1792852","11161772","9466","0","3","0","40561178","198981"
"20400","2275270888","2250143815","121033","14239508","14239508","293552270","14246","524786","524786","11001000","805","1033857","1033857","14769402","348","24689","24689","377377","10","0","0","0","0","191502510","191383943","2616225561","17225","198025","203001","2231940","175","5480","1424413087","1399171393","7017451170","99086","17626","0","0","0","0","21450422","21300999","127213136","2031","8553","9531","166380","20","10198","10143","104730","9","3197611","3170500","15854180","912","414767715","414592206","2670068431","65926","122636272","124475644","30735","578198","577260","78","133726029","134342895","43701","2700979","2655545","4739","48","24","1","18723","19114","175","267497","267476","63","68303","55805","104","3995","3986","24","2016192148","2017781811","106193","1423320602","1425788053","102778","61063965","61158945","4161","9430747","9424942","2080","136907955","136566257","26918","3101486","3068710","886","380695320","380126659","59714","1632132","1612203","873","5324","5143","21","15447","12805","25","40081980","40065025","962","388377583","361492721","121993","0","0","0","0","0","0","166090466","165880982","2197","24316621","24456310","1151","1250167233","0","555583061","111116612","87545447","17509091","10659364","82948157","207759","41552","46780","9355","5275","26922","45","0","484995101","96999019","230797139","46159428","1088858","49750733","0","0","0","0","0","0","0","0","0","0","1040578162","208115631","318342586","63668519","11748222","132698890","57255245","11451051","12124630","2424925","197696","8828430","499856","99972","99612","19922","83","79967","77","0","62198982","119454227","168553","4949","41","0","1250167233","39938380"
"Республика Адыгея","30075184","30057199","2093","241902","241902","4838086","229","18593","18593","389940","21","27259","27259","389413","9","0","0","0","0","0","0","0","0","3592732","3591083","35910942","290","24752","24752","272276","9","16","19966800","19929311","99656025","1714","0","0","0","0","0","331480","331453","1980058","63","1854","1854","9276","1","0","0","0","0","77194","63598","317988","30","4550619","4513051","30463816","1077","1173599","1170697","490","0","0","0","1243780","1316125","717","19851","19848","71","0","0","0","526","526","8","0","0","0","210","210","3","0","0","0","25552400","25563435","1799","17894650","17976449","1744","1152452","1152376","65","166313","166313","38","1793581","1782471","446","77370","63129","28","4457427","4412090","954","10608","10608","15","0","0","0","0","0","0","50524","50524","11","6235119","6205308","2112","0","0","0","0","0","0","1720379","1720859","46","22861","22328","29","1567238","0","9253674","1850734","651839","130368","12900","1707466","0","0","0","0","0","0","1","0","866421","173284","34285","6857","29261","137166","0","0","0","0","0","0","0","0","0","0","10120095","2024018","686124","137225","42161","1844632","370884","74177","4340","868","1180","72129","5269","1054","0","0","0","1054","6","0","0","370884","0","0","0","0","1567238","50385"
"Республика Калмыкия","12823651","12794644","5172","5043257","5043257","104709487","4057","232354","232354","4878655","228","189968","189968","2713826","57","3690","3690","56399","2","0","0","0","0","782587","785893","7858932","235","20417","15899","174889","6","0","5390599","5375041","26891528","800","0","0","0","0","0","29651","29700","179392","25","2275","2275","47773","1","0","0","0","0","1779","1779","8884","3","879217","866566","8876948","1239","233132","233144","155","0","0","0","250711","251076","265","31138","27309","143","0","0","0","74","74","4","886","886","3","0","0","0","0","0","0","5281897","5259472","2362","3949136","3946839","2084","399758","399475","35","19357","19357","10","202861","204511","159","1842","1842","3","705399","683906","672","3543","3541","15","0","0","0","0","0","0","2296","2296","5","7670295","7640685","5366","0","0","0","0","0","0","47366","28342","9","34692","34692","6","387653","0","5062183","1012435","822683","164537","18836","829062","1226","245","1226","245","0","0","2","0","171046","34209","103327","20666","47","13496","0","0","0","0","0","0","0","0","0","0","5233229","1046644","926010","185203","18883","842558","2329995","465998","168007","33601","152","432245","97254","19451","386","77","0","19374","8","0","6856","2336851","49","0","2","0","387653","2297"
"Республика Крым","154137908","153546510","10607","799539","799539","17550780","966","18016","18016","378340","44","86935","86935","1241933","27","0","0","0","0","0","0","0","0","10913177","10907920","110252721","1593","2728","2728","30011","10","870","99356532","98981604","494885524","9093","0","0","0","0","0","276426","277658","1665950","117","0","0","0","0","0","0","0","0","528934","528675","2643376","90","32566011","32425542","201275216","5962","8946283","8900060","2780","316","316","2","9589168","9516613","3916","101016","90066","1423","0","0","0","955","969","25","99","93","6","634","615","2","13","13","1","129182912","129015885","9447","90464656","90596054","9124","72407","71724","28","209255","210618","107","9963823","9853092","2617","525605","525481","89","27919824","27733376","5382","27327","25525","128","15","15","1","0","0","0","597403","595637","41","28701481","28286943","11674","0","0","0","0","0","0","4254250","4209309","57","1009464","1017156","101","4139292","0","41206613","8241326","5668970","1133794","1617738","5489794","52139","10428","27270","5454","4507","467","7","0","53240823","10648165","27918484","5583697","345130","4719338","0","0","0","0","0","0","0","0","0","0","94447436","18889491","33587454","6717491","1962868","10209132","4549226","909846","602262","120452","27020","762374","48196","9639","3883","777","2","8860","9","0","34612","4583838","28945","83","4","0","4139292","594657"
"Краснодарский край","1145906572","1146408695","49459","4449421","4449421","90403673","4851","125409","125409","2632879","278","402088","402088","5744117","142","11455","11455","175095","3","0","0","0","0","106164306","106123239","1762437713","7021","37905","38624","424861","60","4351","692947554","691587169","3460996514","41544","0","0","0","0","0","9296416","9284554","55706301","810","201","213","3493","4","2000","2000","29771","5","1058955","1048991","5245765","407","189233685","189357753","1232500502","27419","67746725","69741489","13552","131144","131144","28","72012660","73851730","18988","1855439","1827459","954","63","24","1","12094","12044","63","258211","258211","28","18580","11619","40","2392","2395","11","1064096316","1065939394","44086","777664267","779731391","42667","27429781","27537987","1956","4818751","4821445","791","77480876","77217669","11773","1048891","1037943","394","174483350","174420868","24887","1167820","1168967","329","2686","2505","12","4540","4558","11","13341016","13339728","475","154738560","153250076","48912","0","0","0","0","0","0","84199892","84051271","967","15698667","15845776","527","577107345","0","331347672","66269534","37531929","7506387","4776773","53986374","40393","8079","9752","1950","73","6056","10","0","368352935","73670587","195791502","39158301","513786","33998500","0","0","0","0","0","0","0","0","0","0","699700607","139940121","233323431","46664688","5290559","87984874","25635370","5127074","1065717","213143","16755","4897176","98146","19629","13476","2695","17","16917","26","0","52311521","77946891","108355","3703","21","0","577107345","13264631"
"Астраханская область","47810565","47768713","3460","466936","466936","11280278","471","15739","15739","330515","26","43842","43842","626318","12","0","0","0","0","0","0","0","0","1882467","1875879","18760243","473","2449","4526","49789","11","96","35315982","35272188","194953432","2746","0","0","0","0","0","625030","623794","3742177","71","0","0","1968","0","58","3","15","1","7803","7803","39013","20","7142623","7164494","44632978","1661","1890628","1889078","620","0","0","0","2307579","2293286","1005","122337","120547","146","0","0","0","0","0","0","0","0","0","10039","8495","6","128","128","2","33033882","33047881","2964","22924959","22899294","2833","1299677","1296724","162","109040","109094","48","2550617","2546428","583","7803","7803","20","6041671","6088526","1424","68294","68270","23","89","89","1","140","140","2","5323099","5323007","108","17001296","16950291","3303","0","0","0","0","0","0","7365375","7372889","251","206423","206007","43","175530775","0","10136925","2027387","689198","137838","85029","1804520","410","82","0","0","0","82","2","0","898002","179600","102335","20466","1407","157727","0","0","0","0","0","0","0","0","0","0","11034927","2206987","791533","158304","86436","1962247","2281499","456300","385156","77031","3622","375647","45523","9105","0","0","0","9105","3","0","267064","2548563","0","0","0","0","175530775","5305908"
"Волгоградская область","211167763","210759460","11877","643876","643876","12877921","767","24526","24526","515047","44","31133","31133","444755","14","5330","5330","81473","2","0","0","0","0","16579680","16580646","165810817","2043","74676","74676","821435","31","-7","144410431","144014087","720070966","10141","17519","0","0","0","0","5576044","5579777","32895608","299","0","0","0","0","0","0","0","0","629862","626570","3132852","96","34304757","34328847","220114359","6411","7755378","7735370","2930","41749","42504","18","8869059","8831583","4387","187460","188540","1087","-15","0","0","470","413","24","648","633","6","4908","4907","11","0","0","0","175072138","175146948","10736","123186096","123321793","10502","7445798","7443780","315","869626","869626","174","8066743","8046474","2558","629530","626249","92","34784153","34760480","5970","89230","77586","123","0","0","0","0","0","0","296390","296775","52","46396275","45916980","12449","0","0","0","0","0","0","10365011","10368261","147","2790146","2776009","102","36570387","0","39407498","7881503","11213580","2242717","1135176","4503610","39","8","0","0","0","8","1","0","6792636","1358527","1667066","333413","28032","997082","0","0","0","0","0","0","0","0","0","0","46200134","9240030","12880646","2576130","1163208","5500692","3185845","637170","101014","20203","1671","615296","933","187","2","0","0","187","2","0","682885","3868730","0","0","0","0","36570387","295541"
"Ростовская область","637112959","612584349","34649","2314405","2314405","46288614","2586","83418","83418","1734280","154","239733","239733","3424762","81","4214","4214","64410","3","0","0","0","0","48853703","48785870","487860077","5104","32885","39583","434334","46","129","405377369","382363860","1911756516","29798","107","0","0","0","0","5031908","4890914","29344756","610","4223","5189","103870","14","8140","8140","74944","3","859838","859965","4300705","246","137030179","136886927","876301416","19907","32820269","32737032","9151","404989","403296","30","37277841","36107117","12954","289672","287771","753","0","0","0","4454","4938","47","7651","7651","19","33932","29959","42","1462","1450","10","553506308","553317854","31469","366051421","366121797","30612","23236655","23229446","1588","3201141","3191225","892","33151563","33210775","7860","777910","773855","241","126906591","126621303","18400","176464","169252","226","2534","2534","7","10767","8107","12","20467177","20453284","265","121285142","96931439","34306","0","0","0","0","0","0","57678097","57669955","700","4515740","4515714","315","454344298","0","110289556","22057908","30266513","6053301","2954338","13050269","113552","22710","8532","1706","695","20309","22","0","54452295","10890458","5136426","1027285","166795","9696378","0","0","0","0","0","0","0","0","0","0","164741851","32948366","35402939","7080586","3121133","22746647","17852060","3570412","1174445","234889","138161","3197362","128892","25778","81865","16373","64","9341","21","0","8860348","26712408","31204","1163","14","0","454344298","20421187"
