GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Хабаровский край;264068096;263232768;15320;15752451;15781265;157812643;2146;1177;969;10664;8;-2188;171541168;170869539;854274220;14829;68;9179024;9179058;55073401;310;62;62;3089;1;1043;1043;5217;1;671182;658538;3292687;154;44272105;44176197;267174756;7208;19088905;19035111;3506;68247;68247;12;22639980;22545552;5324;470274;452714;1803;50;50;1;521;510;11;54796;11317;5;437;471;1;245170130;244714536;14608;180871236;180837534;14458;6942840;6944837;674;3780382;3780106;64;13743855;13719834;3287;669978;657754;154;38635689;38310416;6841;500243;441709;229;20346;20346;4;42376;9872;5;8096618;8095881;278;49873542;49344766;16197;0;0;0;39239741;38442033;832;2219886;2248528;37;262837544;1;28751220;5750245;7917507;1583504;573305;3593436;125783;25156;0;0;0;25156;4;0;4327873;865576;318507;63702;2803;799071;0;0;0;0;33079093;6615821;8236014;1647206;576108;4392507;11798489;2359696;890833;178166;12551;2168979;1801;6761;1352;377;72;21;0;1806482;13604971;39013;0;5;0;262837544;8041562
   Забайкальский край;53210591;53144526;3698;3122162;3121652;31215554;578;1141;877;9647;12;25623;38204222;38116636;190589362;3493;0;205121;205165;1230857;100;2894;2896;23375;1;1;1;49;1;680170;666246;3331230;66;8182521;8185871;49508053;1337;2298144;2293794;560;21052;21052;11;2789631;2841173;1009;113255;115182;1158;0;0;0;106;106;3;1098;1098;2;0;0;0;53080039;52934942;3352;41515764;41473964;3282;1888422;1884905;222;26194;24463;15;3400331;3352312;501;656126;648016;63;5461699;5440478;1192;130441;110804;99;0;0;0;0;0;0;5915654;5908346;162;9258587;9259873;4353;0;0;0;14803111;14800525;515;102335;102335;16;112448834;0;11581513;2316302;1850577;370115;127188;1818999;15789;3158;3416;683;2082;393;12;0;17451763;3490353;8399;1681;8782;3479890;0;0;0;0;29033276;5806655;1858976;371796;135970;5298889;21962598;4392519;29952;5990;22990;4363539;7625;27932;5586;22987;-20948;10;0;3640;21966238;164391;12010;5;0;112448834;5908347
   Амурская область;131150479;129134532;6460;9475330;9442487;94408007;1389;145990;146010;1606112;12;9794;81038655;80666627;403445157;5935;0;98449;98364;590182;96;155;150;1897;3;0;0;0;0;428887;428453;2142266;52;21540655;19986712;123551378;2470;17693240;17640938;1202;76;48;2;18413220;18357333;1858;1523142;1517935;877;0;0;0;1481;1481;8;86;0;0;450;20;3;150752009;149227964;6115;105323299;105486978;6010;3503645;3501322;545;43140;43079;44;20107306;18555777;1143;427564;427260;50;19788708;19657111;2244;1558268;1556437;95;0;0;0;0;0;0;3276267;3249130;149;27754080;27301191;6667;0;0;0;49056531;49075468;681;22276738;20975070;28;109087112;0;17891793;3578361;6570649;1314129;63356;2200876;1002235;200447;1108;222;7520;192705;7;0;79660766;15932152;66340185;13268037;37697;2626418;0;0;0;0;97552559;19510513;72910834;14582166;101053;4827294;38883649;7776729;167909;33582;63101;7680046;264548;1657;331;214;264003;9;0;186435;39070084;124055;23560;3;0;109087112;3249076
   Архангельская область;137152988;136700824;5768;4494914;4494964;44949597;849;34;34;378;1;558;95048924;94711951;473562626;5583;0;398325;396324;2377942;191;-463;1;4;1;0;0;0;0;680956;680881;3404406;123;30098732;30002392;182739978;2666;5507591;5483900;1050;32391;32420;19;6441514;6413731;1914;209116;206532;1508;0;0;0;1297;1296;23;2442;0;0;0;0;0;116597555;116140332;5390;74831792;74669875;5352;645775;599313;92;45395;45395;30;7179959;7247312;960;677907;676338;120;33092023;32780566;2592;124536;121365;201;0;0;0;0;0;0;6630511;6665185;99;32385655;32231350;6813;0;0;0;18220653;18095336;273;1147119;1204009;42;201823159;0;38930961;7786194;3041423;608285;1360629;5817280;4218;844;8918;1784;0;-940;4;0;9387383;1877476;481217;96243;3977;1777256;0;0;0;0;48318344;9663670;3522640;704528;1364606;7594536;4668390;933678;28605;5722;4803;923153;576;79;16;0;560;5;0;8699792;13368182;0;0;0;0;201823159;6654070
   Астраханская область;54520156;54377469;3979;2113290;2104866;21048644;601;4323;4323;47550;13;12498;42854566;42760855;213807301;3703;0;762569;761757;4570543;133;3;3;16;1;0;0;0;0;10177;10177;50884;27;6430051;6397050;40874205;1813;2135176;2134259;744;31597;31651;6;2332674;2325945;1341;162329;162008;254;0;0;0;-22;84;4;26057;558;2;-32;0;0;38342886;38205274;3792;29778611;29664814;3728;698553;698037;184;51512;51306;61;2089788;2082848;692;10158;10158;26;5598732;5580316;1652;117780;117794;78;-411;0;0;5154;28;2;3351967;3355235;208;19895705;19854425;3825;0;0;0;6878935;6868804;422;2383211;2383211;12;262929462;0;6511785;1302355;527851;105569;76698;1120088;3064;613;1902;380;0;233;10;0;2933081;586618;278171;55635;8810;522173;0;0;0;0;9444866;1888973;806022;161204;85508;1642261;1431601;286320;47589;9518;18681;258121;13836;44580;8916;0;4920;6;0;10382068;11813669;241019;1797;35;0;262929462;3339776
   Белгородская область;364343381;364536104;23021;81256779;81242718;812426853;3378;6519;5377;59146;18;486;201234348;201522014;1007611001;21900;29;2315425;2314494;13886963;300;3390;640;3656;7;0;0;0;0;576753;575080;2875202;223;58254268;58218738;447160940;11120;20124436;20082380;5402;45206;45204;20;20694112;20652075;7509;477227;474808;1284;1260;1260;4;8681;8679;22;7270;5084;13;129;150;3;326698369;327091047;22498;241426320;241933488;22331;8456878;8448005;1249;1141320;1136965;472;21150715;21120942;5006;574543;572870;217;53531622;53468683;10519;408161;405702;308;0;0;0;16;0;0;920157;918767;111;62835964;62628693;23177;0;0;0;25677005;25577224;713;2281534;2280990;90;308563947;0;18914717;3782943;2705665;541132;165255;3076556;412533;82507;62790;12558;754;69195;16;0;13111100;2622220;1299019;259804;5331;2357085;0;0;0;0;32025817;6405163;4004684;800936;170586;5433641;2444406;488881;119709;23941;48166;416774;4430;2632;526;0;3904;9;0;848096;3292502;286730;0;17;0;308563947;917533
   Брянская область;136402371;136257653;9259;18656073;18648512;186485137;1556;1158;1171;12880;7;1352;80086982;80071555;400357772;8805;0;2377774;2360521;14163126;209;4217;4225;21225;12;0;0;0;0;253552;253334;1266669;99;26784274;26719612;179512999;4612;7456551;7441437;1841;257727;257115;12;8239142;8199777;2901;163765;153840;775;635;635;1;924;924;12;7734;3761;3;3;3;1;119562291;119681740;8783;79119323;79260654;8663;3133282;3133170;388;4028189;4023791;815;8376497;8367770;1678;253422;253204;97;24555477;24548195;4447;94644;94884;171;152;152;1;781;0;0;868062;858302;279;20100930;19863102;9291;0;0;0;3931032;3961093;626;2054584;1782740;26;25951484;0;29997495;5999499;2987112;597423;266675;5135401;6164;1233;0;0;0;1233;2;0;4597433;919486;36796;7359;1529;910598;0;0;0;0;34594928;6918985;3023908;604782;268204;6045999;2510017;502003;63312;12662;19046;470295;27189;266;53;20;27116;15;0;385707;2895724;123036;224;27;0;25951484;857831
   Владимирская область;222301569;221918253;13051;24731795;24731299;247281229;1540;59;128;1408;8;-4897;151106915;150749443;753770364;12598;1;1564781;1564701;9388203;270;0;0;0;0;0;0;1;1;171738;171529;857640;151;39779669;39756752;244978868;7138;4276854;4279881;2952;35635;39137;52;4949530;4947741;4435;1030548;1026036;1057;10005;10005;1;2593;2593;24;45658;42316;16;0;0;0;189922080;189960050;12579;129480415;129530631;12488;19580631;19581767;698;559150;558669;354;6372448;6365466;2722;170562;169883;144;32751898;32750117;6833;1028499;1026001;226;0;0;0;275;275;2;221276;221640;126;38739841;38331388;13526;0;0;0;5463924;5483481;243;210773;210773;33;48953800;2;21589230;4317842;6877242;1375450;341202;2601190;196;39;61;12;0;27;5;0;15261852;3052370;87693;17539;5238;3029593;0;0;0;0;36851082;7370212;6964935;1392989;346440;5630783;7288127;1457625;104926;20985;16639;1420001;222;98;20;5;197;7;0;1813425;9101552;1009;0;1;0;48953800;220352
   Волгоградская область;254571816;254276482;16264;18484232;18464566;184643085;2780;69000;68688;755573;27;1041;164804378;164622306;823111283;15085;1329;12820840;12833313;76999875;423;0;0;0;0;0;0;0;0;461575;444279;2221400;145;49291697;49236749;310608492;8936;7279240;7262198;4103;105585;105272;35;8636328;8602549;5904;222126;222332;1975;0;0;1;1627;1615;50;170590;160535;9;0;0;0;212630293;212536891;15399;148484380;148472304;15290;5402478;5401114;435;1368695;1375757;202;6766438;6753103;3726;461058;443761;143;49955068;49914468;8548;191000;175207;213;0;0;0;7980;0;0;630294;630321;107;51097033;50897662;17471;0;0;0;9364900;9369525;238;2113776;2113910;61;81559849;3;33962122;6792423;6948381;1389677;1363395;4039351;23398;4680;84;17;1352;3311;4;0;9673353;1934671;5776638;1155329;8509;770833;0;0;0;0;43635475;8727094;12725019;2545006;1371904;4810184;5381638;1076328;229950;45991;326;1030011;9189;0;0;0;9189;9;0;3263759;8645397;0;0;0;0;81559849;602129
   Вологодская область;331576243;332633466;16282;11938237;11921611;117221968;1635;916;916;10073;6;199;245940948;247079179;1235420407;15896;0;2632156;2643644;15863509;261;29;28;138;2;0;0;0;0;233391;232012;1160059;175;61141332;61123963;371727296;6393;8181385;8145912;3387;-260;0;0;9689056;9632113;4970;306792;298395;1000;0;0;0;336;273;18;68202;1129;6;8;8;2;326913465;328147882;15834;251745586;253155010;15754;6556561;6539554;263;2483642;2483642;148;8463445;8454143;3043;228540;227120;171;57117903;56992505;6035;317517;295615;204;206;206;3;6;6;1;1643832;1641732;134;36241819;35972882;16525;0;0;0;32832474;32814285;364;5681382;5700002;50;605327344;0;21655689;4331136;2148900;429781;148436;3752919;63847;12769;0;0;0;12769;2;0;315072397;63014478;3910803;782160;59056;62173262;0;0;0;0;336728086;67345614;6059703;1211941;207492;65926181;6507102;1301420;9072;1815;2524;1297081;1438;0;0;0;1438;2;0;3856044;10363146;0;0;0;0;605327344;1580309
   Воронежская область;434616205;432327165;36222;63965490;63913309;639118936;5332;-46;26688;293568;23;513;255286134;253511991;1267557580;34670;0;3822842;3797882;22786472;503;0;0;0;0;0;0;0;0;368262;362901;1814824;188;89530658;89077547;867696155;17256;20188827;20102813;8076;58346;58346;20;21646807;21635895;11424;377629;372677;1224;271;271;4;3022;3022;23;6752;2532;15;0;0;0;394844271;394105114;35181;282834697;282591329;34964;9893294;9807760;980;1890573;1908712;575;23650491;23641401;7670;250625;246013;174;75976552;75510537;16271;375497;371784;285;0;0;0;-51;61;1;765743;766260;133;48681811;47179933;36086;0;0;0;9273535;9329868;445;758538;758538;49;79025498;1;65935461;13187093;13321355;2664273;877842;9644978;67541;13508;37131;7426;20;6062;16;0;55909107;11181822;27736484;5547297;6393;5628132;0;0;0;0;121844568;24368915;41057839;8211570;884235;15273110;12694168;2538832;497446;99488;17595;2421749;209305;172769;34554;491;174260;268;0;2819152;15513320;13690;893;10;0;79025498;756219
   Ивановская область;106614989;107278761;14724;5221216;5224075;52240742;1544;63;63;695;2;1880;79006153;79676645;398383231;14349;1;2106422;2108673;12652036;250;20538;20538;114471;4;828;828;4965;1;105714;105892;529460;54;16600088;16631074;100417193;5971;3178069;3127762;2380;156336;157723;14;3573345;3525428;3370;65028;64086;482;0;0;0;218;218;7;1125;496;9;-4;0;0;96951344;97739607;14130;69559001;70313414;14062;8920593;8914317;720;624168;625027;230;2938181;2947487;2283;105079;105257;52;14771850;14801632;5578;32473;32473;77;0;0;0;0;0;0;545934;546165;40;10479374;10356813;14707;0;0;0;1286632;1285404;141;63405;63399;11;14055668;0;11273687;2254738;2447359;489470;140034;1625234;0;0;1200;240;0;-240;0;0;6014788;1202957;2527700;505540;12668;684749;0;0;0;0;17288475;3457695;4975059;995010;152702;2309983;1538046;307608;240638;48127;2178;257303;0;0;0;0;0;0;0;391615;1929661;58546;0;2;0;14055668;545417
   Иркутская область;509448531;507901443;21560;15798919;15767532;157675310;2333;3795;5170;56876;17;8704;377076803;375896346;1879481714;20882;3;1511634;1515643;9093850;423;0;0;0;0;0;0;0;0;1783705;1779786;8898929;202;93079165;92865350;558995405;10217;19016949;18926016;5533;1580;961;5;20185787;20070037;7987;1213913;1210818;2226;145;145;2;3695;3565;25;16575;1045;9;15;0;1;384279630;382040524;20665;262907563;260795550;20525;10038876;10045115;668;124162;122065;125;19598626;19525533;5046;1266176;1262262;199;89232744;89179557;9661;1111480;1110443;301;0;0;0;2780;50;1;20020959;20051016;410;147618858;146924918;22401;0;0;0;41176496;39852926;1016;7991038;6596070;69;435560726;0;45624456;9124889;11537100;2307420;644687;6172782;20214;4043;58586;11717;698;-8372;12;0;45093560;9018713;14075641;2815127;13390;6190196;0;0;0;0;90718016;18143602;25612741;5122547;658077;12362978;9111483;1822299;258220;51644;21096;1749559;3179;204;41;45;3093;4;0;1131717;10243200;0;0;0;0;435560726;20018037
   Калининградская область;219316411;219456776;8664;30823082;30795724;307957185;1446;14724;18929;208214;22;1087;133441657;133693569;668468813;8168;0;1051690;1051317;6307899;251;894;894;4504;3;0;0;0;0;104635;104601;523011;83;48059762;48001328;311507934;4092;5211551;5194230;1616;1458;1612;4;5574547;5545149;2443;628607;638301;639;978;978;3;561;516;19;8351;1862;7;54;0;0;170649168;170042279;8195;109143133;108567605;8038;6600647;6620871;1011;3462475;3461549;428;8060764;7991212;1450;95174;92894;80;42661503;42682679;3828;438209;438205;259;0;0;0;5466;418;4;3490991;3467097;393;66978264;66747134;8436;0;0;0;21130804;20119206;611;704153;704153;33;189347584;0;34575663;6915132;5031669;1006335;210329;5698468;6728;1346;7038;1408;131;-193;13;0;175388804;35077761;36741372;7348275;7966;27721520;0;0;0;0;209964467;41992893;41773041;8354610;218295;33419988;216388068;43277613;177584205;35516842;1053;7759718;2976;9148;1830;0;1146;5;0;26991841;243379909;0;0;0;0;189347584;3467058
   Калужская область;313941107;313683014;13716;19893005;19894540;198945414;1404;7;7;79;3;1191;215768499;215654249;1078269914;13166;0;1681702;1684949;10109695;258;0;0;0;0;3;3;30;1;116498;115601;578005;113;62280586;62171313;377740461;7534;12318507;12233492;3143;1031281;1031281;34;14199610;14161111;4553;1078379;1076816;916;327;296;4;1985;1974;29;6871;2721;6;0;0;0;274317868;274278493;12962;158856292;158885781;12813;45300970;45293841;803;1127947;1126538;360;15482310;15456006;2844;102267;101305;109;52439838;52407911;7174;1008241;1007108;321;0;0;0;212;210;1;6563074;6563074;97;47226568;47032114;13868;0;0;0;13000089;13027877;431;622550;622550;38;101639472;0;24576222;4915244;6860885;1372176;324287;3218781;22013;4403;15;3;0;4400;10;0;225149769;45029955;83747326;16749465;80816;28199674;0;0;0;0;249725991;49945199;90608211;18121641;405103;31418455;7748846;1549768;929774;185955;1621;1362192;33879;163;33;1;33845;14;0;1188098;8936944;405668;0;8;0;101639472;6545354
   Камчатский край;54996920;54802025;2445;6985383;6954880;69548799;738;6646;6537;71903;13;-86;33034101;32899436;164497175;2270;0;180085;179493;1076960;85;0;0;0;0;0;0;0;0;260804;259918;1299590;48;8804243;8796636;58493548;1100;5452554;5433848;446;120485;120485;3;5721633;5701056;753;87550;87438;208;0;0;0;0;0;0;10335;1784;1;0;0;0;54599437;54487048;2228;39353159;39299957;2206;1962315;1940870;183;17138;17138;19;5768741;5765594;402;255865;254979;47;7164889;7133307;1031;76135;74009;93;0;0;0;0;0;0;2565108;2567032;45;8719193;8663831;2323;0;0;0;10772858;10805713;291;329551;329543;9;116441707;0;5079037;1015805;462475;92496;45600;877709;22602;4520;0;0;59;4461;4;0;1597911;319582;93224;18645;6098;294839;0;0;0;0;6676948;1335387;555699;111141;51698;1172548;239342;47869;35;7;58;47804;0;0;0;0;0;0;0;7147491;7386833;0;0;0;0;116441707;2565293
   Кемеровская область - Кузбасс;756875141;756541158;18427;10195230;10187469;101875304;1712;5296;696;7654;6;1396;563161065;562840002;2814148296;17832;0;31100140;31068671;186411601;433;0;0;0;0;0;0;0;0;2904247;2903013;14515070;292;110468191;110481558;669607828;8143;36350076;36348980;3782;723760;725276;39;39039084;39058175;5986;388776;387519;1317;147;147;2;2210;2210;29;172481;42166;22;0;0;0;641290728;641375849;17025;485507806;485768780;16934;7500570;7542395;503;2571475;2571978;163;41040100;41023176;3499;2880470;2879232;287;101551411;101405678;7759;249027;248752;280;0;0;0;28468;14504;7;63734454;63709591;237;150179207;149874934;18678;0;0;0;97664117;97915575;485;4944217;4912727;141;1163136888;2;41451805;8290364;10400270;2080053;977660;5232651;15233;3047;723;145;109;2793;15;0;153391778;30678356;76881107;15376221;52996;15249139;0;0;0;0;194843583;38968720;87281377;17456274;1030656;20481790;13126600;2625321;714478;142896;157447;2324978;1;0;0;0;1;1;0;63376735;76503335;0;0;0;0;1163136888;63587053
   Кировская область;112349194;112244889;10615;10632365;10630850;106319746;1815;-8;0;2;1;2119;74722482;74667680;373357590;10252;0;1765939;1765334;10589690;236;0;0;0;0;0;0;0;0;172121;159285;796427;161;22001811;21984792;137252991;5849;2837542;2820933;2378;4267;4428;12;3052365;3034826;3637;80642;78802;1933;0;0;0;3912;3811;22;3853;3325;13;0;0;0;99035681;98840157;10248;71208318;71044950;10196;2653087;2653076;280;257578;257578;128;3572532;3572215;2220;167003;154519;156;21135410;21116623;5581;41265;40942;173;0;0;0;0;0;0;87050;84367;74;16079113;16056377;12143;0;0;0;2738979;2627612;218;135248;136442;46;35400723;2;16957801;3391559;3213360;642675;387173;2361711;3996;799;175;35;0;764;3;0;23978550;4795710;22714810;4542963;35280;217467;0;0;0;0;40936351;8187269;25928170;5185638;422453;2579178;8562654;1712533;779344;155869;19217;1537447;136;0;0;0;136;1;0;165082;8727736;327530;570;8;0;35400723;84153
   Костромская область;64545601;64578197;4990;4831375;4831335;48313347;742;44;44;486;1;295;47904230;47926492;239632456;4810;0;232096;240570;1443419;96;0;0;0;0;0;0;0;0;115414;114810;574053;65;9988119;9997469;61046786;2569;1185058;1178275;1101;1222;1222;3;1474051;1467182;1767;216556;216210;553;0;0;0;1774;1388;21;696;121;4;0;0;0;55818500;55874457;4749;42848914;42962423;4714;1755820;1727411;235;332737;318701;133;1323602;1321629;991;112410;114464;64;9278015;9263033;2425;170225;170242;90;0;0;0;0;0;1;51900;51900;44;10583652;10554976;5291;0;0;0;1650666;1647009;92;109479;114870;15;61596238;0;155448060;31089613;151421573;30284314;55609;749690;0;0;0;0;0;0;0;0;985632440;197126488;945734869;189146973;2935100;5044415;0;0;0;0;1141080500;228216101;1097156442;219431287;2990709;5794105;22818777;4563755;30879;6176;2756;4554823;1761;0;0;0;1761;3;0;149;22818926;0;0;0;0;61596238;51279
   Курганская область;71595819;71486008;4826;6178540;6147409;61473791;949;1330;1330;14548;10;100;44401779;44375705;221879004;4496;0;566870;576680;3460012;169;91;91;878;2;0;0;0;0;83134;79331;396652;99;15988904;15976934;98257252;2140;4156346;4152530;1001;101014;101014;6;4375159;4328502;1517;53264;53146;402;336;336;1;4290;4290;22;283;283;2;0;0;0;61475466;61432176;4625;42597776;42558777;4600;764919;763405;95;144945;144332;85;6067986;6059759;935;82884;79081;97;11794816;11798110;1993;26197;28645;80;49;49;2;0;0;0;61500;61510;17;11124254;11057448;4880;0;0;0;1004459;1004565;156;154133;154133;14;6333510;0;7689172;1537833;733107;146624;43502;1347707;12343;2469;58;12;0;2457;4;0;3666461;733292;2371793;474359;9616;249317;0;0;0;0;11355633;2271125;3104900;620983;53118;1597024;252929;50587;2148;430;14;50143;2047;0;0;0;2047;6;0;59679;312608;106844;346;13;0;6333510;61290
   Курская область;162089134;161775477;10983;34535563;34526946;345269447;2615;3829;3829;42115;11;-5257;89457349;89169911;445849537;9918;0;1064442;1063002;6378014;207;4256;4256;21611;1;0;0;0;0;311218;305499;1527494;114;27398750;27405923;191460069;4889;6871032;6878286;2127;691;691;2;9323265;9300253;3255;126002;126147;729;0;0;0;897;920;18;36416;15798;8;-36;0;0;144907592;144711031;10471;106641267;106455901;10403;4990272;4986707;345;790963;790937;247;8024392;8014479;1967;307144;301425;112;24115132;24122965;4552;97295;97490;134;0;0;0;776;6;2;3170415;3169943;36;25535845;25394793;10832;0;0;0;11354366;11352119;590;4072391;4072393;36;88766681;2;16224891;3244976;2949872;589972;515636;2139368;38484;7697;0;0;0;7697;7;0;45724293;9144858;32122460;6424492;2459;2717907;0;0;0;0;61949184;12389834;35072332;7014464;518095;4857275;7532500;1506499;53361;10672;3520;1492307;0;0;0;0;0;0;0;258597;7791097;1050;0;1;0;88766681;3163593
   Ленинградская область;461933716;461848493;20145;19782079;19780120;197805278;1729;504;504;5543;12;1195;329189340;329279239;1647520817;19589;0;3091144;3066843;18401062;355;198;237;6441;3;0;0;0;0;2153768;2146541;10732705;234;94412732;94369389;581152318;10251;12059279;11968368;4604;20880;20982;23;13302520;13203945;6620;8569791;8558562;2634;2364;2364;7;1251;1289;31;31286;5336;25;0;0;1;469591554;469809920;19499;301369864;301759706;19323;41301030;41302483;1262;2794470;2795323;388;39999176;39949502;4124;2150981;2143201;224;75274346;75148619;9748;6713211;6712274;537;215;215;1;818;174;2;6764236;6765587;443;113372980;112975437;21407;0;0;0;119215012;119105191;712;4648188;4575998;87;672041541;3;52152041;10430410;9320705;1864140;677132;7889138;52023;10405;1614;323;0;10082;17;0;34306060;6861213;4030767;806155;7625;6047433;0;0;0;0;86458101;17291623;13351472;2670295;684757;13936571;16608223;3321646;825733;165147;339588;2816911;8241;4661;932;569;6740;24;0;69142948;85751171;105649;4683;17;0;672041541;6748700
   Липецкая область;264597942;264106591;14608;36516567;36507821;365070703;1811;257;103;1135;3;431;159863331;159538874;797685361;13974;0;1843573;1844023;11064142;207;0;0;4803;0;0;0;0;0;177887;177747;888734;128;50314071;50191258;328663635;5937;15256252;15267188;2736;5182;5182;11;15881843;15846321;4152;623282;622177;833;0;0;0;522;522;9;43311;40682;9;4;4;2;290885912;290720090;14075;210705389;210724801;13997;14445053;14418156;418;1573308;1573308;194;15100494;15060539;2510;173518;173378;121;48013360;47901837;5446;867443;868621;225;0;0;0;8;0;0;46856;45104;38;23468342;23261237;14817;0;0;0;49075824;49196463;270;4470846;4459718;87;383129567;0;12071684;2414337;4244068;848814;87772;1477751;34086;6817;140413;28083;1629;-22895;16;0;13319091;2663817;105108;21022;2370;2640425;0;0;0;0;25390775;5078154;4349176;869836;90142;4118176;1197114;239422;24539;4908;13635;220879;3755;414;83;209;3463;16;0;177453;1374567;39611;1867;7;0;383129567;19347
   Магаданская область;46364223;45089772;1519;1107120;1014904;10149043;262;16713;16713;183840;3;1684;32916188;32642370;163211754;1455;0;8835;8192;49120;24;0;0;0;0;0;0;0;0;1173917;1094979;5474896;37;7731862;7629929;45862466;516;3378590;2518527;251;14471;14471;2;3407902;2682523;492;291826;291780;310;0;0;0;47;47;2;0;0;0;0;0;0;48472674;47108871;1465;37201923;36720826;1429;559363;562435;37;1466;1466;3;3522256;2824019;244;1171867;1092929;36;5706330;5604440;475;281636;281636;55;9803;3616;3;0;0;0;11176417;11391409;178;9249039;9218551;1535;0;0;0;22234410;22330435;397;1154069;1179001;14;185856802;0;964955;192992;123155;24632;87985;80375;1362;272;0;0;792;-520;6;0;3969693;793938;20221;4044;0;789894;0;0;0;0;4934648;986930;143376;28676;87985;870269;8831412;1766282;2835;567;4263;1761452;840;0;0;0;840;3;0;2949308;11780720;0;0;0;0;185856802;11391248
   Московская область;3683762398;3680674360;130729;241883593;241776097;2417768746;11274;5652;5902;64919;34;278320;2527234980;2525643754;12628219760;126696;-5;16638479;16746071;100476426;1642;27869;27263;141610;17;389477;389477;1947803;10;1296004;1287212;6436051;597;779391981;778434646;4781991575;77080;95018237;94136652;32160;10082412;10148334;185;117077335;116480086;44693;12527493;12490060;6780;51956;51956;32;10903;15764;99;4090747;2731306;156;5264;5336;17;3297906703;3295869205;126228;2156998379;2156089197;124885;292261635;292060640;10687;29026125;28817743;3670;122382802;122600723;29420;1277654;1265940;571;684219738;683334193;74098;11330940;11312882;2465;384776;384776;10;937984;265322;18;35321599;35791030;1060;501983853;500597210;131822;0;0;0;136958462;136352539;1689;10467435;10222653;290;1050228125;29;504808594;100961723;138988259;27797649;19257822;53906252;37641;7528;25122;5024;254;2250;8;0;501300840;100260169;268208309;53641663;922045;45696461;0;0;0;0;1006109434;201221892;407196568;81439312;20179867;99602713;312212813;62442561;220885824;44177165;671844;17593552;43450425;216560521;43312104;11039;127282;94;0;56644528;368857341;3851213;471285;75;0;1050228125;32846257
   Мурманская область;106639107;106578129;4506;5995774;5991974;59919737;1109;3523;3523;38756;1;8;73685825;73684173;368420865;4166;0;399288;399079;2394472;108;101;101;504;1;0;0;0;0;298314;292351;1461755;51;20409570;20400275;128578113;1896;5063928;5041136;828;218416;218416;8;5846798;5806742;1312;1751967;1748426;1601;0;0;0;1632;1632;20;439;76;2;0;0;0;150693350;151896127;4203;122546781;123735580;4186;3827849;3829350;145;66153;66153;42;4418640;4416698;722;291702;287881;50;17599132;17625639;1789;1943095;1934826;161;0;0;0;0;0;0;5667667;5272950;65;22167270;22184250;5730;0;0;0;70127194;71016553;261;10204580;10224680;28;677181817;0;17051197;3410240;1737227;347445;397013;2665782;54214;10843;2310;462;315;10066;2;0;5030926;1006185;7737;1547;8053;996585;0;0;0;0;22082123;4416425;1744964;348992;405066;3662367;17919043;3583810;262798;52559;12071;3519180;485032;5766;1153;672;483207;4;0;27655568;45574611;0;0;0;0;677181817;5272424
   Нижегородская область;914643014;912356010;57376;56020118;55982047;559820433;4658;15284;11663;128295;23;12910;653802433;651795121;3258975595;55802;0;10968156;10963788;65782721;982;0;0;0;0;0;0;0;0;812176;812201;4061004;303;162635702;162640731;989322874;29061;27018793;26699717;13709;842059;842380;105;30376089;30078444;19471;1179216;1175217;2406;1801;1801;5;2074;2072;44;1126455;85541;29;87;87;9;794459904;792625238;55734;585195519;584318506;55376;27677014;27690288;2272;3421489;3420399;827;32270275;32136507;12952;809696;809239;292;143318407;142499645;27611;1766910;1750062;736;0;0;0;1221862;235231;11;10634171;10476033;525;143784684;143694041;57856;0;0;0;33107005;33354585;895;6859385;6810542;102;309010677;3;150776744;30155348;26224813;5244963;4612824;20297561;316398;63280;111305;22261;400;40619;46;0;42734989;8546998;5999931;1199985;35839;7311174;0;0;0;0;193511733;38702346;32224744;6444948;4648663;27608735;11974995;2395000;468982;93796;20823;2280381;48054;7685;1537;16;46501;61;0;120007324;131982319;306714;22713;50;0;309010677;9789687
