GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Забайкальский край;19664844;19615587;1284;1044715;1044251;10442512;204;867;603;6631;6;20784;14344399;14267541;71343095;1216;0;90931;90493;542956;37;2894;2896;19213;1;0;0;0;0;181061;169934;849668;26;2761314;2766386;16756471;443;888546;879350;204;430;430;4;1220773;1274138;357;84250;78175;413;0;0;0;44;44;2;0;0;0;0;0;0;19097824;18951886;1135;14679279;14652743;1115;820162;817240;75;13300;11569;5;1210989;1163299;175;164931;156821;25;2106952;2086673;427;101151;63540;39;0;0;0;0;0;0;2447283;2439975;65;3939085;3951361;1535;0;0;0;5703422;5620428;168;61387;61387;6;49720993;1605;4697284;939455;589488;117898;59047;762510;5324;1065;530;106;0;959;3;0;6661956;1332393;2580;516;7151;1324726;0;0;0;0;11359240;2271848;592068;118414;66198;2087236;14998051;2999611;11789;2358;7721;2989532;2803;10568;2114;7718;-7029;3;0;0;14998051;768;0;1;0;49720993;2439976
   Амурская область;58681408;57233992;2240;3722266;3690939;36909405;490;56228;56248;618732;5;4573;37311828;36860918;184305064;2076;0;42307;42221;253325;38;12;7;36;1;0;0;0;0;231362;230928;1154642;17;9269846;8361793;51450292;828;7733268;7679784;393;32;5;1;8042879;7987639;627;415839;415019;304;0;0;0;456;456;2;0;0;0;1072;0;0;60026816;59052692;2114;42319270;42393484;2080;1234496;1233325;216;11915;11855;12;8462802;7562293;431;231231;230928;17;7409869;7264683;786;357149;356122;34;0;0;0;0;0;0;1077972;1050835;67;16014977;15579168;2343;0;0;0;18004743;18017674;212;8905465;8971142;12;50443344;2474;6663384;1332675;2720773;544157;31802;756716;484673;96935;1107;221;5685;91029;3;0;33510154;6702031;11658747;2331749;31564;4338718;0;0;0;0;40173538;8034706;14379520;2875906;63366;5095434;36174090;7234817;58276;11655;6593;7216569;31846;1140;228;111;31507;5;0;135272;36309362;30563;4862;1;0;50443344;1050836
   Архангельская область;68509759;68100579;1995;1556266;1556321;15563210;293;0;0;0;0;432;52596943;52262183;261310908;1939;0;149916;149338;896030;58;-463;1;4;1;0;0;0;0;204140;204065;1020324;48;10744750;10690481;65203833;894;2671724;2648365;360;12030;12059;7;3268278;3237777;681;97246;95949;544;0;0;0;747;747;6;2442;0;0;-10968;0;1;57461793;57010866;1843;29169477;29011806;1829;407381;360919;34;18090;18090;10;2114718;2181483;331;204884;203315;47;25488743;25179925;915;58331;55160;77;0;0;0;0;0;0;1984382;2016169;35;13120068;13013980;2360;0;0;0;3969295;3833209;94;458306;515197;16;66523723;2388;30153930;6030788;1370866;274173;1168526;4588089;99;20;6626;1325;0;-1305;1;0;2968802;593759;292569;58514;1558;533687;0;0;0;0;33122732;6624547;1663435;332687;1170084;5121776;1017369;203475;13652;2731;2168;198576;470;0;0;0;470;2;0;3306010;4323379;0;0;0;0;66523723;2009839
   Астраханская область;18697518;18554553;1379;709948;704988;7049879;208;2682;2682;29503;5;813;14697668;14608609;73043044;1284;0;292990;292178;1753069;43;0;0;0;0;0;0;0;0;2935;2935;14676;11;2036437;1994894;12252947;636;848708;847814;247;16194;16248;3;954078;947499;491;52727;52406;90;0;0;0;-106;1;1;16717;371;1;-32;0;0;14736699;14608221;1306;11769257;11667405;1288;221207;220691;63;15387;15294;19;864175;857383;254;2935;2935;11;1832071;1813356;584;31142;31156;31;-411;0;0;2939;20;1;1391903;1393872;73;5439783;5402612;1332;0;0;0;2799913;2795056;143;987916;987916;4;77442448;1432;1754071;350814;206835;41366;35724;273724;828;166;386;77;0;89;3;0;1541999;308401;179828;35966;3178;269257;0;0;0;0;3296070;659215;386663;77332;38902;542981;676855;135370;15673;3135;14925;117310;4325;15075;3015;0;1310;2;0;2763158;3440013;84849;218;15;0;77442448;1393705
   Белгородская область;128769095;128909009;7943;28906436;28890526;288905263;1164;1160;1464;16107;9;1390;70266828;70511990;352558560;7610;28;978779;977847;5867085;111;3277;526;2637;3;0;0;0;0;217821;216148;1080537;83;20587445;20538395;160968986;3769;7541470;7501423;1805;33016;33015;7;7806230;7768750;2587;263048;260629;469;-1375;137;2;3902;3901;9;3661;1474;5;-21;0;0;115864766;116177119;7748;85342068;85769234;7688;3425448;3417259;509;439488;435133;163;6783619;6754368;1781;219127;217454;82;19446180;19380144;3648;205544;203109;131;0;0;0;16;0;0;489189;487797;45;21199490;21021888;8000;0;0;0;8602018;8503972;251;870759;870216;32;100848545;8208;7768604;1553719;1232347;246471;61320;1245928;114486;22897;38957;7791;243;14863;6;0;3193774;638755;452759;90552;2213;545990;0;0;0;0;10962378;2192474;1685106;337023;63533;1791918;1024902;204980;79176;15835;46975;142170;644;2618;524;0;120;3;0;520180;1545082;234324;0;7;0;100848545;487570
   Брянская область;48718486;48578487;3189;6811019;6803362;68033613;541;1041;1054;11595;4;188;30123101;30117710;150588549;3027;0;982668;961623;5769737;70;715;723;3617;4;0;0;0;0;110721;110504;552521;44;8095728;8030152;54441861;1583;2315599;2300634;642;102763;102151;5;2592012;2551984;1021;72538;62595;278;0;0;0;690;690;5;6510;2544;2;3;3;1;43233538;43346778;3004;28752388;28892795;2961;1245489;1245290;147;1351265;1346867;283;2877917;2869120;618;110599;110382;42;8855338;8842927;1582;39081;39322;64;152;152;1;781;0;0;334848;321156;94;6160123;5935619;3220;0;0;0;916407;944946;211;1061099;789255;8;10353994;3362;11408615;2281725;947477;189497;105026;1987202;3643;729;0;0;0;729;1;0;1648913;329783;7897;1579;1296;326908;0;0;0;0;13057528;2611508;955374;191076;106322;2314110;1153432;230686;53704;10740;17260;202686;9427;0;0;20;9407;4;0;216360;1369792;33983;58;9;0;10353994;321004
   Владимирская область;84424453;84023553;4493;8182145;8181635;81785034;525;-54;15;168;1;15113;61364918;61008799;305043530;4342;0;537672;537706;3226239;95;236;236;1178;1;0;0;1;1;78850;78641;393208;62;12539032;12515516;76614784;2424;1371289;1370835;1014;6855;7488;19;1706742;1701052;1563;327837;323327;378;0;0;0;857;857;8;4092;750;5;0;0;0;69592095;69622713;4316;48357156;48398878;4280;7480053;7480626;263;149019;148539;120;1739766;1732650;938;79045;78366;59;11469767;11468981;2350;340062;337565;86;0;0;0;0;0;0;104572;104936;50;16531952;16114008;4676;0;0;0;1463413;1482860;85;137608;137608;11;15987215;4729;6702396;1340478;1831269;366255;123779;850444;49;10;3;1;0;9;1;0;1053426;210686;20556;4111;1569;205006;0;0;0;0;7755822;1551164;1851825;370366;125348;1055450;2843055;568612;30312;6062;6565;555985;53;0;0;2;51;2;0;931241;3774296;0;0;0;0;15987215;104768
   Волгоградская область;91098966;90819969;5669;6701951;6696288;66960278;1008;21944;21633;237962;13;1099;57870047;57694214;288471023;5254;18;4419707;4432179;26593080;152;0;0;0;0;0;0;0;0;209821;192524;962622;58;18302615;18245163;115300341;3045;2814231;2797186;1391;51895;51582;15;3568788;3535241;2042;102604;102836;692;0;0;0;495;483;16;15103;5185;3;0;0;0;74583511;74480072;5319;52564345;52540445;5274;1877863;1881657;162;268005;275067;70;2870217;2855907;1352;209793;192496;58;16704280;16661285;2995;89008;73215;82;0;0;0;7980;0;0;184305;184332;38;18637018;18464222;6082;0;0;0;2181672;2185939;77;858440;860711;23;27476750;6179;13928100;2785618;2910591;582120;514005;1689493;0;0;0;0;0;0;0;0;3538666;707732;2323668;464734;2109;240889;0;0;0;0;17466766;3493350;5234259;1046854;516114;1930382;3179158;635831;12284;2456;326;633049;1402;0;0;0;1402;4;0;1125210;4304368;0;0;0;0;27476750;181971
   Вологодская область;111156743;112488288;5709;3887422;3871429;36736225;551;509;509;5594;2;-5222;83921229;85323674;426618394;5588;0;1017313;1028804;6172821;93;29;28;138;2;0;0;0;0;71257;69879;349393;63;19413815;19399691;117467178;2171;2094170;2059248;1152;-260;0;0;2850407;2794287;1727;144348;135961;356;0;0;0;178;116;8;67824;736;2;13;13;1;107414813;108841816;5534;83430525;85024069;5501;2434946;2417940;98;651825;651825;47;3129346;3126825;1088;66434;65014;61;17546711;17422936;2108;154969;133128;77;75;75;1;0;0;0;1105673;1103572;53;12225021;12043453;5763;0;0;0;9337981;9335919;117;2499023;2517234;20;159491464;5929;8309184;1661837;871465;174292;49742;1437803;58250;11650;0;0;0;11650;1;0;19939503;3987904;1622864;324573;20626;3642705;0;0;0;0;28248687;5649741;2494329;498865;70368;5080508;3548067;709614;2367;472;810;708332;55;0;0;0;55;1;0;1133839;4681906;0;0;0;0;159491464;1102950
   Воронежская область;160209051;158924829;12727;22571881;22519941;225182073;1841;-19489;7245;79696;9;137055;96010094;95428267;477133872;12213;0;1497411;1476788;8861467;180;0;0;0;0;0;0;0;0;168696;163335;816672;72;31884387;31434329;212732844;5816;7077804;6991504;2740;17774;17774;7;7961596;7892671;3951;102598;99765;449;69;69;2;1107;1107;10;4492;738;4;0;0;0;144219037;144444356;12367;104619747;105353150;12294;3358847;3274055;353;683308;701715;197;8520836;8514112;2719;114716;110104;68;26878053;26396224;5648;95926;92581;116;0;0;0;8;0;0;318774;319318;50;18550488;17091007;12665;0;0;0;2765638;2822248;151;315083;311994;21;23787478;12973;26941134;5388230;5153774;1030757;322043;4035430;63669;12734;36210;7242;20;5472;6;0;14927731;2985544;2056515;411303;2032;2572209;0;0;0;0;41868865;8373774;7210289;1442060;324075;6607639;4427642;885528;227759;45551;1942;838035;48897;71053;14211;0;34686;61;0;1107958;5535600;6576;258;4;0;23787478;318348
   Ивановская область;37976727;38585835;5170;1737370;1737654;17376535;558;63;63;695;2;308;28631231;29254244;146271226;5033;0;626611;628487;3770924;84;12624;12624;68935;2;0;0;0;0;31697;31894;159469;19;5614984;5643069;34070145;2032;1182529;1133386;825;53300;54687;5;1334465;1287716;1168;20205;19841;165;0;0;0;62;62;1;916;288;4;-4;0;0;34744321;35468946;4957;25598969;26306416;4931;2910239;2905916;253;225430;226227;83;1028794;1038284;781;31591;31788;19;4938651;4949667;1968;10648;10647;30;0;0;0;0;0;0;196089;196321;16;3578339;3465415;5165;0;0;0;405998;521181;50;8271;8266;2;4922622;5285;4337966;867593;631027;126205;56324;685064;0;0;1200;240;0;-240;0;0;3101165;620233;12884;2577;9215;608441;0;0;0;0;7439131;1487826;643911;128782;65539;1293505;614345;122869;162768;32554;578;89737;0;0;0;0;0;0;0;169918;784263;0;0;0;0;4922622;196161
   Иркутская область;177953133;176600861;7518;5929605;5897018;58970175;806;339;1714;18856;7;7862;131622701;130630576;653152893;7304;0;633679;633964;3803783;150;0;0;0;0;0;0;0;0;483306;479386;2396935;71;31773795;31573180;190135924;3451;6904539;6816221;1903;632;14;1;7501831;7385073;2762;503504;500557;822;0;0;0;418;418;8;15624;104;3;15;0;1;137927015;135710488;7156;95703859;93595545;7107;3721924;3728163;231;37740;35643;40;7274525;7203572;1816;369091;365171;70;30401003;30364686;3453;418873;417706;122;0;0;0;2780;50;1;5742651;5755486;156;48991271;48463160;7863;0;0;0;14160799;12806225;345;4272693;2877726;26;129843016;8077;18297110;3659424;5601200;1120240;289109;2250075;594;119;787;157;0;-38;3;0;8191422;1638285;4666843;933369;766664;-61748;0;0;0;0;26488532;5297709;10268043;2053609;1055773;2188327;3665635;733128;166222;33244;9962;689922;3044;204;41;34;2969;2;0;300754;3966389;0;0;0;0;129843016;5749674
   Калининградская область;82185471;82190833;3016;10992552;10965581;109655757;505;2946;7151;78657;8;21700;50938863;51074256;255372234;2848;0;415776;415572;2493431;91;652;652;3262;1;0;0;0;0;37334;37300;186501;29;17845323;17788390;111777661;1383;1631302;1614637;552;616;770;2;1842464;1813361;874;279562;289492;244;513;513;1;189;144;6;7291;802;2;54;0;0;62762778;61852375;2850;40576899;39735508;2797;3153211;3171778;367;1126759;1125733;141;2660056;2590722;517;31924;29643;27;14923807;14908871;1323;186556;186552;109;0;0;0;5047;0;0;1000032;973640;130;28691041;28627411;2944;0;0;0;10124452;8960406;229;383578;383578;10;56870067;3112;9385167;1877034;1683499;336702;70459;1469873;5428;1086;6256;1251;88;-253;5;0;73538405;14707680;17549885;3509978;4734;11192968;0;0;0;0;82923572;16584714;19233384;3846680;75193;12662841;30712525;6142504;22495667;4499133;736;1642635;822;2210;442;0;380;2;0;21444593;52157118;0;0;0;0;56870067;973653
   Калужская область;124798673;124521168;4725;6590822;6592468;65924689;500;3;3;32;1;689;91295186;91164334;455823309;4548;0;680549;683785;4102708;90;0;0;0;0;3;3;30;1;47494;46596;232981;43;20318825;20234621;122818575;2536;5161585;5079961;1121;191056;191056;11;5865101;5798605;1617;444029;442392;330;31;0;0;680;668;10;5103;953;1;0;0;0;106138788;106111579;4442;62314061;62305970;4380;19869486;19858830;289;308559;305750;136;5704529;5683189;1022;47452;46489;42;17475004;17492854;2517;419704;418496;121;0;0;0;2;0;0;1868076;1868076;31;20851268;20625037;4774;0;0;0;3605655;3633011;136;229088;229088;13;38743182;4884;12618593;2523720;3306158;661232;192804;1669684;13769;2754;15;3;0;2751;5;0;40627594;8125519;25412796;5082559;22584;3020376;0;0;0;0;53246187;10649239;28718954;5743791;215388;4690060;2314526;462906;191796;38359;1204;423343;28248;0;0;0;28248;5;0;422473;2736999;145005;0;3;0;38743182;1852729
   Камчатский край;21704620;21551048;837;2952702;2922198;29221979;256;2284;2175;23924;6;-45;12717616;12635795;63178967;783;0;60059;59808;358849;29;1346;1346;6728;1;0;0;0;0;127567;126681;633403;15;3952783;3945135;26415492;380;1777397;1753045;146;34412;34412;1;1891656;1859257;272;41230;41117;83;0;0;0;0;0;0;10335;1784;1;0;0;0;19464708;19358952;758;13510338;13458975;752;635222;613776;48;4731;4731;5;2307480;2302287;143;122879;121993;15;2842138;2817394;378;40727;38601;37;0;0;0;0;0;0;451657;453581;18;4625407;4607048;821;0;0;0;2786064;2821194;75;84054;84046;4;48972529;858;1572841;314570;166392;33279;14097;267194;0;0;0;0;0;0;0;0;586052;117211;39249;7850;2380;106981;0;0;0;0;2158893;431781;205641;41129;16477;374175;89416;17883;35;7;0;17876;0;0;0;0;0;0;0;2047806;2137222;0;0;0;0;48972529;452695
   Кемеровская область - Кузбасс;266814999;266553803;6369;3617943;3610213;36102135;583;4832;232;2554;2;-5778;195628351;195361916;976810722;6182;1;12575156;12558860;75353160;148;0;0;0;0;0;0;0;0;1127994;1126874;5634364;105;40398627;40406354;245425926;2758;12481532;12481786;1261;236395;237911;15;13467379;13487944;2070;133930;132685;465;75;75;1;821;821;11;144608;15741;7;0;0;0;223448470;223544454;5792;169184975;169456026;5760;1967518;2009342;182;847777;848343;51;14830874;14816039;1223;1115064;1113938;105;35409644;35265092;2705;78010;77735;100;0;0;0;19682;5719;3;15704167;15681699;80;54690608;54448450;6493;0;0;0;26677244;26928837;156;2390629;2359138;55;309717657;6659;15632004;3126400;4311013;862202;376050;1888148;5624;1125;2879;576;70;479;6;0;41434205;8286840;25811343;5162269;12070;3112501;0;0;0;0;57066209;11413240;30122356;6024471;388120;5000649;4938486;987698;247512;49503;107779;830416;33;0;0;0;33;2;0;17929278;22867764;0;0;0;0;309717657;15655576
   Кировская область;41628845;41527523;3636;3444626;3443111;34431087;638;-9;0;0;1;206;28937836;28883489;144416924;3523;0;701450;700845;4202751;81;0;0;0;0;0;0;0;0;78677;65842;329206;67;7302691;7285760;44922176;1966;1070748;1056363;792;2466;2627;5;1163368;1148272;1259;18487;16617;703;0;0;0;983;881;8;1466;1104;5;0;0;0;37352807;37159420;3485;26336828;26175060;3467;947609;947259;101;89038;89376;39;1049838;1046003;764;75979;63496;67;8840521;8825789;1919;12508;12185;63;0;0;0;0;0;0;31836;29154;28;5068046;5047692;4198;0;0;0;793733;682279;64;59768;60963;15;12648095;8;7342460;1468491;1205121;241026;131073;1096392;0;0;0;0;0;0;0;0;17752935;3550587;17664258;3532851;22810;-5074;0;0;0;0;25095395;5019078;18869379;3773877;153883;1091318;3977803;795561;523481;104696;9779;681086;136;0;0;0;136;1;0;60800;4038603;315302;85;2;0;12648095;29153
   Костромская область;22757252;22780991;1702;1611959;1611980;16119800;256;44;44;486;1;23;17121085;17143690;85718448;1638;0;89484;89438;536628;37;0;0;0;0;0;0;0;0;55958;55355;276774;22;3382187;3390705;20653834;864;372436;365767;372;1222;1222;2;496512;489757;593;97420;97074;205;0;0;0;860;474;7;294;1;1;0;0;0;20201677;20243190;1603;15473514;15571157;1593;711754;683284;87;93787;79750;37;501746;499385;356;53302;55355;22;3303131;3288154;837;66088;66105;34;0;0;0;0;0;1;18245;18245;16;3343042;3326413;1821;0;0;0;685370;687784;27;30710;36102;6;32098151;1829;81972714;16394543;79986446;15997288;36641;360614;0;0;0;0;0;0;0;0;276767586;55353518;218835870;43767174;566386;11019958;0;0;0;0;358740300;71748061;298822316;59764462;603027;11380572;2900920;580184;1811;362;287;579535;0;0;0;0;0;0;0;112;2901032;0;0;0;0;32098151;17935
   Курганская область;25903959;25794385;1659;2281540;2250626;22506258;330;240;240;2636;4;125;16715256;16684550;83423098;1551;1;217142;228916;1373498;63;7;7;37;1;0;0;0;0;32452;31294;156474;36;5657716;5645557;34650153;691;918285;914747;346;68;68;1;999486;953172;524;20643;20650;149;336;336;1;1675;1675;7;7;7;1;0;0;0;22588196;22543202;1571;15908644;15869564;1562;263046;261531;32;49027;48414;27;2499906;2491891;340;32452;31294;36;3827737;3826926;693;11096;13561;29;0;0;0;0;0;0;514;525;4;3687289;3622741;1699;0;0;0;349913;350212;49;73494;73494;6;1633840;1745;3408779;681750;391569;78315;16441;586994;3100;620;0;0;0;620;1;0;233444;46689;7688;1537;4092;41060;0;0;0;0;3642223;728439;399257;79852;20533;628054;67921;13584;1856;371;12;13201;804;0;0;0;804;2;0;29450;97371;57760;261;5;0;1633840;525
   Курская область;60565721;60168178;3951;13295876;13282401;132824014;936;2675;2675;29419;4;3023;33294860;32933111;164665534;3597;0;535174;533613;3201681;76;14;14;72;1;0;0;0;0;117439;113299;566494;39;9187134;9195225;67575250;1642;1865352;1873841;678;206;206;1;3949047;3927324;1083;30262;30274;270;0;0;0;328;351;6;20636;18;2;-36;0;0;53045972;52748880;3755;39337613;39049139;3734;2309360;2305558;133;206359;206333;81;3009648;2999012;743;116931;112791;39;8017849;8027774;1568;51777;51838;53;0;0;0;771;1;1;1642428;1641955;13;9781988;9664375;3936;0;0;0;3851793;3854634;168;2313783;2313785;11;49506518;4125;6856797;1371357;1524276;304857;186902;879598;31727;6345;0;0;0;6345;3;0;733826;146765;41972;8394;730;137641;0;0;0;0;7590623;1518122;1566248;313251;187632;1017239;6341024;1268203;39533;7906;536;1259761;64;0;0;0;64;1;0;158284;6499308;1050;0;1;0;49506518;1641955
   Ленинградская область;163668093;163639882;6891;6771191;6769197;67691966;611;176;176;1941;3;23;117835997;117928415;589653883;6713;0;1312797;1287367;7724207;121;0;0;0;0;0;0;0;0;1853457;1846231;9231155;86;31208223;31213775;191909303;3486;4259536;4174708;1575;5164;5265;9;4686250;4593952;2304;4466751;4455648;921;886;886;2;274;312;7;26850;899;9;0;0;0;162781893;163056374;6660;104834673;105236139;6606;14183779;14185233;460;909709;910562;133;12487456;12473108;1479;1853399;1845619;82;25229611;25112927;3345;3297452;3296677;199;215;215;1;693;48;1;2614035;2615385;160;40283245;39884664;7333;0;0;0;37559090;37447208;231;1636642;1547469;32;201214342;7430;20935740;4187150;2972639;594527;284790;3307833;43966;8793;701;140;0;8653;7;0;5938131;1187625;174034;34807;1228;1151590;0;0;0;0;26873871;5374775;3146673;629334;286018;4459423;6792518;1358503;358014;71603;96183;1190717;1483;1550;310;280;893;9;0;24067338;30859856;41485;1946;7;0;201214342;2607032
   Липецкая область;99604420;99023562;5029;14089578;14080942;140809314;636;242;88;970;2;1790;60007166;59547421;297736952;4824;0;799508;799713;4798276;68;0;0;4803;0;0;0;0;0;69386;69245;346227;44;18662815;18558523;121161426;1973;5690777;5720982;945;3186;3186;6;5973960;5967255;1455;241100;239996;293;0;0;0;127;127;3;31297;28669;6;0;0;0;105249978;104966019;4861;76446886;76322782;4836;4806021;4779549;157;462789;462789;60;5892472;5884436;860;66771;66631;41;17295168;17176762;1891;271885;272985;81;0;0;0;8;0;0;21148;19395;15;8239836;8018341;5123;0;0;0;13631029;13708652;75;1955508;1907013;31;126863581;5191;4610331;922069;1874351;374869;28667;518533;21712;4342;113986;22797;214;-18669;5;0;4821348;964269;57884;11577;593;952099;0;0;0;0;9431679;1886338;1932235;386446;29260;1470632;370747;74150;17931;3586;13312;57252;1032;205;41;0;991;5;0;78598;449345;34843;1831;3;0;126863581;9310
   Магаданская область;16782299;15552044;534;472199;379984;3799833;88;5555;5555;61107;1;1532;11957448;11685385;58426922;527;0;2354;2354;14088;14;0;0;0;0;0;0;0;0;456945;378007;1890033;15;2136827;2071908;12454873;172;1755211;899986;85;0;0;0;1749439;1028845;175;99176;99131;113;0;0;0;2;2;1;0;0;0;0;0;0;15938992;14610235;504;11942014;11483982;489;165271;165271;11;1195;1195;2;1385289;684612;96;456695;377757;15;1882538;1798139;172;95661;95661;19;9803;3616;3;0;0;0;4770357;4909804;81;3536733;3512938;552;0;0;0;7360724;7378747;138;377571;402504;4;95053355;597;322284;64456;43946;8790;6201;49465;422;84;0;0;792;-708;2;0;1348801;269760;20369;4074;0;265686;0;0;0;0;1671085;334216;64315;12864;6201;315151;8712273;1742455;297;59;898;1741498;324;0;0;0;324;1;0;1490289;10202562;0;0;0;0;95053355;4909804
   Московская область;1355964990;1353172041;45029;83123822;83012021;830121656;3907;31;281;3092;15;192805;956519130;955332653;4776664206;43792;-6;5996841;6080114;36480672;574;153866;153257;911532;7;211047;211047;1055486;3;500246;489010;2445047;230;264499170;263590682;1597016760;26170;36885229;35927833;11147;3845547;3911510;70;45177003;44569649;15746;4734659;4703590;2464;4411;4411;14;5352;9151;38;3495886;2137033;63;5051;5072;7;1236229354;1234116052;43413;816869351;816046848;42931;119034178;118757546;3865;10078119;9869711;1204;41883409;42081032;10244;492670;481263;220;243401873;242491391;25869;4302419;4241492;947;144611;144611;3;775425;102779;6;11037164;11588310;376;174753649;173761981;45473;0;0;0;59943961;59436930;520;4257823;4714228;104;359886406;46107;247174064;49434816;71455071;14291014;8982584;26161218;0;0;0;0;0;0;0;0;135521135;27104226;111947671;22389536;437557;4277133;0;0;0;0;382695199;76539042;183402742;36680550;9420141;30438351;260121500;52024299;218642146;43728430;270901;8024968;43333298;216537615;43307523;3409;22366;33;0;29462501;289584001;1023136;128410;25;0;359886406;11088239
   Мурманская область;37566297;37506148;1574;2291600;2287782;22877830;392;0;0;0;0;-2;24914117;24911407;124557067;1465;0;172413;172204;1033222;36;0;0;0;0;0;0;0;0;94832;88868;444341;18;7132995;7123561;45180002;641;2572741;2550396;279;22668;22668;1;2960341;2922326;461;1020802;1016687;553;0;0;0;893;893;7;414;51;1;0;0;0;53004690;54214746;1470;43082278;44275418;1462;1331958;1333460;55;25114;25114;13;1798345;1796516;259;91319;87500;17;5664146;5702009;629;1009669;1001404;55;0;0;0;0;0;0;1962286;1567569;21;6822866;6833226;2003;0;0;0;23196290;24086050;83;4011599;4031698;11;251340984;1944;6009724;1201947;705629;141126;128355;932466;39053;7811;2310;462;315;7034;1;0;780142;156028;1167;233;2941;152854;0;0;0;0;6789866;1357975;706796;141359;131296;1085320;10585568;2117115;120057;24012;8227;2084876;285050;3154;631;309;284110;2;0;7241457;17827025;0;0;0;0;251340984;1567570
   Нижегородская область;339101319;338134025;19568;19097757;19059374;190593727;1597;4803;1182;12999;6;37048;249598676;248951525;1244757620;19091;0;3952962;3946647;23679882;355;0;0;0;0;0;0;0;0;354498;354523;1772619;116;53640985;53691391;326806889;9788;10845680;10529759;4687;333884;334205;38;12414533;12122249;6775;591534;589605;851;2;2;1;615;613;12;789834;76381;17;56;56;6;303925445;302630282;18988;226529734;226196336;18867;11023322;11036494;808;1061365;1059133;260;10827854;10692421;4580;354929;354472;114;53240510;52415504;9588;892469;875521;267;0;0;0;213090;827;6;4471963;4312050;186;44725951;44698479;19769;0;0;0;12746210;12718964;299;4392993;4344150;39;98623749;20037;93642561;18728515;10356999;2071397;2517079;14140039;107748;21550;32182;6436;45;15069;16;0;13755906;2751181;3754401;750879;12210;1988092;0;0;0;0;107398467;21479696;14111400;2822276;2529289;16128131;5076326;1015264;222082;44416;11753;959095;35184;1922;384;6;34794;28;0;75192182;80268508;63412;7659;19;0;98623749;3500454
   Новгородская область;29225690;29263888;1991;2128032;2126735;21267353;221;4;4;43;1;7218;19575180;19635917;98176491;1921;0;265835;284560;1707357;63;0;0;0;0;0;0;1983;0;42708;42966;214832;28;6317932;6327462;39207111;921;575705;531208;414;155465;155465;4;888831;839475;687;101201;100298;160;0;0;0;503;503;6;26254;4115;3;-51;0;0;27772715;27804130;1899;20702800;20770948;1891;1811177;1804733;103;107996;105612;44;655784;653611;369;41912;42171;27;4360507;4334520;892;92534;92534;44;1;0;0;0;0;0;383987;385338;28;3830798;3797295;2008;0;0;0;2625710;2609842;63;233691;233691;5;56505242;2082;3021573;604317;733285;146657;89503;368157;1793;359;77;15;129;215;1;0;773840;154768;387254;77451;28827;48490;0;0;0;0;3795413;759085;1120539;224108;118330;416647;1881564;376313;30082;6016;145;370152;201;0;0;0;201;3;0;57739;1939303;0;0;0;0;56505242;369103
   Новосибирская область;209711574;209751390;20332;21887957;21711143;217551716;2322;11075;10973;120701;11;760;143721050;143993940;719990229;19685;0;1390473;1423956;8741409;329;1352;902;8841;3;0;0;0;0;128719;127938;639692;60;35425699;35521921;225303683;9888;6405435;6208895;4729;60641;59574;21;7154806;6953890;6919;227611;228774;605;1067;1052;6;4396;4396;16;116016;7307;20;-1820;18;1;186816249;186622442;19863;136601595;137002690;19740;7754327;7749352;883;2050738;2055381;292;7927580;7853103;4513;126873;127509;56;31728225;31624948;9739;210032;209293;145;790;790;3;78404;5055;3;5323799;5381376;118;27662512;27826168;20109;0;0;0;9794707;9817121;346;1002403;926988;24;87205859;20673;43355124;8671024;17109976;3421996;733078;4515950;229476;45895;97396;19479;5682;20734;22;0;57871738;11574349;22120939;4424186;420030;6730133;0;0;0;0;101226862;20245373;39230915;7846182;1153108;11246083;66831361;13366272;903827;180766;7140;13178366;177463;741808;148362;159;28942;22;0;4718384;71549745;31957;1573;15;0;87205859;5298329
