GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147
Белгородская область;180754794;179285142;17319;34602962;34589831;328648306;2291;15306;15306;168375;16;1841474;0;104280087;104470161;522349765;16552;-604;0;926669;925999;5555999;228;876;876;6992;2;0;0;0;0;331092;327657;1638279;159;28755120;28814105;224369566;7168;9509007;9426516;2956;159174;160699;29;10002657;9926170;4116;291428;289518;1252;0;0;0;6849;6847;22;-896;6004;18;0;0;2;167391731;166537227;16891;124982292;124087740;16780;6158935;6141474;1027;647236;650353;318;11805749;11831421;2736;329964;326529;155;23195760;23227443;6874;272534;272027;273;0;0;0;1179;1126;1;771268;775004;113;24540430;23941017;17538;0;0;0;11788215;11661159;691;1101800;1103079;60;103913888;9464675;1892932;2560180;512036;142537;1238359;47186;9437;23561;4712;0;4725;4;0;10958973;2191794;8381361;1676273;2435;513086;0;0;0;0;20423648;4084726;10941541;2188309;144972;1751445;1115138;583868;1699006;314553;15;14;0;103913886;770915
Брянская область;70834471;70881450;6478;8718563;8711938;87119378;1001;50;48;523;3;-95230;0;43231916;43208271;216041359;6175;-294;0;1332518;1334610;8007668;128;3483;3483;17415;1;0;0;0;0;158875;158572;792864;67;13913588;13910177;86273328;3029;3171010;3158112;1031;119598;117066;18;3562922;3541879;1682;175552;174251;666;0;0;0;2157;1984;7;19127;309;9;8564;8564;3;66989145;67019501;6144;45307106;45346365;6067;3714104;3724272;329;1635438;1632967;556;4009824;4021414;923;158833;158386;66;12053726;12030318;2883;104909;105067;122;9;9;1;551;0;0;514324;491946;233;7543175;7563498;6578;0;0;0;4172697;4010760;471;1062779;1062739;16;13966067;11219688;2243937;991000;198203;155121;1890613;1866;374;1774;355;0;19;2;0;10273963;2054791;8230400;1646079;149;408563;0;0;0;0;21493651;4298728;9221400;1844282;155270;2299176;280918;167653;448571;458548;58;22;0;13966063;491928
Владимирская область;101470337;101363658;9082;11149868;11154844;111546576;1014;982;982;10793;3;-14043;31;71529871;71515407;357623378;8775;97;0;447012;446345;2678067;198;0;0;0;0;0;0;0;0;114878;114984;574917;110;16139251;16090472;98501598;4557;1768629;1710078;1647;68151;56324;76;2096749;2028243;2513;750240;749855;859;0;0;0;211;211;14;1562;875;10;0;0;0;85008790;84900698;8689;57751767;57694705;8611;9431655;9422265;475;249174;248968;189;2345437;2316544;1445;114614;114614;106;14387220;14373943;4422;729082;729341;170;0;0;0;21;0;0;149951;178622;155;18785912;18736304;9550;0;0;0;1686047;1673711;121;125542;125542;18;21128367;10475356;2095068;2675135;535026;179221;1380821;11;2;0;0;0;2;2;0;1089109;217822;338562;67713;2940;147169;0;0;0;0;11564465;2312890;3013697;602739;182161;1527990;3297671;450449;3748120;90;33;3;0;21128367;177281
Волгоградская область;177196339;177025158;11624;8527323;8528237;85282364;1651;44934;44934;494279;27;114353;0;113115774;113124196;565623437;10865;2470;0;5406733;5396732;32380389;358;0;0;0;0;0;0;0;0;297272;296882;1484409;104;40945722;40887772;251573752;5988;3749418;3714272;2328;89075;93163;31;8740378;8700877;3409;184302;184189;1590;186;0;0;2627;3530;41;11602;163;6;0;0;0;167476696;167458196;10811;123357095;123414699;10735;3309898;3309088;326;492753;492398;130;3716201;3705101;2136;297011;296649;105;36162115;36097821;5731;141747;141536;189;-192;0;0;25302;0;0;762744;771339;118;23833512;23661502;12640;0;0;0;14694909;14669647;192;1616418;1559845;55;149810821;19689225;3937841;5154501;1030899;826654;2080288;795477;159095;507;101;603;158391;6;0;11891197;2378239;3864085;772817;3966;1601456;0;0;0;0;31580422;6316080;9018586;1803716;830620;3681744;3805439;2588672;6394111;0;0;0;0;149810821;787914
Вологодская область;145890797;143221747;13020;6056681;6055246;60552447;1043;247;247;2722;3;2062658;0;110378621;109792668;548960149;12781;16606;0;783865;803052;4818303;158;0;0;0;0;0;0;0;0;127416;127990;639948;125;21595395;21585707;132291775;3976;3416333;3377151;1818;42308;43238;10;4827522;4783434;2671;209287;219478;792;0;0;0;623;623;17;4879;885;1;197;197;1;143993118;141339622;12613;113360149;110745384;12552;5772451;5739510;169;963138;963226;89;4246038;4260545;1561;128238;127147;123;19298326;19264154;3796;215285;230142;137;0;0;0;-465;0;2;3256160;3255469;127;14891588;14775821;13222;0;0;0;15862459;15823087;221;3083297;3736102;34;149517276;11220792;2244159;721125;144225;84603;2015331;0;0;0;0;0;0;0;0;796650994;159330200;790362476;158072496;40871;1216833;0;0;0;0;807871786;161574359;791083601;158216721;125474;3232164;3499407;1262389;4761796;0;0;0;0;149517275;3246785
Воронежская область;240039556;234249500;25557;27464993;27494924;274949234;3544;1045;1171;12872;11;4841389;0;155797867;154538572;772692484;24476;-1188;0;3054018;3077800;18466808;362;0;0;0;0;0;0;0;0;229753;227926;1139637;164;40028097;39949558;270673665;10728;7857119;7843990;4084;65704;61456;28;8672196;8921653;5785;205715;204033;1136;58;58;2;2089;2100;15;4945;1266;9;-13;1;1;222379380;217273506;24714;173052252;168087832;24556;4104501;4103662;641;860320;864137;358;9230500;9237785;3982;135892;133888;148;34750185;34627303;10056;193107;191869;229;0;0;0;459;458;0;438942;439058;137;24261068;23471533;25674;0;0;0;6920677;6787715;389;387150;423741;50;33448855;43172068;8634413;8539954;1707989;448229;6478195;7847;1569;598;120;0;1449;17;0;12081119;2416224;1272660;254531;3134;2158559;0;0;0;0;55253187;11050637;9812614;1962520;451363;8636754;6445093;1061338;7506431;17918;56;8;0;33448856;432110
Ивановская область;54574556;54100892;11316;2772201;2771626;27716244;1095;-93;5;45;5;716314;0;43692422;43919802;219595690;11039;6;0;428095;435662;2613973;174;3267;3267;35310;5;0;0;0;0;31700;30363;151817;29;6143575;6130839;37112734;3812;651523;653261;1178;20488;20580;17;788426;790527;1735;19968;19649;378;0;0;0;653;653;5;2040;0;0;0;0;0;50103209;49756108;10821;40589189;40270775;10759;3037237;3031626;420;339227;339717;149;684786;681908;1168;31758;30421;28;5388910;5369640;3585;12130;12152;64;0;0;0;1;0;0;187547;189054;65;4825624;4704355;11248;0;0;0;538835;523856;127;10104;10847;9;5335167;6272067;1254413;1266601;253324;136101;864988;0;0;0;0;0;0;0;0;3974712;794942;163293;32658;2808;759476;0;0;0;0;10246779;2049355;1429894;285982;138909;1624464;820171;201056;1021227;4079;431;4;0;5335168;187208
Иркутская область;226959723;226525302;15137;7302441;7303236;73032339;1518;2597;2588;28472;10;85543;0;175665182;175499361;877496158;14658;29162;0;504322;313958;1883748;256;189;420;3630;5;0;0;0;0;673169;640511;3202841;124;33345377;33381838;202089062;6615;8581935;8499312;3146;57;44;4;9360240;9357630;4435;526736;516569;1838;18;18;1;761;761;22;17207;2834;10;0;0;1;174640794;174670636;14313;129063348;129065554;14193;3851858;3851656;445;145878;145864;81;8675727;8623308;2882;442748;521373;123;31968889;31963557;6290;496763;499595;195;-833;0;0;12;0;0;7198152;6993862;410;59459910;59049800;16069;0;0;0;14115211;13637725;701;3715264;2969957;33;160545213;24585297;4917058;6396934;1279388;302536;3335134;0;0;0;0;0;0;0;0;10314975;2062994;176670;35333;32402;1995259;0;0;0;0;34900272;6980052;6573604;1314721;334938;5330393;2045191;255708;2300899;0;0;0;0;160545212;6984819
Калининградская область;111479492;111579315;5902;11472411;11461929;114619285;906;8654;8654;95194;17;115348;0;76310998;76549291;382746400;5591;100;0;336486;335929;2015575;189;757;757;4012;5;0;0;0;0;55600;54861;274301;56;21299601;21273800;133698326;2630;1340811;1355746;840;149;149;4;1698066;1701252;1315;317398;316296;481;63;63;3;3579;3572;11;8980;647;4;1009;64;1;70024028;70204580;5529;44640041;44841153;5403;2853362;2862171;718;1145467;1144599;220;2053543;2073377;771;41674;41708;50;18948284;18899693;2523;252939;253160;201;0;0;0;2341;4;1;1263024;1261203;266;45179964;45094073;5827;0;0;0;4737092;4628242;378;671095;547400;28;66738688;15144570;3028919;2841190;568240;197210;2263469;13987;2797;12974;2595;0;202;5;0;37998397;7599680;27908821;5581764;1858;2016058;0;0;0;0;53142967;10628599;30750011;6150004;199068;4279527;45596088;5640460;51236548;110134;5;8;0;66738683;1253302
Калужская область;179368151;179168992;9405;10694555;10703945;107039919;966;139;115;1265;5;-73746;9;139609720;138508893;692530442;9016;10828;0;568651;577282;3463156;183;0;0;0;0;0;0;0;0;73808;72939;364697;86;22496794;22476857;137600808;4767;5114124;5114370;1685;390278;390468;38;5987404;5970016;2503;1075580;1076168;693;1172;1172;4;2372;2371;28;7317;3725;19;-404;0;1;156233725;156398382;8833;88022386;88182911;8737;39829058;39807055;546;609407;614980;214;4388027;4346208;1572;69195;67936;84;22305841;22369652;4600;1009812;1009641;233;0;0;0;23;0;0;2911901;2913928;78;25571395;25330884;9527;0;0;0;4611726;4425139;298;544954;540620;22;49996216;12449457;2489889;2876211;575245;313669;1600975;21603;4320;12222;2444;0;1876;10;0;29910406;5982081;21894025;4378805;19452;1583824;0;0;0;0;42359863;8471970;24770236;4954050;333121;3184799;4223410;807724;5031134;192461;25548;10;0;49989980;2907139
Камчатский край;26120831;26064979;1576;3778439;3760110;37601099;476;3764;3760;41359;8;-27075;0;16456786;16448032;82240161;1469;429;0;106411;106696;640170;53;71;71;357;1;0;0;0;0;274387;272965;1364830;28;3565013;3525379;23488841;627;1841483;1831260;217;0;0;0;1962791;1949489;402;110671;108593;135;0;0;0;0;0;0;6094;0;1;0;0;0;24073885;24005190;1437;17107985;17014020;1418;1298805;1370749;118;9379;5900;7;2080880;2078242;226;263598;260172;27;3281864;3245331;608;30812;30774;43;0;0;0;0;0;0;615606;616797;31;5013787;5014789;1519;0;0;0;3576458;3456609;204;192899;191577;4;47273547;2627824;525566;885040;177008;97485;251073;0;0;0;0;0;0;0;0;2030897;406179;99785;19956;11967;374256;0;0;0;0;4658721;931745;984825;196964;109452;625329;169465;4095993;4265458;0;0;0;0;47273547;615606
Кемеровская область - Кузбасс;244881815;244796528;12577;3787275;3788511;37885122;1048;305;305;3353;4;80588;0;173773527;173873776;869368871;12231;1242;0;24926390;24926572;149559429;237;0;0;0;0;0;0;0;0;1899765;1949676;9748380;207;29739756;29700102;179911865;5179;9275563;9210859;2025;302103;302763;27;10654101;10536362;3332;161912;154761;1042;3;3;1;1358;1360;20;153033;9761;14;0;0;0;233200576;233449813;11622;192492625;193039928;11548;4687975;4679731;352;228033;227790;87;9962769;9947469;1788;1691041;1741017;204;24028165;23714416;4988;120179;115376;195;0;0;0;112500;5936;2;21953527;21951336;169;33256452;32963139;12812;0;0;0;42147687;41956294;360;1874398;1877485;115;361344384;27704299;5540860;6107690;1221537;808753;3510570;300655;60131;160;32;19;60080;6;0;30451049;6090210;15463167;3092633;18840;2978737;0;0;0;0;58155348;11631070;21570857;4314170;827593;6489307;7623570;192786;7816356;0;0;0;0;361344384;21887207
Кировская область;52315890;52020797;7493;4555475;4557054;45570514;1241;14;14;153;6;-18172;0;35198831;34904460;174522282;7271;4334;0;864013;864540;5187230;176;0;0;45;0;0;0;0;0;75603;75573;377865;125;10482087;10474256;64332033;3776;1041668;1022957;1298;3509;3534;18;1152056;1138449;2052;87753;78219;1652;0;0;0;938;918;15;-339;43;4;0;0;0;47401743;47436586;7167;35987722;36018272;7126;1195332;1198847;170;113433;113433;84;1536912;1610812;1211;74494;74464;118;8406880;8330202;3685;86974;90560;113;0;0;0;4;4;1;55888;57729;59;9165796;8811392;8923;0;0;0;4195891;4183015;126;341493;341181;32;12745761;9084294;1816858;2239088;447819;271846;1097193;435057;87011;0;0;86241;770;2;0;21025043;4205010;19545559;3909111;31418;264481;0;0;0;0;30109337;6021868;21784647;4356930;303264;1361674;36131559;481892;36613451;4995;325;5;0;11652397;59991
Костромская область;32914511;32774723;3305;2073832;2067755;20677551;436;0;0;0;0;18495;0;25570157;25508995;127544977;3195;-2104;0;84810;87797;526782;67;0;0;0;0;0;0;0;0;83365;83364;416825;44;4563243;4500297;27796276;1609;323665;324404;581;211;279;1;522937;521389;953;79187;78938;449;0;0;0;415;295;14;4566;451;4;0;0;0;28349668;28265515;3144;22549149;22487318;3118;837607;836701;161;132488;131392;69;378088;400765;512;83000;83000;43;4327007;4284457;1553;42330;41882;79;0;0;0;68;68;2;44370;44132;50;5091072;5037538;3587;0;0;0;473630;471055;60;20924;20924;10;8251675;32433502;6486702;30834633;6166926;16735;303041;0;0;0;0;0;0;0;0;306526740;61305348;201508733;40301746;868248;20135354;0;0;0;0;338960242;67792050;232343366;46468672;884983;20438395;2121716;5465;2127181;0;0;0;0;8251675;37010
Курганская область;34390976;34388005;3281;3461073;3461258;34596030;651;244;244;4749;5;-19764;0;23755759;23762073;118817034;3045;0;0;172514;169361;1018670;105;1956;1956;10036;1;0;0;0;0;44380;44350;220254;57;5136917;5122862;31873738;1358;1758954;1760775;551;25950;25950;11;1854336;1845194;854;28851;23957;347;0;0;0;1458;1354;18;27;0;0;0;0;0;28891278;29002113;3056;21429627;21494025;3022;478273;478303;68;161358;161874;65;2050202;2051910;526;44435;44346;55;4663557;4680398;1289;14501;14505;52;0;0;0;0;0;0;53952;53984;36;5773942;5650675;3420;0;0;0;239846;235706;95;44704;60297;7;3108357;6305399;1261078;1577439;315489;52235;893354;191;38;0;0;0;38;2;0;2257840;451570;27211;5442;1172;444956;0;0;0;0;8563239;1712648;1604650;320931;53407;1338310;168293;73003;241296;4678;328;2;0;3108358;53514
Курская область;80932947;80284051;8231;16353473;16150898;161508974;1768;373;373;4100;11;296963;0;44700229;44521957;222609770;7533;140;0;748074;748074;4488452;150;1355;1505;7821;4;0;0;421;0;128521;126102;630515;79;12371596;12365967;87560356;3246;5999604;6043618;1169;1801;1834;4;6333582;6333054;1753;37482;36623;575;0;0;0;1462;1464;16;5488;1350;6;0;0;2;74292642;73779756;7828;54161448;53671501;7759;2647418;2647377;253;256920;267282;176;5977049;5970479;1124;127522;122985;76;11092237;11071144;3037;28734;27678;102;0;0;0;9;8;2;914683;923119;36;10736409;10565410;8259;0;0;0;4882193;4880231;352;2800380;2800380;21;22155352;8424195;1684839;1224419;244887;268375;1171577;6669;1334;215;43;0;1291;3;0;9157294;1831457;416287;83258;9919;1738280;0;0;0;0;17581489;3516296;1640706;328145;278294;2909857;1976801;3828;1980629;0;0;0;0;21927461;922825
Ленинградская область;230588187;228275759;13067;9130180;9134676;91346749;1098;5999;5999;65985;10;1297885;0;170521731;170269514;851459755;12650;-870;0;925182;1055074;6329392;253;0;0;0;0;0;0;0;0;354885;354575;1772870;152;38305519;38273949;237182618;6219;9115126;8147322;2375;49229;47366;25;10153157;9127280;3467;2347159;2342142;2126;25833;25833;4;443;443;19;2018;2044;7;1190;1190;2;208296854;207405214;12454;144848717;144099037;12330;22438648;22431085;843;835560;834810;233;5093667;5067164;2152;353978;353793;149;32381928;32280348;5899;2340743;2339946;408;36;36;1;383;383;1;3900109;3910517;337;52666631;51250130;14238;0;0;0;32086968;31963459;407;5450050;5518819;62;235283847;38270379;7654075;5163546;1032710;541846;6079519;95873;19175;435;87;2400;16688;10;0;6473329;1294667;935987;187198;740;1106729;0;0;0;0;44743708;8948742;6099533;1219908;542586;7186248;5585297;40682778;46268075;673411;6944;19;0;235283851;3904915
Липецкая область;118225614;116052394;9004;15954897;16018277;160182785;1139;1019;1019;11200;4;1131722;0;75125192;74022392;370107145;8606;18;0;459306;457640;2745856;157;0;0;0;0;11;11;78;1;372560;373061;1865302;90;19582085;19581761;130401968;3611;5321380;5331069;1414;27188;21554;22;5594005;5591805;2145;550854;444021;674;-4;0;0;200;304;11;2400;509;4;2;2;1;122682090;120490939;8601;88733698;86452729;8545;8143160;8164452;275;829168;829674;118;5573304;5626160;1349;370923;371424;86;18768124;18784711;3392;284286;284159;164;-13;0;0;0;0;0;64270;59449;51;11026028;10808441;9261;0;0;0;19743034;14809419;177;3095240;2993390;61;109618496;6137792;1227558;2068453;413691;94109;719758;21496;4299;22421;4484;434;-619;7;0;9616073;1923214;19009;3802;1178;1918234;0;0;0;0;15753865;3150772;2087462;417493;95287;2637992;441541;192423;633964;38247;2917;5;0;109618497;59371
Магаданская область;19047323;19031614;931;495371;495166;4951652;153;0;0;0;0;14859;0;14479051;14475613;72378075;901;0;0;21565;18716;112293;25;363;363;1813;1;0;0;0;0;481075;481075;2405376;26;2614079;2610450;15691298;286;849634;849363;128;148;148;2;941324;939393;259;56853;56645;275;0;0;0;5;5;2;0;0;0;0;0;0;19283722;19237872;868;15075971;15038112;852;324271;324271;24;141;141;3;1196654;1208656;128;476572;476462;24;2153544;2133751;271;56555;56480;48;0;0;0;0;0;0;4545171;4556202;103;4288619;4276220;1026;0;0;0;7616889;7533570;221;703844;703844;9;78439751;1061408;212281;93792;18758;23854;169669;4;1;0;0;0;1;1;0;2050189;410038;6337;1267;42;408729;0;0;0;0;3111597;622319;100129;20025;23896;578398;200517;1559704;1760221;632336;61806;4;0;78439750;4556201
Московская область;1776902259;1775846697;89184;117717363;117699034;1176966944;7310;5797;5779;63564;32;793972;253;1320134422;1320287596;6601475736;85985;24183;6;7964174;7989113;47933999;1301;141059;141001;707831;16;145708;145855;730483;9;541073;528546;2642743;423;290094467;290002330;1765061776;49875;45670813;31459709;17831;631969;641804;215;39793328;38544233;24994;7947544;7781482;5275;9570;9570;12;7462;7688;86;496837;417496;129;-30;845;18;1568356014;1570322195;86050;1083060509;1085764670;85068;154328391;154427933;6984;14110563;14102692;2185;60255338;35963983;16258;528959;517570;396;272639830;271732223;48053;7435929;7343649;1805;288484;288484;10;40646;41165;21;7291047;7304074;990;241338365;238557333;90739;0;0;0;34746109;34786822;1221;11530774;11286319;297;374154561;277561333;55512265;61221068;12244218;5304337;37963710;1170391;234078;664114;132823;1965;99290;91;0;332362235;66472450;190438668;38087733;1062531;27322186;0;0;0;0;609923568;121984715;251659736;50331951;6366868;65285896;51812034;27223111;79035145;2677932;303964;73;0;342558471;10005843
Мурманская область;52362658;52319613;3393;3824973;3824499;38244969;804;-781;0;0;0;8690;0;33395238;33383446;166917229;3153;2957;0;235028;235018;1410113;75;0;0;0;0;0;0;0;0;156150;156402;782016;38;9549077;9533868;61179513;1368;1976948;1973531;496;176874;175807;6;5191297;5184605;838;589263;579611;1241;0;0;0;1073;1073;14;991;0;0;0;0;0;101377976;101206649;3165;88595304;88612400;3138;1173323;1171748;98;34606;34990;22;3436940;3433557;466;121291;121543;35;7345704;7337319;1322;571159;571208;117;0;0;0;0;0;0;1855040;1854823;51;10566824;10520124;4347;0;0;0;60734903;60740022;219;5614505;5629303;16;250752324;10034863;2006972;1648688;329736;230481;1446755;9300;1860;812;162;7;1691;2;0;1751921;350385;11655;2331;4767;343287;0;0;0;0;11786784;2357357;1660343;332067;235248;1790042;5187433;17162439;22349872;0;0;0;0;250752324;1853783
Нижегородская область;474153598;472305779;40182;24999477;25049048;250490173;3038;2942;2942;32368;17;1911308;77;351448100;351501351;1757506682;39224;-916;0;4395342;4389173;26335030;687;605;605;6724;8;0;0;0;0;431254;433737;2168698;198;71550862;71286545;432753842;18503;12918324;11766496;7362;1121184;1123794;111;19009008;18805955;10722;6052159;5985941;1897;620;391;3;1174;1169;32;2554811;1240697;32;-640;266;14;430818745;431043534;38922;329584491;330006936;38703;22457921;22467277;1517;1294170;1291783;503;12726284;12639686;6935;429191;430251;187;63402254;63455475;17729;738722;748503;553;57;57;3;2211084;1175852;9;10394255;10342415;449;66784071;65718657;40757;0;0;0;27788957;28453893;580;4852196;4998980;67;197244779;87314393;17462873;12291116;2458220;2237162;12767491;143718;28743;76237;15248;3244;10251;33;0;19200952;3840191;5061232;1012246;49684;2778261;0;0;0;0;106515345;21303064;17352348;3470466;2286846;15545752;11741848;97860371;109602219;19258;165;15;0;196932410;9572873
Новгородская область;41715133;41802321;3948;3218963;3216882;32168815;412;206;206;2268;6;-28408;0;29928863;29954641;149773207;3818;-1203;0;421750;421744;2530461;117;0;0;0;0;0;0;0;0;132722;132601;663005;52;7081684;7120528;43059479;1721;490728;482114;624;227864;220750;20;960516;954633;1060;157081;154902;361;0;0;0;108;108;9;7691;17;1;0;0;0;39856556;39996533;3732;28714724;28801539;3711;3552491;3568531;193;120978;120775;84;706098;699585;615;131113;130993;51;6466793;6510411;1714;133343;133686;95;0;0;0;0;0;0;466832;466872;69;6168289;6110329;4030;0;0;0;4611328;4614310;129;343901;343890;17;40443416;5640438;1128087;683461;136692;173398;817997;0;0;0;0;0;0;0;0;2350838;470168;409960;81993;3482;384693;0;0;0;0;7991276;1598255;1093421;218685;176880;1202690;260587;101421;362008;71576;1139;1;0;40443416;453742
Новосибирская область;294275799;288227292;42058;38296121;38222191;382223553;4445;8400;9768;107433;35;4515316;0;200490212;199295154;996529472;40733;9099;0;1119525;1094311;6565921;639;2052;2049;23063;7;167;167;837;1;214310;213679;1068392;111;41251652;41115170;263868400;18795;6709504;6638804;7605;377295;367333;65;8222885;8171425;11010;378452;370857;1333;255;231;6;6734;6583;24;126918;33439;31;160;132;8;261819201;256119597;40962;203159787;197742640;40725;10595694;10570545;1649;1753262;1759727;516;7699315;7690462;7082;207812;207211;99;37928049;37762113;17944;339080;337875;279;1123;1123;3;86393;28179;10;10228635;10223538;320;38334912;37810748;41606;0;0;0;14485401;14404170;741;960488;955705;43;126542589;46669807;9333961;14575350;2915074;961571;5457316;12837;2566;12683;2537;333;-304;13;0;80249532;16049903;31007791;6201560;321654;9526689;0;0;0;0;126919339;25383864;45583141;9116634;1283225;14984005;38511632;3328246;41839878;63934;5494;27;0;129883541;10066206
Омская область;130032774;130058159;14163;8561549;8525128;85242316;2029;2930;3397;37373;9;-69315;0;93986838;94051483;470296139;13557;-7225;0;176158;197272;1183632;151;980;399;2025;2;0;0;0;0;123139;120866;604335;95;19579109;19524964;121144947;5483;7069347;7028091;2247;32704;31024;50;7679062;7628209;3461;206406;206042;755;180;180;1;365;365;16;2948;482;4;531;1;1;112090121;112246683;13573;84591292;84827509;13484;1607230;1602359;287;450884;455094;258;7962591;7942249;2113;123170;120786;90;17164888;17108626;5273;188358;188331;106;0;0;0;591;0;1;350434;347837;231;22853059;22728569;14294;0;0;0;5063133;5040136;375;5785431;5785744;41;33554085;16818132;3363625;3906881;781376;453117;2129132;62171;12434;0;0;0;12434;5;0;7901820;1580365;5257313;1051463;3814;525088;0;0;0;0;24719952;4943990;9164194;1832839;456931;2654220;8486988;989515;9476503;12784;18;3;0;33554083;347595
Оренбургская область;139018561;138787878;9666;5806165;5582915;55829156;1369;170;164;1809;7;-94482;0;113155128;113129231;565645826;9228;-516;0;565404;566923;3401535;197;3953;3964;19819;2;-15;0;0;0;336290;335657;1678285;73;16048040;15974760;99287137;4014;2538157;2536879;1759;151166;151159;16;3208582;3192029;2593;240285;240076;683;0;0;0;1245;1245;26;3781;1062;11;130;5;4;99280061;99420767;8896;78607384;78778896;8818;1615826;1614371;141;300834;301390;127;2625564;2634171;1594;333063;332431;70;15671729;15626406;3850;123344;125169;134;0;0;0;1930;408;4;2958401;2959210;139;42278232;41908871;9884;0;0;0;5254821;5236335;278;5093547;5093663;34;48753271;12853149;2570626;2740955;548195;262656;1759775;12723;2544;6701;1340;0;1204;4;0;69837187;13967437;65653784;13130755;33440;803242;0;0;0;0;82690336;16538063;68394739;13678950;296096;2563017;3687335;1105239;4792574;5032;598;9;0;48753273;2955589
Орловская область;42889150;42938294;5420;5758212;5769768;57697683;991;241;37;405;1;-56486;0;25255103;25269324;126346583;5013;-835;0;428734;428964;2573787;107;0;0;0;0;0;0;0;0;77009;77163;385812;45;9092228;9072283;61273163;2304;2215568;2195790;704;2652;2645;9;2337767;2318593;1076;138458;136022;327;0;0;0;1773;1758;16;1270;13;1;0;0;0;39164935;39240023;5113;26736728;26834324;5077;1605156;1598143;150;223669;223016;107;2357472;2358749;707;76258;76200;38;8040894;8026161;2168;122907;123528;62;0;0;0;0;0;0;75860;75860;36;5478489;5449380;5486;0;0;0;1701891;1693602;191;584198;584198;14;8214242;4950772;990153;1096673;219334;72636;698183;198877;39775;14864;2973;8610;28192;6;0;757693;151539;46256;9251;504;141784;0;0;0;0;5708465;1141692;1142929;228585;73140;839967;1032897;12198;1045095;18535;0;8;0;8214244;73162
Пензенская область;74224566;74243663;8346;8629207;8645291;86445993;1192;118;160;1763;3;-98907;0;50387965;50361233;251807145;7929;3213;0;491725;492348;2954081;219;0;0;0;0;0;0;0;0;38731;37917;189580;72;10816137;10753368;69150583;3816;3759208;3744864;1440;5241;5073;6;3956429;3949382;2169;74115;73170;658;10;8;4;1165;1143;20;5110;738;11;0;0;0;66344856;66730617;8009;50656815;51023760;7948;1600985;1605770;251;163852;164214;84;3862728;3876109;1314;38627;37813;70;9961090;9962446;3706;60588;60364;98;0;0;0;601;155;2;9803;10143;10;10721905;10360167;8607;0;0;0;2771758;2781345;173;782700;782700;27;10739358;7742409;1548483;1022918;204582;44237;1299664;0;0;0;0;0;0;0;0;3574794;714960;1215293;243058;9177;462725;0;0;0;0;11317203;2263443;2238211;447640;53414;1762389;1190392;355885;1546277;0;0;0;0;10739360;10132
Пермский край;272850228;273283996;24004;8268664;8252869;82528690;2119;1592;1592;17511;8;-251234;0;207867657;208214470;1041069755;23480;-3451;0;1854428;1854320;11123464;489;3838;3838;19190;11;0;0;0;0;798006;797305;3986527;191;40895209;40601362;247198031;11051;8766963;8734761;4834;65197;65378;31;13416924;13540614;6913;504837;498852;1678;169;169;2;701;726;28;7062;337;7;22;22;5;238645718;239406969;22975;182746003;183586824;22789;4769128;4768296;582;654385;656533;233;9803883;9792248;4451;801024;796532;187;39414028;39353365;10665;453330;448102;212;0;0;0;72400;8409;1;2844150;2844311;176;50651123;50344132;24939;0;0;0;19358099;18775997;344;4721110;4743610;85;239334506;40302418;8060485;9341952;1868387;573663;5618435;70784;14157;31964;6393;20024;-12260;24;0;26873732;5374746;12619307;2523861;35302;2815583;0;0;0;0;67176150;13435231;21961259;4392248;608965;8434018;35506001;2479460;37985461;54275;3067;7;0;239334507;2871379
Псковская область;27364245;27061030;4335;4691470;4695978;46959782;485;7299;7299;80285;5;258074;0;18145211;18113023;90565125;4200;0;0;378828;379740;2278437;110;1951;1395;7204;1;1229;266;1332;1;34910;34910;174554;37;3228801;3238919;20394681;1663;413103;384669;574;890;890;8;620131;590745;889;72338;72228;428;0;0;0;4798;4798;4;953;403;5;8;16;2;24350771;24159957;4145;18897829;18703627;4105;1276350;1278730;254;385150;385209;167;441751;447141;521;34628;34628;36;3296997;3288824;1584;18019;21750;58;0;0;0;403;14;1;587227;606060;193;3606149;3507931;4429;0;0;0;1329347;1276962;385;225101;225101;7;9456547;3179366;635871;686443;137290;52850;445731;108800;21760;0;0;0;21760;1;0;600009;120001;484944;96989;2119;20893;0;0;0;0;3779375;755872;1171387;234279;54969;466624;528500;119215;647715;0;0;0;0;9456317;606623
